,BCT_CODBUR,CTR_MATFIS,CTR_CATEGO_X,FJU_CODFJU,CTR_CESSAT,ACT_CODACT,CTR_RATISS,EXE_EXERCI
6017,143,4793,0,22,0,2504,0,2015
6018,254,6957,0,22,0,5401,0,2016
6019,408,4493,0,22,0,3506,0,2015
6020,401,9764,0,22,0,3502,0,2015
6021,153,8960,0,21,0,4204,0,2014
6022,137,4670,2,99,1,6211,0,2014
6023,255,7323,0,22,0,5201,0,2013
6024,69,9694,0,22,0,2403,0,2014
6025,69,13649,2,99,0,6301,0,2014
6026,153,12112,2,99,0,6272,0,2013
6027,248,15044,0,22,0,4405,0,2015
6028,401,83,1,99,0,5404,0,2016
6029,62,1416,0,22,0,4204,0,2013
6030,19,7722,2,99,0,6276,0,2013
6031,222,8036,1,99,0,4307,0,2013
6032,404,10995,0,23,0,4613,0,2016
6033,136,584,1,99,0,2701,0,2016
6034,71,11336,1,99,1,4204,0,2015
6035,137,10077,0,22,0,2404,0,2014
6036,500,4356,0,22,0,4204,0,2016
6037,61,9226,0,22,0,4402,0,2013
6038,93,11748,1,99,0,4410,0,2013
6039,193,5968,0,22,0,4402,0,2014
6040,113,6942,2,99,0,6261,0,2015
6041,404,10995,0,23,0,4613,0,2017
6042,151,12153,1,99,0,2601,0,2015
6043,234,10284,1,99,0,4403,0,2013
6044,411,14738,1,99,0,2907,0,2014
6045,500,5242,0,13,0,4208,0,2013
6046,500,9688,0,21,0,4999,0,2013
6047,234,237,0,22,0,4404,0,2015
6048,12,2584,2,99,0,6306,0,2013
6049,65,1502,0,22,0,3912,0,2015
6050,21,13658,1,99,0,4207,0,2014
6051,221,1430,0,23,0,3912,0,2015
6052,402,1991,1,99,0,4208,0,2014
6053,234,7432,0,21,0,4226,0,2015
6054,403,1109,2,99,0,6306,0,2014
6055,66,12105,2,99,0,6214,0,2014
6056,251,14678,0,23,0,3602,0,2015
6057,201,3265,1,99,0,5714,0,2014
6058,195,4035,0,22,0,5406,0,2013
6059,172,4778,0,22,0,4213,0,2014
6060,42,12171,1,99,0,2102,0,2013
6061,161,8982,1,99,1,3601,0,2014
6062,226,7013,1,99,0,4552,0,2017
6063,408,1613,0,22,0,4221,0,2013
6064,69,15276,0,22,0,6408,0,2013
6065,34,5062,2,99,1,6401,0,2013
6066,124,11185,1,99,0,2404,0,2014
6067,500,2189,0,21,0,5703,0,2014
6068,21,5449,0,21,0,5651,0,2015
6069,47,2843,0,22,0,5811,0,2014
6070,237,12713,0,22,0,4101,0,2015
6071,255,11473,0,22,1,5712,0,2015
6072,193,3299,2,99,0,6260,0,2014
6073,408,2560,0,22,0,4755,0,2016
6074,241,12256,1,99,0,4221,0,2014
6075,69,1216,0,22,0,4206,0,2013
6076,410,3932,0,22,0,3207,0,2013
6077,76,14028,1,99,0,2601,0,2015
6078,141,10714,2,99,0,6101,0,2013
6079,92,9887,1,99,0,4401,0,2017
6080,51,7539,0,22,0,4821,0,2016
6081,500,11858,0,22,0,3914,0,2014
6082,45,5227,0,22,0,5103,0,2013
6083,404,1595,0,22,0,6312,0,2015
6084,198,5444,0,23,1,5701,0,2014
6085,198,1668,0,22,0,4204,0,2016
6086,124,4616,1,99,0,4204,0,2013
6087,407,8888,0,22,0,2702,0,2013
6088,248,10069,0,22,0,2404,0,2013
6089,42,12647,2,99,0,6270,0,2013
6090,9,11618,0,22,0,4809,0,2013
6091,252,8599,0,22,0,5329,0,2016
6092,247,10021,0,22,0,2999,0,2013
6093,253,1131,1,99,0,2303,0,2013
6094,248,952,1,99,0,4217,0,2014
6095,700,452,0,21,0,4555,0,2015
6096,232,11343,2,99,0,6272,0,2016
6097,194,14636,0,22,0,5703,0,2014
6098,232,13314,0,22,1,2203,0,2014
6099,41,2181,1,99,0,4304,0,2015
6100,197,14405,0,22,0,3909,0,2015
6101,35,590,2,99,0,6311,0,2013
6102,410,2001,1,99,0,4401,0,2015
6103,411,11660,0,40,0,4999,0,2016
6104,197,179,1,99,0,4225,0,2015
6105,500,5858,0,21,0,3912,0,2015
6106,181,9097,2,99,0,6101,0,2014
6107,252,2299,1,99,0,4402,0,2015
6108,401,10515,2,99,0,6306,0,2014
6109,404,1714,0,21,1,5756,0,2014
6110,92,8469,2,99,0,6308,0,2015
6111,238,8003,0,22,0,5404,0,2015
6112,173,15509,2,99,0,6410,0,2018
6113,211,3391,0,23,0,4101,0,2013
6114,252,9313,0,22,0,5712,0,2018
6115,114,4504,1,99,1,3601,0,2013
6116,211,1883,0,22,0,6425,0,2017
6117,197,7413,1,99,0,4417,0,2013
6118,62,127,0,22,0,6301,0,2014
6119,412,8604,0,22,0,3912,0,2015
6120,500,1762,0,29,0,5999,0,2017
6121,238,10406,1,99,0,4701,0,2015
6122,224,10350,0,22,0,7910,0,2016
6123,46,2167,0,21,0,4221,0,2015
6124,62,13815,2,99,0,6301,0,2013
6125,9,11690,0,22,0,3603,0,2014
6126,193,6676,1,99,0,2206,0,2013
6127,410,3498,2,99,0,6409,0,2016
6128,196,1002,1,99,0,2801,0,2016
6129,500,10682,0,21,0,3910,0,2014
6130,234,13230,2,99,0,6999,0,2014
6131,252,11697,0,21,0,4404,0,2013
6132,31,240,1,99,0,2801,0,2016
6133,91,15041,1,99,0,4204,0,2013
6134,116,3487,0,22,0,4211,0,2016
6135,403,13194,0,21,0,5754,0,2013
6136,181,6736,1,99,0,2702,0,2013
6137,92,9456,1,99,0,4221,0,2015
6138,72,825,1,99,1,4101,0,2014
6139,22,7650,1,99,0,4552,0,2016
6140,193,9171,2,99,0,6307,0,2014
6141,122,2287,2,99,0,6307,0,2015
6142,412,4502,2,99,0,6102,0,2013
6143,402,11639,0,40,0,5609,0,2015
6144,257,14450,1,99,0,4204,0,2015
6145,700,52,0,22,0,2931,0,2014
6146,222,2624,0,22,0,3602,0,2015
6147,122,6091,2,99,0,6260,0,2014
6148,700,6454,0,22,0,2702,0,2013
6149,700,7072,0,21,0,5319,0,2017
6150,251,6893,0,22,0,5102,0,2013
6151,256,9190,0,21,0,5709,0,2016
6152,403,9412,0,22,0,5703,0,2016
6153,410,12754,0,22,0,3912,0,2013
6154,252,1090,0,22,0,3110,0,2016
6155,31,5453,1,99,0,4221,0,2014
6156,156,1163,1,99,0,4401,0,2013
6157,251,4361,1,99,0,4101,0,2016
6158,113,13244,0,21,0,5651,0,2018
6159,500,8465,0,21,0,5102,0,2013
6160,412,14646,0,22,1,4816,0,2014
6161,151,10787,0,22,1,5703,0,2013
6162,246,10238,2,99,0,6306,0,2015
6163,172,5210,2,99,0,6306,0,2014
6164,9,13535,0,22,1,4413,0,2014
6165,409,9708,0,22,0,5404,0,2015
6166,14,13722,2,99,0,6270,0,2014
6167,44,2818,0,22,0,3999,0,2015
6168,700,11323,0,22,0,3704,0,2014
6169,242,7875,1,99,0,5103,0,2016
6170,403,5838,0,21,0,6411,0,2015
6171,412,400,2,99,0,6302,0,2015
6172,700,15438,0,21,0,5613,0,2016
6173,193,550,2,99,0,6287,0,2013
6174,500,57,0,21,0,5702,0,2014
6175,44,15033,2,99,0,6287,0,2015
6176,197,9824,0,22,0,2602,0,2015
6177,136,6224,2,99,0,6271,0,2016
6178,403,12307,0,21,0,2999,0,2014
6179,193,9888,2,99,0,6102,0,2013
6180,182,6140,0,22,0,4413,0,2014
6181,304,10599,0,22,0,3910,0,2013
6182,101,12869,0,21,0,5804,0,2015
6183,156,4904,0,21,0,4405,0,2013
6184,181,2666,2,99,0,6306,0,2015
6185,85,3355,1,99,0,4203,0,2016
6186,122,14513,2,99,0,6412,0,2014
6187,248,10512,0,23,0,4216,0,2015
6188,75,8181,1,99,0,4204,0,2014
6189,12,2572,1,99,1,3912,0,2013
6190,16,12657,0,22,0,4402,0,2015
6191,248,11022,2,99,0,6279,0,2013
6192,239,10708,0,22,0,4216,0,2014
6193,141,12213,1,99,0,5714,0,2013
6194,197,3540,2,99,0,6316,0,2013
6195,411,623,0,22,0,3211,0,2015
6196,254,5031,0,23,0,3911,0,2014
6197,19,1,1,99,0,3705,0,2014
6198,133,11997,0,22,0,3909,0,2013
6199,251,628,1,99,0,4204,0,2016
6200,85,3416,2,99,0,6301,0,2013
6201,291,3012,1,99,1,4311,0,2015
6202,407,14412,0,22,0,4216,0,2016
6203,222,12267,1,99,0,4204,0,2013
6204,124,12523,2,99,0,6102,0,2013
6205,404,104,0,21,0,4203,0,2015
6206,403,8271,2,99,0,6302,0,2015
6207,197,13781,2,99,0,6208,0,2017
6208,15,1976,0,21,0,3501,0,2013
6209,14,6186,0,21,0,4508,0,2013
6210,122,13939,2,99,0,6412,0,2016
6211,255,14823,0,22,0,4401,0,2014
6212,500,5833,0,21,0,5651,0,2017
6213,49,8630,0,22,0,4804,0,2014
6214,51,2937,0,21,0,5333,0,2014
6215,122,2287,2,99,0,6307,0,2016
6216,403,11325,0,22,0,4204,0,2015
6217,601,15383,0,22,0,3910,0,2016
6218,143,15387,1,99,0,5333,0,2015
6219,16,13737,1,99,0,4222,0,2013
6220,253,8132,0,22,0,4607,0,2014
6221,700,4523,0,22,0,3301,0,2014
6222,252,1114,0,22,0,4413,0,2017
6223,212,10861,1,99,0,4204,0,2015
6224,172,6377,0,22,0,3502,0,2014
6225,700,11083,0,22,0,5803,0,2014
6226,201,185,1,99,0,5404,0,2014
6227,182,10839,0,21,0,4405,0,2016
6228,601,12409,0,22,0,5103,0,2017
6229,112,12312,1,99,0,5103,0,2013
6230,253,4515,0,22,0,5333,0,2015
6231,113,6358,0,22,0,4413,0,2016
6232,412,9009,2,99,0,6306,0,2017
6233,181,15306,0,13,0,4208,0,2013
6234,177,14129,0,21,0,5202,0,2016
6235,413,2856,2,99,0,6271,0,2016
6236,122,3567,0,23,0,6401,0,2013
6237,16,2048,2,99,0,6261,0,2013
6238,93,12214,1,99,0,2404,2,2014
6239,411,11197,0,21,0,6999,0,2016
6240,404,7083,0,22,0,3501,0,2015
6241,257,2568,1,99,0,5501,0,2015
6242,62,10352,2,99,0,6312,0,2014
6243,182,13496,1,99,0,4221,0,2018
6244,42,6461,1,99,0,4401,0,2018
6245,92,11822,0,40,0,4105,0,2015
6246,193,8401,1,99,0,4703,0,2013
6247,500,11275,0,23,0,3910,0,2016
6248,193,2117,2,99,0,6302,0,2015
6249,234,12365,0,22,0,4221,0,2013
6250,211,7454,2,99,0,6276,0,2017
6251,242,3844,0,22,0,3912,0,2015
6252,181,9097,2,99,0,6101,0,2013
6253,52,4871,2,99,0,6102,0,2014
6254,156,4357,1,99,1,2929,0,2013
6255,409,15500,1,99,0,4417,0,2014
6256,197,155,0,22,0,3203,0,2014
6257,197,14103,2,99,0,6287,0,2013
6258,246,12478,2,99,0,6277,0,2016
6259,402,116,0,22,0,3999,0,2016
6260,137,4561,2,99,0,6306,0,2013
6261,101,1812,2,99,0,6270,0,2018
6262,700,13202,0,22,0,4755,0,2013
6263,182,3788,1,99,0,4221,0,2017
6264,153,4874,1,99,0,4204,0,2016
6265,247,15580,0,22,1,5907,0,2013
6266,65,15010,0,22,0,4204,0,2015
6267,93,14770,2,99,0,6205,0,2013
6268,22,7212,0,22,0,5751,0,2015
6269,52,11967,2,99,0,6274,0,2014
6270,122,12470,2,99,0,6273,0,2015
6271,211,15344,0,21,0,5651,0,2015
6272,177,11283,1,99,0,3601,0,2016
6273,153,1688,0,23,1,3601,0,2015
6274,258,3804,0,22,0,6209,0,2015
6275,122,805,1,99,0,4203,0,2015
6276,101,15274,1,99,0,4204,0,2017
6277,31,9968,0,21,0,5304,0,2016
6278,16,13646,0,22,0,4804,0,2013
6279,234,6659,1,99,0,4409,0,2015
6280,154,9468,0,22,0,3601,0,2016
6281,244,11772,0,21,0,5404,0,2013
6282,41,14937,0,22,0,3912,0,2015
6283,122,14546,0,22,0,3601,0,2014
6284,700,13898,0,22,0,5753,0,2014
6285,9,11687,1,99,0,2203,0,2015
6286,47,4889,1,99,0,4101,0,2013
6287,700,3949,0,22,0,2702,0,2013
6288,21,6380,0,22,0,5403,0,2014
6289,246,217,2,99,0,6102,0,2015
6290,231,1341,2,99,0,6306,0,2015
6291,407,14412,0,22,0,4216,0,2014
6292,242,6806,0,22,0,5907,0,2014
6293,412,11715,0,22,0,3912,0,2014
6294,62,8130,0,22,0,4401,0,2013
6295,254,14260,1,99,0,2601,0,2014
6296,113,10244,1,99,0,2404,0,2015
6297,303,14781,1,99,0,4605,0,2014
6298,122,11951,1,99,0,2502,2,2014
6299,47,14911,0,22,0,5208,0,2014
6300,248,5196,0,22,0,5322,0,2014
6301,62,13653,2,99,0,6102,0,2014
6302,246,2255,2,99,0,6306,0,2013
6303,44,13704,0,22,0,2999,0,2014
6304,245,14807,0,22,0,5401,0,2014
6305,132,12382,0,23,0,4101,0,2014
6306,406,1484,0,22,0,4613,2,2013
6307,153,477,2,99,0,6307,0,2014
6308,41,910,0,22,0,2507,0,2017
6309,9,9752,1,99,0,4551,0,2015
6310,69,2548,0,22,0,5309,2,2014
6311,261,6533,1,99,0,4101,0,2015
6312,181,3849,0,22,0,4204,0,2015
6313,500,13088,0,22,0,3902,0,2016
6314,500,7778,0,22,0,4201,0,2013
6315,181,14198,2,99,0,6306,0,2013
6316,15,11642,1,99,0,4301,0,2013
6317,193,8581,2,99,0,6306,0,2015
6318,33,3751,1,99,0,4204,0,2016
6319,21,13477,0,21,0,5320,0,2016
6320,75,10065,1,99,0,4204,0,2016
6321,700,236,0,21,0,4405,0,2016
6322,403,8560,2,99,0,6307,0,2014
6323,402,6881,0,22,0,5501,0,2013
6324,198,14368,1,99,0,2401,0,2013
6325,409,8551,1,99,0,4207,0,2013
6326,245,5187,0,22,0,5401,0,2013
6327,92,5770,0,21,0,5314,0,2017
6328,303,2095,1,99,0,4605,0,2013
6329,402,13015,0,22,0,4802,0,2013
6330,156,14175,2,99,0,6102,0,2014
6331,404,700,0,22,0,4998,2,2013
6332,237,15007,0,22,0,3705,0,2014
6333,253,6146,1,99,0,5401,0,2015
6334,51,561,2,99,0,6260,0,2014
6335,122,1644,2,99,0,6272,0,2014
6336,409,6277,1,99,0,5404,0,2017
6337,500,1509,0,21,0,5314,0,2015
6338,231,6386,2,99,0,6276,0,2014
6339,252,4508,1,99,0,4204,0,2015
6340,48,14884,1,99,0,4605,0,2013
6341,403,9026,2,99,0,6306,0,2016
6342,141,2982,2,99,0,6413,0,2014
6343,102,6611,1,99,0,4204,0,2015
6344,74,15504,2,99,0,6270,0,2013
6345,137,9081,2,99,0,6270,0,2013
6346,202,13564,2,99,0,6308,0,2014
6347,401,7825,1,99,0,4401,0,2014
6348,500,5884,0,21,0,5506,0,2014
6349,156,6298,1,99,0,4401,0,2014
6350,15,3005,0,22,0,4804,0,2014
6351,216,10480,2,99,0,6308,0,2014
6352,406,13062,0,23,0,5714,0,2014
6353,113,15353,0,21,0,4999,0,2014
6354,69,14985,2,99,0,6306,0,2013
6355,113,8323,0,22,0,4204,0,2013
6356,404,10826,0,22,0,3912,0,2013
6357,412,5539,0,21,0,6312,0,2016
6358,21,14002,1,99,0,4101,0,2014
6359,402,6955,0,23,0,3703,0,2013
6360,75,14052,1,99,0,5705,0,2016
6361,244,7683,0,21,0,4405,0,2015
6362,242,7685,2,99,0,6425,0,2014
6363,113,11005,2,99,0,6102,0,2014
6364,156,13448,2,99,1,6413,0,2017
6365,404,9202,2,99,1,6312,0,2013
6366,413,651,2,99,0,6260,0,2015
6367,154,12701,0,22,1,2402,0,2013
6368,243,13144,0,21,0,5501,0,2018
6369,21,3643,2,99,0,6270,0,2014
6370,47,15400,1,99,0,4550,0,2017
6371,404,1898,0,22,0,3912,0,2014
6372,48,14197,0,22,0,3301,0,2013
6373,700,10178,0,22,0,2203,0,2015
6374,74,5389,0,22,0,4221,0,2014
6375,248,10343,0,22,0,5404,0,2014
6376,153,716,0,23,0,4211,0,2013
6377,156,6283,0,22,0,4301,0,2018
6378,173,8057,1,99,0,4208,0,2017
6379,134,1726,0,22,0,4204,0,2016
6380,172,9098,2,99,0,6270,0,2016
6381,134,10100,0,21,0,4105,0,2016
6382,406,6589,1,99,0,4754,0,2013
6383,45,9341,0,22,0,5811,0,2015
6384,409,13687,0,21,0,4405,0,2013
6385,196,15494,0,22,0,3602,0,2013
6386,700,10178,0,22,0,2203,0,2014
6387,197,181,1,99,0,3203,0,2014
6388,193,13613,0,22,0,4229,0,2016
6389,141,5106,1,99,1,4204,0,2013
6390,124,4731,1,99,0,4204,0,2014
6391,193,10275,2,99,0,6271,0,2015
6392,404,104,0,21,0,4203,0,2014
6393,700,14610,0,22,0,4211,0,2013
6394,241,14826,0,22,0,3910,0,2016
6395,244,11910,2,99,0,6102,0,2013
6396,62,5398,0,22,0,3912,0,2013
6397,255,8208,1,99,0,5406,0,2016
6398,255,14868,0,22,0,5311,0,2017
6399,44,11341,0,29,0,5205,0,2013
6400,85,5306,1,99,0,4205,0,2013
6401,412,10772,0,22,0,3702,0,2015
6402,222,13882,2,99,0,6260,0,2014
6403,175,5589,1,99,0,4221,0,2014
6404,52,14118,2,99,0,6307,0,2013
6405,412,13697,0,22,0,3914,0,2013
6406,246,13300,2,99,0,6101,0,2014
6407,234,6481,0,22,0,4217,0,2016
6408,43,14663,0,22,0,4813,0,2014
6409,156,6915,2,99,0,6306,0,2013
6410,75,10379,1,99,0,4221,0,2016
6411,62,15172,0,23,0,3912,0,2015
6412,401,5893,1,99,0,4409,0,2013
6413,44,11288,0,22,0,4206,0,2013
6414,177,13986,1,99,0,4221,0,2016
6415,246,14875,0,23,0,4211,0,2015
6416,175,5400,0,22,0,5703,0,2014
6417,197,13781,2,99,0,6208,0,2016
6418,241,14524,0,22,0,3903,0,2014
6419,113,5466,1,99,0,5714,0,2017
6420,193,7909,2,99,0,6306,0,2014
6421,232,3582,0,23,0,3912,0,2015
6422,196,1818,0,22,0,6217,0,2017
6423,406,10746,2,99,0,6287,0,2013
6424,177,4760,2,99,1,6271,0,2014
6425,224,1620,1,99,1,4117,0,2017
6426,125,6969,1,99,0,3601,0,2014
6427,44,12604,0,22,0,5309,0,2013
6428,222,1906,0,21,0,5208,0,2015
6429,193,12916,1,99,0,4403,0,2013
6430,192,11365,1,99,1,4401,0,2013
6431,39,1404,0,22,0,3603,0,2014
6432,500,1968,0,22,0,5505,0,2015
6433,177,578,1,99,0,4221,0,2015
6434,403,6257,0,21,0,4502,0,2017
6435,248,7336,0,22,2,4755,0,2013
6436,232,15402,2,99,0,6260,0,2016
6437,243,12824,0,23,0,4804,0,2014
6438,246,7174,0,22,0,3702,0,2015
6439,601,1426,0,22,0,3601,0,2017
6440,61,15174,2,99,1,6311,0,2013
6441,152,5769,0,23,0,4209,0,2016
6442,409,12686,2,99,0,6270,0,2014
6443,500,388,0,22,0,3110,0,2015
6444,74,12062,2,99,0,6271,0,2014
6445,301,785,0,22,0,5102,0,2016
6446,412,12645,0,22,0,4613,0,2013
6447,173,12733,0,22,0,4999,0,2013
6448,197,14696,2,99,0,6211,0,2014
6449,181,10150,1,99,0,2914,0,2018
6450,62,14676,0,22,0,6418,0,2013
6451,47,4312,0,22,0,4221,0,2013
6452,201,10546,0,22,0,5501,0,2018
6453,156,13266,2,99,0,6272,0,2013
6454,195,291,1,99,0,3601,0,2015
6455,256,298,2,99,1,6278,0,2015
6456,197,11824,1,99,0,2401,0,2016
6457,69,14932,0,22,0,4203,2,2013
6458,201,1393,0,23,0,3912,0,2014
6459,9,11681,1,99,0,5404,0,2014
6460,137,6667,1,99,0,3202,0,2015
6461,407,4486,0,22,0,5403,0,2016
6462,404,10834,0,22,0,6312,0,2015
6463,154,14008,2,99,0,6275,0,2014
6464,62,3309,1,99,0,4417,0,2015
6465,303,12148,1,99,0,4409,0,2013
6466,181,9349,0,13,0,4208,0,2014
6467,402,5880,0,21,0,4413,0,2015
6468,226,11871,1,99,0,2918,0,2015
6469,151,3841,1,99,0,4705,0,2018
6470,122,5098,2,99,0,6308,0,2014
6471,248,10343,0,22,0,5404,0,2015
6472,407,11680,0,13,0,6211,0,2013
6473,137,13543,0,22,2,3405,0,2016
6474,412,5808,2,99,1,6409,0,2017
6475,700,11712,0,22,0,3502,0,2013
6476,62,15172,0,23,0,3912,0,2014
6477,241,4516,0,23,0,4222,0,2014
6478,156,9480,0,22,0,4403,0,2013
6479,402,7186,0,22,0,4401,0,2015
6480,700,3949,0,22,0,2702,0,2016
6481,303,10271,0,22,0,6401,0,2015
6482,500,10608,0,21,0,6309,0,2015
6483,153,716,0,23,0,4211,0,2014
6484,273,888,0,23,0,4804,0,2015
6485,197,11400,0,22,0,4204,0,2015
6486,43,15144,0,22,0,6312,0,2013
6487,42,6702,0,22,0,6105,0,2013
6488,500,6948,0,22,1,4813,0,2015
6489,69,12137,0,22,0,3502,0,2013
6490,238,2219,2,99,0,6271,0,2014
6491,182,9410,2,99,0,6409,0,2017
6492,175,13611,0,23,0,4221,0,2014
6493,154,9114,1,99,1,4999,0,2015
6494,406,2092,0,22,0,3912,0,2014
6495,407,2846,2,99,0,6208,0,2013
6496,303,2458,1,99,0,4417,0,2016
6497,700,5709,0,29,0,4221,0,2014
6498,413,9830,1,99,0,4204,0,2013
6499,177,4519,1,99,1,4204,0,2017
6500,601,1709,0,22,0,4999,0,2015
6501,500,6003,0,22,0,3602,0,2013
6502,201,11811,0,22,0,2920,0,2015
6503,52,911,2,99,0,6307,0,2013
6504,113,575,2,99,0,6306,0,2015
6505,402,3610,0,22,0,4804,0,2013
6506,196,8833,0,22,0,4204,0,2014
6507,500,2347,0,21,0,4505,0,2014
6508,137,14758,1,99,0,4221,0,2013
6509,132,8189,0,21,0,4204,0,2013
6510,13,10234,0,22,0,4204,0,2013
6511,137,2490,2,99,0,6412,0,2013
6512,232,6934,1,99,0,5703,0,2014
6513,47,5292,2,99,0,6311,0,2015
6514,248,14566,0,22,0,4216,0,2015
6515,222,5099,2,99,0,6307,0,2014
6516,134,13109,0,23,0,5714,0,2017
6517,407,12781,2,99,0,6275,0,2014
6518,403,10318,0,23,0,4802,0,2015
6519,101,12040,1,99,0,4410,0,2015
6520,409,10971,1,99,0,4401,0,2013
6521,74,10140,1,99,0,3205,0,2015
6522,116,2897,1,99,0,4204,0,2015
6523,234,8286,2,99,0,6306,0,2016
6524,21,12538,1,99,0,4204,0,2016
6525,72,5321,2,99,0,6260,0,2017
6526,151,12700,0,22,0,4804,0,2013
6527,91,10042,1,99,0,5207,0,2016
6528,52,11559,2,99,0,6270,0,2014
6529,231,13310,0,22,0,4221,0,2013
6530,21,10564,1,99,0,4221,0,2016
6531,196,5988,1,99,0,4204,0,2017
6532,196,7390,0,22,0,4204,0,2013
6533,69,7648,0,22,0,3405,0,2013
6534,404,12896,0,21,0,4804,0,2013
6535,181,10637,1,99,0,4221,0,2015
6536,92,15285,0,22,0,4221,0,2014
6537,222,11138,0,21,0,6209,0,2013
6538,252,4448,1,99,0,4751,0,2014
6539,16,12257,2,99,0,6306,0,2015
6540,246,1086,2,99,0,6285,0,2014
6541,21,8725,0,22,1,5808,0,2015
6542,137,2920,2,99,0,6205,0,2016
6543,43,6027,2,99,0,6302,0,2016
6544,45,258,1,99,0,5703,0,2013
6545,404,14579,0,10,0,6105,0,2015
6546,411,1197,0,22,1,5604,0,2013
6547,404,1498,2,99,0,6270,0,2015
6548,248,5011,1,99,0,4417,0,2016
6549,410,675,0,22,0,2903,0,2015
6550,248,12073,0,22,0,4216,0,2014
6551,402,2030,0,22,0,5501,0,2013
6552,223,10640,2,99,0,6302,0,2017
6553,273,14773,1,99,0,2302,0,2013
6554,255,10071,1,99,0,4401,0,2013
6555,101,14564,2,99,0,6306,0,2016
6556,700,11632,0,22,0,2301,0,2013
6557,700,1948,0,29,0,4208,0,2014
6558,181,1596,1,99,1,4221,0,2016
6559,69,8656,0,22,0,4205,0,2014
6560,407,7564,0,22,0,3203,0,2015
6561,154,7213,0,22,0,4802,0,2017
6562,65,8903,0,22,0,4221,0,2013
6563,136,11080,0,22,0,4221,0,2017
6564,41,12274,1,99,0,4101,0,2015
6565,65,8903,0,22,0,4221,0,2017
6566,700,5906,0,22,0,3602,0,2014
6567,246,5161,2,99,0,6306,0,2015
6568,173,11347,0,21,0,4219,0,2015
6569,153,6557,2,99,0,6308,0,2013
6570,192,8647,1,99,0,4204,0,2013
6571,253,75,2,99,0,6209,0,2015
6572,85,15447,2,99,1,6312,0,2015
6573,255,12979,0,22,0,5202,0,2014
6574,175,618,1,99,0,4101,0,2014
6575,173,14567,1,99,0,4221,0,2014
6576,137,6795,1,99,0,4411,0,2013
6577,242,6260,0,22,0,2603,0,2014
6578,134,7423,0,23,1,6105,0,2016
6579,161,13039,1,99,0,6402,0,2014
6580,14,10996,0,22,0,5306,0,2013
6581,700,11083,0,22,0,5803,0,2016
6582,500,3994,0,21,0,5203,0,2014
6583,201,2122,1,99,0,2903,0,2013
6584,409,14970,0,22,0,4204,0,2013
6585,193,9883,0,22,0,4410,0,2014
6586,47,12963,0,23,0,3910,0,2016
6587,402,13716,0,22,0,4107,0,2014
6588,195,12990,1,99,0,3502,0,2017
6589,182,2830,0,22,2,4226,0,2013
6590,22,12392,1,99,0,2912,0,2014
6591,246,13300,2,99,0,6101,0,2015
6592,92,13409,0,23,0,5714,0,2013
6593,201,1584,1,99,0,4204,0,2014
6594,121,6602,1,99,0,3202,0,2013
6595,51,12245,2,99,0,6272,0,2013
6596,404,11168,0,22,0,4215,0,2015
6597,251,14678,0,23,0,3602,0,2017
6598,248,7214,0,22,0,4402,0,2015
6599,247,11056,0,22,0,6401,0,2013
6600,401,10823,0,22,0,4215,0,2015
6601,500,6103,0,21,0,5306,0,2014
6602,251,14678,0,23,0,3602,0,2014
6603,154,10534,0,22,0,4611,0,2015
6604,196,8713,2,99,0,6310,0,2015
6605,61,7440,0,22,0,4221,0,2015
6606,156,9354,0,22,1,4403,0,2013
6607,232,14897,0,22,0,4204,0,2014
6608,34,9369,1,99,0,4204,0,2013
6609,92,12035,1,99,0,4410,0,2013
6610,273,8281,1,99,0,4203,0,2015
6611,232,11125,0,22,0,2501,0,2016
6612,41,12274,1,99,0,4101,0,2014
6613,500,6141,0,22,0,3601,0,2015
6614,35,5252,0,22,0,2201,0,2014
6615,197,5960,0,22,0,5303,0,2018
6616,52,11957,1,99,0,5102,0,2015
6617,13,14741,1,99,0,4403,0,2014
6618,238,2521,1,99,0,4101,0,2014
6619,232,3798,0,22,0,4220,0,2016
6620,500,11986,0,22,0,5306,0,2014
6621,246,10864,0,22,0,6314,0,2017
6622,412,13999,0,22,0,6310,0,2017
6623,242,9242,0,14,0,4221,0,2016
6624,136,1204,2,99,0,6412,0,2016
6625,182,9382,1,99,0,4221,0,2016
6626,122,7448,1,99,0,4204,0,2013
6627,221,13911,0,21,0,4405,0,2013
6628,62,2642,2,99,0,6102,0,2013
6629,401,6199,0,22,0,2702,0,2016
6630,85,13104,0,22,0,4804,0,2015
6631,125,2747,2,99,0,6260,0,2014
6632,21,12225,2,99,0,6276,0,2015
6633,221,5429,1,99,0,4101,0,2014
6634,601,12772,0,23,0,4802,0,2016
6635,35,13386,0,22,0,3902,0,2014
6636,141,14182,0,22,0,4422,0,2015
6637,71,7414,1,99,0,4835,0,2016
6638,64,3674,0,22,0,3301,0,2014
6639,414,7810,0,22,0,5404,0,2013
6640,223,6485,1,99,0,2502,0,2013
6641,41,7182,0,22,0,3910,0,2015
6642,223,281,0,22,0,5702,0,2013
6643,181,3556,1,99,0,3601,0,2015
6644,9,13703,0,22,0,4809,0,2015
6645,404,2954,0,21,0,4209,0,2013
6646,172,4184,0,21,0,4601,0,2015
6647,193,8955,0,22,0,4204,0,2015
6648,246,12765,2,99,0,6307,0,2017
6649,196,5996,1,99,0,3202,0,2013
6650,217,9102,0,22,0,4205,0,2013
