,SND_MNTPRD_I,SND_MNTTVA_I,SND_MNTDRC_I,SND_MNTTAX_I,SND_MNTPAY_I,SND_MNTAIR_I
4997,48575845.0,8829036.0,0.0,757302.0,9586338.0,0.0
5012,354080019.0,65314602.0,0.0,11033835.0,76348437.0,183992321.0
5018,2556853.0,500875.0,0.0,173248.0,674123.0,134930.0
5019,570526538.0,11813399.0,0.0,5244568.0,17057967.0,0.0
5028,7480847.0,448850.0,0.0,13465.0,462315.0,0.0
5031,1564029454.0,295746098.0,0.0,70787356.0,366533454.0,688617137.0
5032,265747430.0,41700167.0,0.0,6859983.0,48560150.0,0.0
5034,1370219863.0,212396160.0,0.0,203380310.0,415776470.0,535184561.0
5037,6724475120.0,1232364331.0,64846.0,361323821.0,1593752998.0,32130.0
5044,3216937.0,584839.0,0.0,50679.0,635518.0,0.0
5050,224935000.0,42526885.0,0.0,12947624.0,55474509.0,13042658.0
5054,11250484063.0,2085826993.0,8074400.0,406347208.0,2500248601.0,20797286481.0
5057,2241304790.0,0.0,0.0,5990000.0,5990000.0,0.0
5058,2327312704.0,19923012.0,0.0,5825879.0,25748891.0,0.0
5059,28913072.0,5209792.0,0.0,201424.0,5411216.0,0.0
5075,47172784.0,8610667.0,0.0,284382.0,8895049.0,0.0
5078,1991678711.0,0.0,0.0,150000.0,150000.0,0.0
5080,4745256156.0,944686982.0,43866958.0,345774152.0,1334328092.0,73277803.0
5084,6940377462.0,1070494217.0,63965.0,361896472.0,1432454654.0,199956590.0
5090,94170694.0,5706744.0,0.0,1141159.0,6847903.0,0.0
5095,1305884517.0,240401937.0,0.0,37830275.0,278232212.0,0.0
5097,985831975.0,190114887.0,0.0,57897193.0,248012080.0,0.0
5100,4086116.0,809050.0,0.0,445140.0,1254190.0,0.0
5105,71731603.0,20389140.0,821758.0,20640637.0,41851535.0,123937588.0
5107,29645504958.0,4590986603.0,79688471.0,924332112.0,5595007186.0,3777834.0
5116,3744748371.0,720467490.0,17738.0,49874062.0,770359290.0,143443932.0
5136,171140599.0,31113360.0,0.0,2696147.0,33809507.0,40990020.0
5141,570776923.0,135748747.0,0.0,38022454.0,173771201.0,421310032.0
5147,471424778.0,98831167.0,0.0,13520813.0,112351980.0,4160878.0
5151,39996275387.0,5073391943.0,1300372779.0,279735041.0,6653499763.0,7851879.0
5153,380202467.0,69861901.0,0.0,14465272.0,84327173.0,27229199.0
5161,5833098287.0,1085274555.0,127920.0,219041148.0,1304443623.0,33874524.0
5162,1195328303.0,217612877.0,0.0,61415909.0,279028786.0,0.0
5168,1116821299.0,182824982.0,0.0,92619491.0,275444473.0,0.0
5171,790736967.0,148655237.0,132223896.0,20489887.0,301369020.0,0.0
5177,146843901.0,26593717.0,0.0,2041100.0,28634817.0,0.0
5186,252761991.0,45952129.0,0.0,3982010.0,49934139.0,30269612.0
5189,137343749.0,24954779.0,0.0,2081375.0,27036154.0,0.0
5190,7139230.0,432637.0,0.0,86512.0,519149.0,0.0
5199,134585786.0,13795523.0,0.0,1806158.0,15601681.0,0.0
5201,58550241.0,13882429.0,0.0,19548072.0,33430501.0,0.0
5204,2818082578.0,644328310.0,0.0,69371592.0,713699902.0,998112725.0
5207,94659818.0,2998850.0,0.0,553667.0,3552517.0,7792825.0
5210,63035578.0,11617819.0,0.0,1016623.0,12634442.0,37786510.0
5225,904942229.0,147693336.0,0.0,21271837.0,168965173.0,7082039.0
5247,4052660062.0,749165002.0,0.0,146116800.0,895281802.0,1472492.0
5248,1541247392.0,291365461.0,0.0,88514105.0,379879566.0,0.0
5254,100009284.0,12359323.0,0.0,1106367.0,13465690.0,887768.0
5259,25640379.0,4823959.0,0.0,1338899.0,6162858.0,290703.0
5260,32363025.0,6028009.0,0.0,744771.0,6772780.0,0.0
5261,553552629.0,42427946.0,0.0,1993664.0,44421610.0,0.0
5271,1763529600.0,498608753.0,56297410.0,471898310.0,1026804473.0,40665190.0
5273,273815337.0,5652580.0,0.0,694606.0,6347186.0,0.0
5277,17605347838.0,345204.0,0.0,12216039.0,12561243.0,0.0
5281,14937995.0,896279.0,0.0,26888.0,923167.0,0.0
5284,6749491364.0,837767446.0,199.0,202073102.0,1039840747.0,4049532.0
5285,5839050812.0,1057024731.0,0.0,266833596.0,1323858327.0,0.0
5286,181754948.0,0.0,0.0,820000.0,820000.0,0.0
5305,325872455.0,53078415.0,0.0,16410589.0,69489004.0,0.0
5315,432698639.0,80889426.0,0.0,19686586.0,100576012.0,297005443.0
5324,641008710.0,128182947.0,68736809.0,8370415.0,205290171.0,3696711.0
5327,181312120.0,41993697.0,0.0,6942555.0,48936252.0,11338541.0
5349,1057475.0,241738.0,0.0,301335.0,543073.0,0.0
5358,7229743.0,1805628.0,0.0,873297.0,2678925.0,0.0
5363,2170408782.0,522451438.0,0.0,411419439.0,933870877.0,335764321.0
5373,32287387.0,7420172.0,0.0,934500.0,8354672.0,0.0
5375,42615220.0,7110217.0,0.0,7919277.0,15029494.0,0.0
5379,965625097.0,88195814.0,0.0,29618038.0,117813852.0,0.0
5380,249512724.0,30779622.0,0.0,3458412.0,34238034.0,0.0
5389,428547908.0,54200694.0,0.0,3327871.0,57528565.0,15775313.0
5399,2116445558.0,147818474.0,0.0,246357209.0,394175683.0,0.0
5402,3420082041.0,443017859.0,0.0,22287621.0,465305480.0,0.0
5407,999947054.0,281015403.0,0.0,266676885.0,547692288.0,784825740.0
5415,63970508.0,4958326.0,0.0,148749.0,5107075.0,0.0
5420,668686765.0,137990176.0,0.0,105002852.0,242993028.0,0.0
5429,3551662754.0,895018977.0,0.0,2930170954.0,3825189931.0,737685243.0
5430,613506753.0,75271441.0,0.0,20552491.0,95823932.0,0.0
5441,280216411.0,50443838.0,0.0,1541270.0,51985108.0,0.0
5442,26349882289.0,1710871870.0,157820.0,175042497.0,1886072187.0,30557919.0
5445,1633824523.0,306810708.0,0.0,82198849.0,389009557.0,585875597.0
5462,311389385.0,56113440.0,0.0,2048384.0,58161824.0,0.0
5466,57243997.0,10783671.0,0.0,739141.0,11522812.0,4893744.0
5467,485525913.0,58263109.0,0.0,1747893.0,60011002.0,0.0
5468,734861211.0,0.0,0.0,580000.0,580000.0,0.0
5485,20456600.0,3889883.0,0.0,327398.0,4217281.0,0.0
5486,3059307750.0,559974232.0,6321960.0,63687416.0,629983608.0,0.0
5487,1508421033.0,331103451.0,0.0,350907026.0,682010477.0,0.0
5489,7483192.0,0.0,0.0,40000.0,40000.0,0.0
5505,698819839.0,41929190.0,0.0,1257875.0,43187065.0,0.0
5509,2456023048.0,457024762.0,0.0,24034302.0,481059064.0,125387.0
5514,1280507999.0,296484948.0,0.0,285639727.0,582124675.0,220250512.0
5527,33870559.0,6401535.0,0.0,1936378.0,8337913.0,0.0
5531,4113062993.0,239855056.0,0.0,52052322.0,291907378.0,9831728.0
5532,8287415.0,1883315.0,0.0,141859.0,2025174.0,1031258.0
5535,90173242.0,16231183.0,0.0,486935.0,16718118.0,0.0
5545,970549837.0,98195454.0,0.0,10026976.0,104704871.0,180226091.0
5547,14754077.0,3643388.0,0.0,1632945.0,5276333.0,26039442.0
5553,110003227.0,0.0,0.0,1133032.0,1133032.0,0.0
5555,94394578.0,14300778.0,0.0,1405599.0,15706377.0,21745524.0
5568,234432804.0,28131936.0,0.0,843957.0,28975893.0,0.0
5569,19898658.0,3599243.0,0.0,1241773.0,4841016.0,279345.0
5572,7606770578.0,1716583763.0,1359554.0,188269680.0,1906212997.0,2450076672.0
5584,830975767.0,148552391.0,0.0,5471852.0,154024243.0,0.0
5585,16806390030.0,3026253235.0,0.0,113755715.0,3140008950.0,0.0
5590,8750631852.0,1603280118.0,4783262.0,205305034.0,1813368414.0,9244921548.0
5605,2723032664.0,513081451.0,4435980.0,142199008.0,659716439.0,0.0
5607,56406493.0,15313691.0,2160.0,14801850.0,30117701.0,29754452.0
5610,116818886.0,21557885.0,0.0,1791340.0,23349225.0,1510080.0
5628,36421869239.0,5952640864.0,0.0,3191658586.0,9144299450.0,682159123.0
5641,1066393703.0,196547476.0,0.0,32792773.0,229340249.0,72016096.0
5644,1980013.0,258337.0,0.0,112650.0,370987.0,0.0
5648,8653509.0,1966508.0,0.0,153011.0,2119519.0,2154602.0
5661,286682638.0,67615362.0,0.0,93677035.0,161292397.0,146993670.0
5663,25480075589.0,4726698209.0,0.0,1398713078.0,6125411287.0,0.0
5682,76755589.0,10083163.0,1080.0,1686554.0,11770797.0,0.0
5685,398443458.0,23906607.0,0.0,717198.0,24623805.0,0.0
5686,737799614.0,110814129.0,0.0,49744372.0,160558501.0,297718974.0
5693,146854189.0,25031170.0,0.0,3461377.0,28492547.0,3630600.0
5701,75414000.0,15996798.0,0.0,14356489.0,30353287.0,0.0
5705,584865765.0,128682198.0,0.0,119398018.0,248080216.0,464216752.0
5713,90050216.0,16465463.0,0.0,3096635.0,19562098.0,0.0
5723,96012705.0,21362908.0,0.0,2528919.0,23891827.0,0.0
5725,215464868.0,38783675.0,0.0,1163509.0,39947184.0,0.0
5728,1359079986.0,163875591.0,0.0,10494678.0,174370269.0,7950955.0
5731,9183974.0,1669646.0,0.0,144683.0,1814329.0,0.0
5734,436491.0,30554.0,0.0,10000.0,40554.0,0.0
5748,54715043.0,10833578.0,0.0,5960656.0,16794234.0,0.0
5755,68737874.0,14971108.0,0.0,15317133.0,30288241.0,0.0
5758,8280600.0,0.0,0.0,10000.0,10000.0,0.0
5762,8505329379.0,1545171198.0,8025840.0,122201359.0,1675398397.0,0.0
5764,566016655.0,72377199.0,0.0,12696193.0,85073392.0,639408.0
5770,3918337358.0,0.0,0.0,3450000.0,3450000.0,0.0
5771,544561680.0,99001307.0,0.0,8586170.0,107587477.0,0.0
5775,616885485.0,118307328.0,0.0,45156991.0,163464319.0,122930086.0
5785,1366754766.0,0.0,0.0,790000.0,790000.0,987432.0
5787,2134979884.0,193332204.0,0.0,11704844.0,205037048.0,0.0
5789,72875332.0,4878398.0,0.0,570935.0,5449333.0,0.0
5791,1613591126.0,299542821.0,0.0,42976479.0,342519300.0,72600.0
5792,4392285062.0,808823691.0,7030409.0,129978220.0,945832320.0,3453460047.0
5799,478344776.0,32037762.0,0.0,5715921.0,37753683.0,0.0
5805,59106941.0,11277604.0,0.0,3991136.0,15268740.0,0.0
5806,2241679250.0,423677369.0,0.0,128156785.0,551834154.0,0.0
5816,5514929312.0,1038565185.0,0.0,269488710.0,1308053895.0,63085209.0
5820,22404632.0,3328289.0,0.0,171456.0,3499745.0,0.0
5822,47288816.0,9788784.0,0.0,7599785.0,17388569.0,0.0
5830,58198134.0,13130330.0,0.0,993345.0,14123675.0,9811727.0
5837,1260833833.0,228433092.0,136390.0,24603011.0,253172493.0,0.0
5840,72424360.0,13788020.0,0.0,4714671.0,18502691.0,0.0
5842,1179153839.0,225756943.0,210.0,31399842.0,257156995.0,64612.0
5851,45637748.0,5476529.0,0.0,164295.0,5640824.0,0.0
5859,2748966926.0,513543436.0,328080.0,122834783.0,636706299.0,1111080.0
5873,25913398.0,0.0,0.0,10000.0,10000.0,0.0
5876,558625591.0,110145347.0,120.0,22056296.0,132201763.0,0.0
5880,36046937.0,7001862.0,0.0,321974.0,7323836.0,1352117.0
5881,4296790228.0,545688384.0,129101234.0,29672699.0,704462317.0,92910.0
5894,17992062.0,3594812.0,0.0,2146342.0,5741154.0,0.0
5896,21663693.0,3938459.0,0.0,341288.0,4279747.0,0.0
5918,265071681.0,29193594.0,0.0,5542727.0,34736321.0,23040030.0
5921,877652751.0,145235171.0,0.0,37264902.0,182500073.0,25888149.0
5927,280457540.0,54187439.0,55620.0,8595318.0,62838377.0,0.0
5929,193441321.0,35260049.0,0.0,2630329.0,37890378.0,1128510.0
5937,748903285.0,152554157.0,0.0,106155095.0,258709252.0,0.0
5944,9039923.0,1643457.0,0.0,142414.0,1785871.0,0.0
5956,230878958.0,30779643.0,0.0,29526752.0,60306395.0,23935530.0
5958,5304800684.0,1063828184.0,0.0,655431471.0,1719259655.0,0.0
5977,15997000.0,3484146.0,0.0,3564675.0,7048821.0,0.0
5987,191284193.0,34789361.0,0.0,4201073.0,38990434.0,74355240.0
5992,155757477.0,22496320.0,0.0,3583499.0,26079819.0,0.0
5993,5518859503.0,996362140.0,0.0,542469079.0,1538831219.0,174844387.0
6000,3356372078.0,614853725.0,2535.0,50145976.0,665002236.0,9718908.0
6001,20260561780.0,3646662990.0,0.0,110083568.0,3756746558.0,2711514.0
6007,308291972.0,67389933.0,0.0,25614958.0,93004891.0,0.0
6009,12401696761.0,2220807014.0,0.0,67602831.0,2288409845.0,351120.0
6019,4385524.0,797287.0,0.0,78625.0,875912.0,437402.0
6020,594805487.0,94705829.0,0.0,57554599.0,152260428.0,153334406.0
6023,79635078.0,14712787.0,0.0,2607103.0,17319890.0,0.0
6036,2116955594.0,149358373.0,0.0,4480750.0,153839123.0,0.0
6046,899493815.0,153365673.0,0.0,36932778.0,190298451.0,0.0
6049,983911300.0,221585439.0,0.0,261182308.0,482767747.0,98280111.0
6067,14710184615.0,2703000663.0,8873.0,409426551.0,3112436087.0,103918524.0
6073,108975530.0,19811789.0,0.0,15322750.0,35134539.0,68891914.0
6075,33834657.0,4100760.0,0.0,471519.0,4572279.0,0.0
6081,16671068759.0,3015553280.0,4040703.0,170953005.0,3190546988.0,0.0
6082,384277898.0,74877916.0,0.0,34927806.0,109805722.0,0.0
6087,22126697.0,6571628.0,0.0,7490107.0,14061735.0,3618843.0
6088,1200417129.0,261222405.0,0.0,68869584.0,330091989.0,12549204.0
6091,464895854.0,85271461.0,0.0,16767297.0,102038758.0,2070002.0
6095,385742503.0,70794095.0,0.0,15767732.0,86561827.0,13632237.0
6098,201671869.0,39931026.0,0.0,21970126.0,61901152.0,0.0
6103,69122034.0,12566385.0,0.0,1088946.0,13655331.0,0.0
6105,7737305060.0,1444707154.0,42965709.0,270836563.0,1758509426.0,4587688548.0
6111,2676749814.0,481814958.0,0.0,14454442.0,496269400.0,0.0
6120,7740993588.0,1436617845.0,0.0,368809882.0,1805427727.0,377000.0
6125,52609379.0,12304166.0,0.0,2507210.0,14811376.0,4052379.0
6135,2662243513.0,483959795.0,0.0,41733493.0,525693288.0,0.0
6143,8416496.0,1530118.0,0.0,132592.0,1662710.0,0.0
6145,5289633688.0,22860113.0,0.0,9227137.0,32087250.0,0.0
6148,276781278.0,33617125.0,0.0,1479970.0,35097095.0,0.0
6149,1303391862.0,82918016.0,0.0,2886218.0,85804234.0,0.0
6152,417111767.0,42028829.0,0.0,1260864.0,43289693.0,0.0
6153,90164181.0,22072185.0,0.0,34095282.0,56167467.0,0.0
6158,1126218432.0,224801119.0,0.0,65581396.0,290382515.0,0.0
6159,376993910.0,0.0,0.0,60000.0,60000.0,0.0
6165,235560496.0,42824895.0,0.0,3711016.0,46535911.0,0.0
6167,742273753.0,147564093.0,1020000.0,71375141.0,219959234.0,11578267.0
6169,3328249464.0,783187771.0,723400036.0,353573154.0,1860160961.0,0.0
6172,407502419.0,64419821.0,0.0,42945570.0,107365391.0,1127916.0
6174,179255792113.0,24251860674.0,0.0,848744788.0,25100605462.0,0.0
6176,1950166924.0,378849551.0,0.0,305874077.0,684723628.0,270459141.0
6178,2593102651.0,281393538.0,0.0,17729946.0,299123484.0,0.0
6182,9101206.0,551533.0,0.0,110288.0,661821.0,0.0
6189,303737.0,70544.0,0.0,116984.0,187528.0,0.0
6208,5129505.0,1421315.0,316674.0,2575662.0,4313651.0,0.0
6212,21354340331.0,3583800857.0,7740.0,911530500.0,4495339097.0,12088245.0
6221,6164491248.0,1183117193.0,0.0,681227650.0,1864344843.0,117643582.0
6225,204760906.0,39589001.0,0.0,28382770.0,67971771.0,9836070.0
6234,2668519.0,558617.0,0.0,471113.0,1029730.0,0.0
6240,1108693963.0,107812572.0,20.0,23617535.0,131430127.0,5517902.0
6251,309974296.0,61473891.0,1556480.0,67098585.0,130128956.0,475619823.0
6259,580965611.0,122345847.0,0.0,105403343.0,227749190.0,507510143.0
6268,144060480.0,26190193.0,0.0,2269526.0,28459719.0,0.0
6271,611067411.0,112025017.0,0.0,14993379.0,127018396.0,0.0
6277,114070886.0,19061140.0,0.0,1561774.0,20622914.0,0.0
6281,2479003082.0,444039334.0,10.0,14742190.0,458781534.0,0.0
6282,601683935.0,107188112.0,0.0,80208412.0,187396524.0,44676590.0
6284,1913757101.0,347283275.0,0.0,46741366.0,394024641.0,3770910.0
6287,2330452166.0,409020810.0,0.0,179686359.0,588707169.0,8846555.0
6288,83000000.0,15733800.0,0.0,5014314.0,20748114.0,0.0
6293,2079582549.0,265057794.0,0.0,22620083.0,287677877.0,0.0
6303,357950107.0,55440466.0,0.0,15704745.0,71145211.0,1101405.0
6304,141750135.0,33516391.0,0.0,26417312.0,59933703.0,5990838.0
6308,274018793.0,59198369.0,0.0,58328896.0,117527265.0,0.0
6314,729117158.0,517941.0,0.0,826888.0,1344829.0,0.0
6321,2187776.0,393799.0,0.0,11813.0,405612.0,0.0
6332,250660883.0,49504129.0,0.0,2153553.0,51657682.0,28312032.0
6336,106076314.0,19274901.0,0.0,1614918.0,20889819.0,0.0
6337,1552875137.0,274772545.0,287441.0,92442059.0,367502045.0,96649144.0
6348,5424055548.0,972957691.0,0.0,90282684.0,1063240375.0,0.0
6359,28190683.0,5543780.0,0.0,2094795.0,7638575.0,0.0
6361,317399531.0,21066653.0,0.0,4309424.0,25376077.0,1426796.0
6371,280153920.0,87409236.0,26751519.0,90925096.0,205085851.0,193103430.0
6372,228745699.0,42207716.0,0.0,18217182.0,60424898.0,1443426.0
6373,1976369198.0,456938490.0,0.0,594853648.0,1051792138.0,12004729047.0
6383,828232248.0,150977353.0,238424.0,15275290.0,166491067.0,0.0
6386,2433385717.0,707149028.0,0.0,756381060.0,1463530088.0,16552123205.0
6392,179624289.0,33769060.0,0.0,2798029.0,36567089.0,3115405.0
6396,153754678.0,45911290.0,7251164.0,48420006.0,101582460.0,167665342.0
6397,367314580.0,41528803.0,0.0,8553973.0,50082776.0,0.0
6398,11847088.0,2260422.0,0.0,799958.0,3060380.0,0.0
6401,850847311.0,158493480.0,5081605.0,37621516.0,201196601.0,42398456.0
6405,2281138674.0,406656510.0,0.0,15922723.0,422579233.0,1535069.0
6418,71349180.0,21030167.0,0.0,23412690.0,44442857.0,26428431.0
6421,170014827.0,33671674.0,0.0,18591313.0,52262987.0,0.0
6428,399113953.0,28985264.0,0.0,3434146.0,32419410.0,0.0
6432,46068936855.0,8017545762.0,0.0,313382894.0,8330928656.0,1045454.0
6439,1111269635.0,200859578.0,0.0,10934224.0,211793802.0,140229736.0
6456,396714208.0,78524596.0,0.0,43095714.0,121620310.0,0.0
6458,1801299237.0,437379006.0,0.0,367836943.0,805215949.0,598060042.0
6461,265539901.0,52950031.0,0.0,31074266.0,84024297.0,0.0
6475,4449136466.0,887003431.0,0.0,209964964.0,1096968395.0,253700750.0
6480,3866571572.0,615718593.0,0.0,132361037.0,748079630.0,14017618.0
6494,305837687.0,75136677.0,0.0,58904044.0,134040721.0,9687928.0
6500,175436092.0,0.0,0.0,50000.0,50000.0,0.0
6501,21412373582.0,4370034950.0,49200.0,1386391640.0,5756475790.0,1484803317.0
6502,1972025811.0,365116414.0,969589.0,107432397.0,473518400.0,16103446.0
6533,146723974.0,27494049.0,0.0,2344931.0,29838980.0,0.0
6534,672520348.0,80054909.0,0.0,11633036.0,91687945.0,0.0
6537,3042515441.0,0.0,0.0,18165874.0,18165874.0,12686900.0
6551,55709039.0,12334089.0,0.0,3835408.0,16169497.0,1078712.0
6556,3451773380.0,386260644.0,160.0,61987544.0,448248348.0,12517231.0
6560,86447537.0,18071377.0,0.0,15251217.0,33322594.0,376044202.0
6566,558237323.0,117272376.0,10.0,13173718.0,130446104.0,112435699.0
6573,2393257.0,276386.0,0.0,55435.0,331821.0,0.0
6577,146854685.0,29240830.0,14082473.0,2825438.0,46148741.0,25795944.0
6581,5902569841.0,1123621311.0,0.0,498065758.0,1621687069.0,727708447.0
6582,14765386982.0,2759399612.0,20757.0,724357117.0,3483777486.0,20290198.0
6587,99184518.0,18144669.0,0.0,1025041.0,19169710.0,10694155.0
6588,384320057.0,76929776.0,0.0,46698131.0,123627907.0,95054275.0
6599,4391730.0,674160.0,0.0,315130.0,989290.0,307944.0
6601,2530505357.0,293297937.0,20.0,41321431.0,334619388.0,4224049.0
6607,29680276.0,3561633.0,0.0,106848.0,3668481.0,0.0
6613,146124709.0,36934277.0,13582053.0,48363674.0,98880004.0,43533996.0
6620,108338673.0,19826411.0,0.0,1659445.0,21485856.0,0.0
6629,1169218859.0,121722732.0,0.0,22032218.0,143754950.0,2271248.0
6634,530159001.0,120240061.0,0.0,145583782.0,265823843.0,79598284.0
6638,125775820.0,15546342.0,134.0,2709863.0,18256339.0,574984.0
6645,17510802.0,3252497.0,0.0,688177.0,3940674.0,0.0
6655,221054567.0,39924748.0,0.0,1227153.0,41151901.0,0.0
6671,174443181.0,14945240.0,0.0,3025824.0,17971064.0,0.0
6676,26521806.0,5304083.0,0.0,434584.0,5738667.0,0.0
6677,32522641.0,5936924.0,0.0,534178.0,6471102.0,0.0
6686,922756912.0,170986669.0,0.0,33116251.0,204102920.0,384634242.0
6703,952120021.0,128442608.0,609.0,11712997.0,140156214.0,10170440.0
6707,326446007.0,60095287.0,0.0,9386966.0,69482253.0,0.0
6708,296786288.0,19756666.0,0.0,1346889.0,21103555.0,7531376.0
6715,242802634.0,47516244.0,0.0,23281581.0,70797825.0,123974810.0
6720,853399509.0,201007669.0,0.0,288194600.0,489202269.0,2230069.0
6730,1150169671.0,96059466.0,0.0,15083366.0,111142832.0,0.0
6734,274962774.0,33122284.0,0.0,1195453.0,34317737.0,0.0
6745,466286745.0,127079896.0,0.0,134748009.0,261827905.0,124737542.0
6762,22746040.0,4375716.0,0.0,1741672.0,6117388.0,5772684.0
6764,5655188.0,0.0,0.0,60000.0,60000.0,0.0
6765,13726464865.0,2122998593.0,0.0,573328174.0,2696326767.0,0.0
6772,2002419260.0,339628229.0,0.0,21547209.0,361175438.0,0.0
6774,628814593.0,183263100.0,0.0,202764404.0,386027504.0,278216466.0
6780,273891828.0,47300597.0,768000.0,1442055.0,49510652.0,0.0
6782,66375547.0,11947598.0,0.0,358427.0,12306025.0,0.0
6788,198309301.0,12017543.0,0.0,2403112.0,14420655.0,0.0
6790,390148023.0,72472149.0,0.0,15023468.0,87495617.0,95528720.0
6795,2042727046.0,397885316.0,0.0,51687799.0,449573115.0,367185082.0
6799,2661487493.0,380697260.0,0.0,52708719.0,433405979.0,4667740.0
6815,5591948.0,1554716.0,108300.0,1295780.0,2958796.0,564000.0
6821,396325323.0,77660601.0,0.0,39334869.0,116995470.0,2308992.0
6826,2303133730.0,348517588.0,0.0,48740206.0,397257794.0,4811398.0
6828,84389700.0,16101554.0,0.0,5698329.0,21799883.0,0.0
6834,495876414.0,492131.0,0.0,188608.0,680739.0,126490.0
6835,84862997.0,16039106.0,0.0,4851616.0,20890722.0,0.0
6838,20183509035.0,3620800469.0,92880.0,1638615632.0,5259508981.0,1156754232.0
6840,9721018779.0,1421929293.0,543027932.0,425104460.0,2390061685.0,0.0
6844,757102026.0,141090370.0,0.0,17898390.0,158988760.0,267716922.0
6848,46359951.0,8413656.0,0.0,646470.0,9060126.0,0.0
6854,392429031.0,10661094.0,0.0,2213235.0,12874329.0,0.0
6858,1574170182.0,285015234.0,0.0,15995904.0,301011138.0,0.0
6859,31491722.0,0.0,0.0,140000.0,140000.0,0.0
6869,1474496850.0,268063518.0,0.0,23229206.0,291292724.0,0.0
6884,8929668081.0,1400995732.0,658320.0,93198563.0,1494852615.0,2516258.0
6901,655163447.0,191537900.0,0.0,208262719.0,399800619.0,2347689630.0
6916,130306294.0,23455132.0,0.0,703653.0,24158785.0,0.0
6917,161602407.0,19586211.0,0.0,2252090.0,21838301.0,0.0
6922,948817547.0,184484823.0,0.0,33614711.0,218099534.0,35134627.0
6923,48541441.0,8737459.0,0.0,262123.0,8999582.0,0.0
6930,20894274.0,3769265.0,0.0,160891.0,3930156.0,0.0
6943,118457768.0,28064573.0,0.0,7306645.0,35371218.0,46304768.0
6946,349333054.0,0.0,0.0,1030000.0,1030000.0,61108940.0
6952,13206396148.0,2388130198.0,0.0,134500026.0,2522630224.0,163381069.0
6958,226448044.0,40786549.0,0.0,1371824.0,42158373.0,0.0
6962,702825051.0,134890125.0,40695151.0,11359355.0,186944631.0,189391040.0
6964,315264769.0,0.0,0.0,1160000.0,1160000.0,0.0
6982,585811230.0,71000320.0,0.0,8163862.0,79164182.0,0.0
6992,38106129.0,0.0,0.0,10000.0,10000.0,0.0
6999,467062361.0,85075513.0,0.0,8301166.0,93376679.0,2945627.0
7002,2693760.0,489725.0,0.0,42436.0,532161.0,0.0
7004,95050622.0,11520135.0,0.0,1324625.0,12844760.0,0.0
7007,165522613.0,47393684.0,94825253.0,5055867.0,147274804.0,0.0
7026,1431265223.0,27585232.0,0.0,238876589.0,266461821.0,0.0
7031,80251636.0,15671282.0,0.0,7570486.0,23241768.0,0.0
7033,196730658.0,35524679.0,0.0,1748192.0,37272871.0,0.0
7037,2161409116.0,363339536.0,0.0,105130392.0,468469928.0,0.0
7046,91629806.0,0.0,0.0,200000.0,200000.0,157984.0
7049,41520000.0,0.0,0.0,20000.0,20000.0,0.0
7055,39585733.0,0.0,0.0,20000.0,20000.0,0.0
7064,4170617635.0,463836316.0,0.0,18496094.0,482332410.0,20427810.0
7081,2148079.0,506515.0,0.0,701222.0,1207737.0,483120.0
7086,759172867.0,183366972.0,0.0,86236335.0,269603307.0,1037581883.0
7097,878246296.0,83323149.0,0.0,23729359.0,107052508.0,322398.0
7098,4071901201.0,285289702.0,0.0,476698312.0,761988014.0,0.0
7100,44261826.0,10442673.0,0.0,14478899.0,24921572.0,54518968.0
7106,1688178909.0,323892930.0,0.0,32236567.0,356129497.0,1309395.0
7113,2501440727.0,477256629.0,0.0,186976423.0,664233052.0,285229217.0
7123,15279615247.0,2769762386.0,0.0,106801362.0,2876563748.0,154506.0
7128,79245285.0,9509434.0,0.0,285283.0,9794717.0,0.0
7142,1917844533.0,305771457.0,0.0,20188852.0,325960309.0,0.0
7143,94709316.0,6144089.0,0.0,893915.0,7038004.0,1784712.0
7144,70344390.0,12788609.0,0.0,1108204.0,13896813.0,0.0
7150,4968947638.0,987372578.0,458550501.0,103223507.0,1549146586.0,2483408323.0
7158,16479893.0,1483429.0,0.0,214244.0,1697673.0,0.0
7163,6951020127.0,0.0,0.0,2860000.0,2860000.0,0.0
7169,53139336.0,10698716.0,0.0,7908829.0,18607545.0,13039748.0
7175,706571602.0,155703547.0,27960.0,169916257.0,325647764.0,289960635.0
7181,2498782797.0,473176555.0,3690751.0,144539469.0,621406775.0,17393652.0
7191,24216889.0,4359040.0,0.0,130771.0,4489811.0,0.0
7198,58809962.0,10585792.0,0.0,317572.0,10903364.0,0.0
7199,274419755.0,49851162.0,0.0,4115251.0,53966413.0,1107504.0
7200,74376731.0,14272894.0,0.0,1194266.0,15467160.0,0.0
7203,108649872.0,20734955.0,0.0,7362720.0,28097675.0,0.0
7205,11799423.0,2681417.0,0.0,201974.0,2883391.0,1022830.0
7206,700241521.0,158496738.0,9392745.0,20523256.0,188412739.0,610314293.0
7212,469725239.0,87200699.0,0.0,38222865.0,125423564.0,0.0
7214,11183112496.0,2106019725.0,0.0,615039151.0,2721058876.0,297175.0
7215,2118697531.0,79790799.0,0.0,7043145.0,86833944.0,0.0
7220,413323081.0,52949791.0,0.0,5468496.0,58418287.0,0.0
7226,44917533.0,7157152.0,0.0,662319.0,7819471.0,0.0
7230,287048064.0,55537457.0,18611188.0,5243011.0,79391656.0,100718322.0
7233,277063960.0,49319356.0,0.0,1492622.0,50811978.0,0.0
