,FAC_MNTPRI_C,FAC_MFODEC_C,FAC_MNTDCO_C,FAC_MNTTVA_C
5619,29408055.0,0.0,0.0,5293452.0
5620,1890249818.0,128786.0,0.0,333351790.0
5633,33953238.0,0.0,0.0,6146143.0
5650,140410737.0,0.0,0.0,23056179.0
5668,39706217.0,0.0,0.0,7147117.0
5691,9318245.0,0.0,0.0,1139366.0
5724,205985786.0,0.0,0.0,37077372.0
5727,78608986.0,0.0,0.0,14149625.0
5731,279329463.0,0.0,0.0,50279306.0
5734,833000.0,0.0,0.0,158270.0
5735,15448135.0,0.0,0.0,2446095.0
5746,22030700.0,0.0,0.0,3965526.0
5752,22448664.0,0.0,0.0,4040760.0
5758,1434288.0,0.0,0.0,258171.0
5760,491844099.0,0.0,0.0,88531938.0
5769,106233804.0,0.0,0.0,19122084.0
5770,244547975282.0,2438877355.0,0.0,44219978301.0
5774,2333320.0,0.0,0.0,419996.0
5779,20692692.0,0.0,0.0,3724680.0
5785,486153319.0,35151.0,0.0,77573441.0
5786,32359123.0,0.0,0.0,5822300.0
5788,155123797.0,0.0,0.0,25110791.0
5804,42735342.0,0.0,0.0,7692362.0
5817,6690111104.0,13608298.0,0.0,1165800051.0
5825,47313778.0,0.0,0.0,8516478.0
5896,24674280.0,0.0,0.0,4441368.0
5898,126510.0,0.0,0.0,22768.0
5906,69028648.0,0.0,0.0,12425152.0
5928,44083932.0,0.0,0.0,7935113.0
5942,23393124.0,0.0,0.0,4210749.0
5944,703010008.0,859400.0,0.0,56233290.0
5946,96654204.0,0.0,0.0,17397756.0
5969,104151330.0,0.0,0.0,18747243.0
5972,11775950.0,0.0,0.0,1607586.0
5975,40358031.0,0.0,0.0,7264446.0
5992,745100294.0,773708.0,0.0,134257315.0
6021,16364397.0,0.0,0.0,2945592.0
6036,151968336.0,0.0,0.0,27354300.0
6053,6325610.0,0.0,0.0,1138610.0
6067,35526758.0,0.0,0.0,6394816.0
6068,13306000.0,0.0,0.0,1596720.0
6071,274337632.0,0.0,0.0,0.0
6083,28030373.0,3712.0,0.0,3822787.0
6086,43741965.0,0.0,0.0,7873551.0
6103,14422914.0,0.0,0.0,2584500.0
6114,140473366.0,0.0,0.0,26066156.0
6122,8363611.0,0.0,0.0,1499130.0
6123,5660800.0,0.0,0.0,339648.0
6129,30084750.0,0.0,0.0,3610170.0
6137,63882302.0,0.0,0.0,11498807.0
6149,2957294743.0,328349.0,8296654.0,517475118.0
6159,2324541164.0,1154550.0,0.0,324963299.0
6181,57227390.0,0.0,0.0,6700154.0
6202,11159280.0,0.0,0.0,2008670.0
6205,589444796.0,0.0,0.0,106100064.0
6216,43739487.0,0.0,0.0,7873099.0
6222,23510115.0,0.0,0.0,4231820.0
6227,37453320.0,0.0,0.0,6741598.0
6229,100821484.0,0.0,0.0,10512324.0
6230,4395690.0,0.0,0.0,791220.0
6234,6541375.0,0.0,0.0,1177448.0
6243,12692046.0,0.0,0.0,2284566.0
6247,1320670202.0,13140720.0,0.0,240085965.0
6257,5282347.0,0.0,0.0,316940.0
6265,41046728.0,18938.0,0.0,7391802.0
6284,491821881.0,23538.0,0.0,87257616.0
6287,270000.0,0.0,0.0,270000.0
6296,97827606.0,0.0,0.0,17608968.0
6299,840248778.0,161550.0,0.0,151273858.0
6312,50425835.0,0.0,0.0,9076633.0
6314,4329969409.0,185352.0,0.0,628074305.0
6339,2416467.0,0.0,0.0,434964.0
6343,20215284.0,0.0,0.0,3638736.0
6357,82645790.0,0.0,0.0,6432923.0
6376,23447124.0,0.0,0.0,4220475.0
6378,6610254.0,0.0,0.0,0.0
6379,10295253.0,0.0,0.0,1853145.0
6381,8578590589.0,0.0,0.0,1544146306.0
6394,284782348.0,0.0,0.0,51249201.0
6410,28591068.0,0.0,0.0,0.0
6411,152627030.0,1422998.0,0.0,27674196.0
6450,1200000.0,0.0,0.0,144000.0
6472,18945444.0,0.0,0.0,3410175.0
6476,211191162.0,1992269.0,0.0,38311509.0
6482,2940000.0,0.0,0.0,0.0
6483,17585343.0,0.0,0.0,3165354.0
6485,33050160.0,0.0,0.0,5949024.0
6486,9424000.0,4500.0,0.0,1697130.0
6487,32284.0,0.0,0.0,5812.0
6507,479586168.0,0.0,0.0,57550339.0
6524,115303461.0,0.0,0.0,20754625.0
6526,359757.0,0.0,0.0,64756.0
6527,128810948.0,0.0,0.0,23185970.0
6530,9901602.0,0.0,0.0,1782288.0
6535,769559185.0,0.0,0.0,138520616.0
6537,1137951360.0,0.0,0.0,77042633.0
6541,110235162.0,0.0,0.0,19842331.0
6558,8305512.0,0.0,0.0,1494996.0
6562,68063958.0,0.0,0.0,12251448.0
6565,101222940.0,0.0,0.0,18219996.0
6573,170672826.0,0.0,0.0,30721082.0
6574,13187220.0,0.0,0.0,2373702.0
6586,180218756.0,910762.0,0.0,32610038.0
6593,26584176.0,0.0,0.0,0.0
6599,51421004.0,61400.0,0.0,7301020.0
6607,493781353.0,0.0,0.0,88880641.0
6611,81252572.0,0.0,0.0,14625463.0
6620,102000000.0,1020000.0,0.0,18543600.0
6625,35293668.0,0.0,0.0,6352860.0
6641,50664335.0,0.0,0.0,9116697.0
6659,24064416.0,0.0,0.0,4331592.0
6663,886835208.0,0.0,0.0,53210115.0
6666,11878572.0,0.0,0.0,1538055.0
6680,197246473.0,125429.0,0.0,30140194.0
6716,54125542.0,0.0,0.0,6506562.0
6730,9128347557.0,4164546.0,0.0,1643852178.0
6731,35068308.0,0.0,0.0,6312300.0
6744,28353032.0,0.0,0.0,5103544.0
6755,70637136.0,0.0,0.0,12714684.0
6764,167742114.0,181085.0,0.0,29733105.0
6805,669730488.0,2722770.0,0.0,108226879.0
6810,28133953.0,244020.0,0.0,5064112.0
6834,7126633897.0,545445.0,0.0,953160978.0
6837,4827864.0,0.0,0.0,869016.0
6859,250684824.0,32692.0,0.0,44396192.0
6879,25703496.0,0.0,0.0,4626624.0
6896,76452308.0,0.0,0.0,13761419.0
6901,50000.0,0.0,0.0,9000.0
6904,588250000.0,0.0,0.0,105885000.0
6912,198896316.0,0.0,0.0,35801280.0
6917,674783061.0,0.0,0.0,121460430.0
6923,434207621.0,0.0,0.0,76076140.0
6929,439578408.0,0.0,0.0,79124112.0
6940,588527213.0,5958.0,0.0,97713013.0
6946,78895948.0,5716.0,0.0,10982484.0
6955,1433529041.0,789086.0,0.0,219434021.0
6964,289713423.0,0.0,0.0,44852509.0
6968,50221027.0,0.0,0.0,9039784.0
6973,627387675.0,0.0,0.0,117612366.0
6976,223361208.0,0.0,0.0,13401672.0
6982,5303643772.0,0.0,0.0,683081263.0
6993,224493907.0,223350.0,0.0,39171452.0
7000,955875220.0,43200.0,0.0,116217159.0
7003,17038204.0,0.0,0.0,3066881.0
7008,507280.0,0.0,0.0,91310.0
7014,19061484.0,0.0,0.0,3431064.0
7030,25799868.0,0.0,0.0,4643976.0
7044,264428000.0,0.0,0.0,47597040.0
7046,14103250442.0,875523.0,0.0,2529781952.0
7049,458604328.0,2680.0,0.0,80364037.0
7055,97117062.0,810826.0,0.0,2710457.0
7077,122908933.0,0.0,0.0,22123612.0
7084,64280637.0,0.0,0.0,11570516.0
7088,26729040.0,0.0,0.0,4811232.0
7098,590674828.0,0.0,0.0,106321469.0
7101,39868211.0,0.0,0.0,2392094.0
7109,19425288.0,0.0,0.0,3496552.0
7124,1036321880.0,0.0,0.0,186537888.0
7128,91576239.0,0.0,0.0,16483723.0
7129,28403212.0,0.0,0.0,5112578.0
7142,214273261.0,0.0,0.0,33628187.0
7145,10921608.0,0.0,0.0,1965888.0
7146,30671016.0,0.0,0.0,5520780.0
7147,27123192.0,0.0,0.0,4882169.0
7161,64028820.0,0.0,0.0,11525184.0
7163,1628453532.0,5273616.0,0.0,275672027.0
7183,84071700.0,0.0,0.0,15132900.0
7185,46690182.0,0.0,0.0,8404230.0
7195,19629528.0,0.0,0.0,3533316.0
7198,457550147.0,0.0,0.0,27453008.0
7215,32037282452.0,12195751.0,0.0,5661050159.0
7226,934864069.0,1910068.0,0.0,166359092.0
7227,22471212.0,0.0,0.0,4044816.0
7240,145020000.0,0.0,0.0,26103600.0
7242,3289500.0,0.0,0.0,592110.0
7247,545993482.0,0.0,0.0,98278790.0
7264,18493836.0,0.0,0.0,3328896.0
7268,20120310.0,0.0,0.0,3621654.0
7304,6118666766.0,59005.0,31148.0,34680431.0
7323,92635836.0,0.0,0.0,17460906.0
7339,700000.0,0.0,0.0,84000.0
7341,212844156.0,0.0,0.0,26886438.0
7358,111195750.0,30328.0,0.0,13256540.0
7362,1919943236.0,106608.0,4469880.0,337261377.0
7363,2075944.0,0.0,0.0,373670.0
7365,81842362.0,26226.0,0.0,10195599.0
7385,29229780.0,0.0,0.0,5261364.0
7389,96585254.0,0.0,0.0,16867022.0
7404,9373779.0,0.0,0.0,1687281.0
7406,273991023.0,0.0,0.0,16454514.0
7407,409057209.0,0.0,0.0,72429762.0
7423,11776558.0,0.0,0.0,2119780.0
7429,1233810005.0,7080151.0,0.0,214208404.0
7454,15674724.0,0.0,0.0,2978199.0
7463,155515000.0,1551580.0,0.0,28207724.0
7485,78470726.0,168066.0,4406.0,12838126.0
7511,2865367.0,0.0,0.0,356205.0
7521,8529238.0,0.0,0.0,1535264.0
7538,459045554.0,0.0,0.0,70557842.0
7556,54243009.0,0.0,0.0,9763740.0
7583,1868922048.0,304063.0,161663.0,297850840.0
7587,762976369.0,2125401.0,0.0,120583153.0
7596,20767195768.0,4947603.0,1000.0,3311005009.0
7603,48190492.0,0.0,0.0,6481290.0
7608,30180465.0,0.0,0.0,5432481.0
7626,186400.0,0.0,0.0,11184.0
7629,3023800.0,0.0,0.0,362856.0
7637,439561014.0,0.0,0.0,79120949.0
7647,12292647.0,0.0,0.0,2212677.0
7650,7068360.0,0.0,0.0,1272300.0
7651,12436128.0,0.0,0.0,2238504.0
7666,192365000.0,0.0,0.0,36549350.0
7667,316981133.0,0.0,0.0,38037736.0
7670,116560961.0,553486.0,0.0,19481036.0
7681,13300000.0,0.0,0.0,2394000.0
7687,24691428.0,0.0,0.0,4444452.0
7699,21327509.0,0.0,0.0,3029252.0
7704,26264285.0,0.0,0.0,4684478.0
7707,1737251911.0,0.0,0.0,312705226.0
7711,116256971.0,0.0,0.0,19595937.0
7740,17092882.0,0.0,0.0,3076722.0
7752,2365333840.0,0.0,0.0,216908203.0
7757,35049192.0,0.0,0.0,0.0
7763,2197413609.0,0.0,0.0,395534033.0
7769,48887534.0,0.0,0.0,8799757.0
7771,233909339.0,1301860.0,0.0,37761575.0
7781,36261092.0,0.0,0.0,6526997.0
7808,308414354.0,0.0,0.0,30589269.0
7811,114066612.0,0.0,0.0,17510544.0
7836,1478711770.0,0.0,0.0,226427232.0
7839,3085827.0,0.0,0.0,534209.0
7874,63630048.0,0.0,0.0,11453423.0
7886,1594600.0,0.0,0.0,287028.0
7895,15092089.0,11738.0,0.0,2039701.0
7901,59788419.0,0.0,0.0,10761912.0
7907,3597901.0,0.0,0.0,431747.0
7911,12151656.0,0.0,0.0,0.0
7919,6919095000.0,0.0,0.0,1245437100.0
7925,104681602.0,0.0,0.0,6280896.0
7932,13290469.0,700.0,0.0,2120440.0
7948,16249284.0,0.0,0.0,2892278.0
7949,1652039423.0,0.0,0.0,297366678.0
7956,84622264.0,0.0,0.0,15232007.0
7957,1840374862.0,216806.0,0.0,31231303.0
7960,171625052.0,529759.0,0.0,28560285.0
7977,64688125.0,646881.0,0.0,11760302.0
7982,517963896.0,0.0,0.0,89321501.0
7985,56362744.0,0.0,0.0,10145285.0
7988,1042110997.0,51455.0,0.0,179171998.0
8026,683613.0,0.0,0.0,120170.0
8091,22272615.0,0.0,0.0,4009070.0
8105,167366018.0,0.0,0.0,25749048.0
8117,2568400.0,0.0,0.0,462312.0
8118,4807909867.0,701452.0,0.0,856776478.0
8124,2683013950.0,7048612.0,0.0,484211301.0
8134,374300644.0,0.0,0.0,67374100.0
8145,439578408.0,0.0,0.0,79124112.0
8148,148335000.0,0.0,0.0,26700300.0
8166,573600.0,0.0,0.0,103248.0
8180,15348503.0,0.0,0.0,2762730.0
8183,20486748.0,0.0,0.0,3687612.0
8201,134129706.0,0.0,0.0,24143346.0
8202,398101823.0,602016.0,0.0,71689389.0
8211,64785000.0,0.0,0.0,11661300.0
8214,351736699.0,94530.0,0.0,66364599.0
8242,18886284.0,0.0,0.0,3399528.0
8251,924383774.0,44925.0,0.0,162796983.0
8252,25660524.0,0.0,0.0,4618896.0
8256,54351744.0,0.0,0.0,9783312.0
8259,10385202.0,0.0,0.0,1869336.0
8268,69504043935.0,7706817.0,0.0,12479279034.0
8272,329325583.0,106418.0,0.0,55584120.0
8273,1110052211.0,7328825.0,0.0,188755019.0
8280,67845640.0,0.0,0.0,12212210.0
8283,40000505.0,0.0,0.0,7200090.0
8290,17818092.0,0.0,0.0,3207256.0
8291,71280675.0,0.0,0.0,12830521.0
8296,63186051.0,416017.0,0.0,8175392.0
8321,32000000.0,0.0,0.0,3840000.0
8323,24691428.0,0.0,0.0,4444452.0
8328,2926717086.0,80623.0,0.0,469723829.0
8332,109327832.0,574310.0,0.0,8666136.0
8349,188077929.0,0.0,0.0,11284676.0
8351,80132352.0,0.0,0.0,14423816.0
8353,57227736.0,0.0,0.0,10300990.0
8373,245531787.0,0.0,0.0,43193615.0
8423,38727264.0,0.0,0.0,6970905.0
8442,874409.0,0.0,0.0,52465.0
8455,64710602.0,0.0,0.0,10739866.0
8457,84885540.0,0.0,0.0,0.0
8469,505270713.0,0.0,0.0,90948729.0
8476,16597516.0,72539.0,0.0,2443177.0
8493,156663705.0,0.0,0.0,28199396.0
8506,22471212.0,0.0,0.0,4044816.0
8513,53449182.0,0.0,0.0,4953432.0
8517,392851522.0,0.0,0.0,70713272.0
8525,42434496.0,0.0,0.0,7638210.0
8552,41388181.0,0.0,0.0,7449874.0
8556,20992667.0,0.0,0.0,3686126.0
8573,35560111.0,0.0,0.0,6400819.0
8588,22357078.0,0.0,0.0,3915974.0
8592,74419958584.0,0.0,0.0,12437401516.0
8599,22716768.0,0.0,0.0,4089024.0
8607,7390590.0,0.0,0.0,1330308.0
8613,8492550.0,0.0,0.0,1528660.0
8617,176270822.0,8100.0,0.0,22631305.0
8620,135828948.0,0.0,0.0,24449208.0
8626,1054100.0,0.0,0.0,151560.0
8629,2982592994.0,0.0,0.0,536866560.0
8658,778583579.0,0.0,0.0,140145019.0
8663,650908634.0,2057000.0,0.0,117533814.0
8693,28513610.0,0.0,0.0,5132450.0
8698,21753324.0,0.0,0.0,3915588.0
8701,339089514.0,38605.0,0.0,46452019.0
8702,18864656.0,0.0,0.0,3395638.0
8717,1154342837.0,0.0,0.0,138521140.0
8721,4020354.0,0.0,0.0,723666.0
8726,179442951.0,0.0,0.0,31017531.0
8735,61663252.0,0.0,0.0,10282306.0
8740,44582912.0,0.0,0.0,8024920.0
8747,310184.0,0.0,0.0,40055.0
8772,539069.0,0.0,0.0,79033.0
8774,20368668.0,0.0,0.0,3666360.0
8815,630445417.0,439450.0,0.0,113559276.0
8816,587894.0,0.0,0.0,70547.0
8828,103627180.0,0.0,0.0,6217631.0
8838,19061484.0,0.0,0.0,3431064.0
8840,975717.0,0.0,0.0,175628.0
8847,7269612.0,0.0,0.0,1308531.0
8851,4824719413.0,1082177.0,0.0,865530265.0
8856,1214685188.0,0.0,0.0,218643245.0
8888,11131000.0,0.0,0.0,1402320.0
8889,2110198.0,0.0,0.0,379836.0
8898,81315302.0,0.0,0.0,14551089.0
8908,2760000.0,0.0,0.0,496800.0
8911,166873299.0,0.0,0.0,30036995.0
8918,32035944.0,0.0,0.0,5766468.0
8943,573750.0,0.0,0.0,103275.0
8946,64522176.0,0.0,0.0,0.0
8962,882570611.0,6810874.0,0.0,157978206.0
8969,26429148.0,0.0,0.0,4757244.0
8971,183194050.0,0.0,0.0,10991643.0
8975,1179484395.0,2326025.0,0.0,212725875.0
8978,246235155.0,411148.0,0.0,43782874.0
8990,1008935118.0,0.0,0.0,67112658.0
8991,48949020.0,0.0,0.0,8810820.0
9008,81654707.0,0.0,0.0,5986627.0
9066,58401828.0,0.0,0.0,10512324.0
9071,12166933864.0,327485652.0,591345.0,2144311501.0
9098,213738793.0,588529.0,0.0,38578928.0
9099,175949351.0,573051.0,0.0,35943953.0
9118,112102320.0,0.0,0.0,0.0
9140,296492424.0,0.0,0.0,53368536.0
9144,19053840.0,0.0,0.0,3429684.0
9149,48706680.0,0.0,0.0,8767200.0
9152,4559148.0,0.0,0.0,820646.0
9166,2428965000.0,0.0,0.0,437213700.0
9191,60286617.0,0.0,0.0,10851593.0
9195,472884319.0,387368.0,2500.0,81527176.0
9204,23914584.0,0.0,0.0,4304628.0
9206,800500126.0,0.0,0.0,99267309.0
9225,91600818.0,0.0,0.0,0.0
9260,221208865.0,0.0,0.0,39817585.0
9261,247713457.0,153388.0,0.0,30732050.0
9267,270612714.0,0.0,0.0,48710295.0
9279,147112405.0,1183613.0,0.0,25757285.0
9280,7864922149.0,143232874.0,38430.0,1439375582.0
9310,879760981.0,225128.0,0.0,156710987.0
9311,122483597.0,0.0,0.0,22047043.0
9320,639918144.0,238061.0,0.0,109131426.0
9324,86645328.0,0.0,0.0,0.0
9339,76630608.0,0.0,0.0,13793508.0
9352,25744104.0,0.0,0.0,4633944.0
9354,180210155.0,0.0,0.0,23551277.0
9363,48431580.0,0.0,0.0,8717688.0
9365,65042004.0,0.0,0.0,11707560.0
9369,361995125.0,4082.0,0.0,49512664.0
9375,2087843713.0,4114168.0,0.0,360402667.0
9385,41310000.0,413100.0,0.0,0.0
9393,19052076253.0,23381683.0,0.0,3394336449.0
9396,327008976.0,0.0,0.0,58861608.0
9413,5002960821.0,0.0,0.0,300177647.0
9425,55348610.0,60936.0,0.0,8343261.0
9431,32011900.0,0.0,0.0,4060062.0
9459,58587200.0,0.0,0.0,10545696.0
9466,12942000.0,0.0,0.0,1553040.0
9483,105584482.0,279749.0,2500.0,18159318.0
9485,372321.0,0.0,0.0,44679.0
9487,1347069018.0,2093254.0,0.0,206066130.0
9491,146354460.0,0.0,0.0,26343792.0
9499,300000.0,0.0,0.0,18000.0
9507,8064168.0,0.0,0.0,1322220.0
9508,197538448.0,0.0,0.0,35556920.0
9526,43538555.0,0.0,0.0,7836938.0
9536,46305962.0,0.0,0.0,8335070.0
9537,56456136.0,0.0,0.0,10162106.0
9558,6731951.0,0.0,0.0,1211752.0
9561,55737588.0,0.0,0.0,10032744.0
9573,63081271.0,0.0,0.0,11354628.0
9575,295351651.0,510955.0,0.0,53205420.0
9609,826953486.0,1647361.0,0.0,134265686.0
9614,292435800.0,0.0,0.0,52638440.0
9654,123795684.0,0.0,0.0,22283220.0
9660,47683368.0,0.0,0.0,8984814.0
9690,30671016.0,0.0,0.0,5520783.0
9691,30425652.0,0.0,0.0,5476620.0
9707,6713678.0,0.0,0.0,1208462.0
9709,58561488.0,0.0,0.0,10541064.0
9712,27635472.0,0.0,0.0,4974384.0
9719,38794056.0,0.0,0.0,6982932.0
9731,26100200.0,0.0,0.0,4368036.0
9738,72277970.0,0.0,0.0,13010035.0
9747,71752024.0,0.0,0.0,0.0
9750,622003328.0,0.0,0.0,111960597.0
9757,8143911063.0,0.0,0.0,1166736847.0
9785,70070196.0,0.0,0.0,12612624.0
9788,195620336.0,780604.0,0.0,33774885.0
9797,409667503.0,2039750.0,0.0,62582533.0
9811,693690430.0,6936905.0,0.0,126087895.0
9812,32315595.0,0.0,0.0,5816805.0
9823,129355691.0,0.0,0.0,23284021.0
9824,15648885.0,0.0,0.0,2816802.0
9828,7125289.0,60827.0,0.0,981219.0
9838,163939474.0,13600.0,0.0,29509109.0
9842,67100009.0,161994.0,0.0,7902233.0
9850,46390426.0,0.0,0.0,8350276.0
9851,87399168.0,0.0,0.0,15731844.0
9860,758633057.0,101358.0,0.0,121605338.0
9886,37745060.0,0.0,0.0,6794104.0
9900,56530220.0,0.0,0.0,10175426.0
9921,1908075563.0,92040.0,0.0,242716447.0
9923,19450373338.0,7877815.0,0.0,3454600748.0
9925,85000000.0,0.0,0.0,10200000.0
9931,5018756235.0,0.0,0.0,301125364.0
9936,389740636.0,203053.0,0.0,70053699.0
9967,16696406.0,0.0,0.0,2188814.0
9971,77081084.0,0.0,0.0,13874593.0
9987,205634353.0,0.0,0.0,21411795.0
9988,66917440.0,0.0,0.0,12045142.0
10005,5636830.0,0.0,0.0,834630.0
10008,40093292.0,0.0,0.0,7216794.0
10011,117158592.0,0.0,0.0,7029516.0
10020,86406420.0,0.0,0.0,15553156.0
10025,404790574.0,0.0,0.0,72862305.0
10034,69868781.0,394738.0,0.0,12082687.0
10057,3357033956.0,877617.0,0.0,589097531.0
10064,104915082.0,58125.0,0.0,17976212.0
10067,105557700.0,0.0,0.0,6204102.0
10068,38270.0,0.0,0.0,6888.0
10074,233271644.0,0.0,0.0,41988898.0
10105,29379965.0,0.0,0.0,5288393.0
10107,23951832.0,0.0,0.0,3457590.0
10131,4751372827.0,9802305.0,0.0,840544313.0
10133,249669076.0,66000.0,0.0,43353659.0
10147,34871488.0,0.0,0.0,6276870.0
10162,40674277928.0,404406657.0,0.0,7749633789.0
10171,97769550.0,0.0,0.0,16570920.0
10182,96652739.0,767032.0,0.0,8949729.0
10191,46637383.0,0.0,0.0,8249529.0
10193,271869415.0,40433.0,0.0,47041111.0
10198,7147767.0,0.0,0.0,0.0
10200,1205929425.0,3663400.0,0.0,205623953.0
10218,7055922.0,0.0,0.0,1270068.0
10226,23626884.0,0.0,0.0,4252836.0
10235,76852284.0,0.0,0.0,7364388.0
10240,25552197.0,0.0,0.0,3550810.0
10246,180643913.0,351982.0,0.0,31207278.0
10247,13876164.0,0.0,0.0,2497704.0
10249,100018414.0,43284.0,0.0,17753182.0
10261,73389084.0,0.0,0.0,13210044.0
10269,51935481.0,0.0,0.0,9348381.0
10273,207639576.0,0.0,0.0,37375116.0
10290,15296724.0,0.0,0.0,2753403.0
10293,85877262.0,71133.0,0.0,13122203.0
10295,16820268.0,0.0,0.0,3027648.0
10318,180734995.0,1183734.0,0.0,26324108.0
10324,56456136.0,0.0,0.0,10162105.0
10341,2019521097.0,0.0,0.0,363513800.0
10352,89963412.0,0.0,0.0,16193412.0
10368,21558084.0,0.0,0.0,3880452.0
10370,474512.0,0.0,0.0,56941.0
10372,7337566.0,2210.0,0.0,1321160.0
10385,39058075110.0,0.0,0.0,6958301331.0
10390,54438423.0,0.0,0.0,9798912.0
10394,60317526.0,5280.0,0.0,10854250.0
10411,20648500.0,0.0,0.0,2054730.0
10437,9277537.0,0.0,0.0,1669957.0
10447,83934665.0,0.0,0.0,15108244.0
10448,4351425.0,0.0,0.0,522171.0
10449,20088252.0,0.0,0.0,3615876.0
10456,80565413.0,0.0,0.0,12508129.0
10462,39792312.0,0.0,0.0,4775076.0
10467,223636675.0,0.0,0.0,24796078.0
10473,85863718.0,0.0,0.0,15455466.0
10488,4493088.0,0.0,0.0,742664.0
10505,807923875.0,0.0,0.0,143677949.0
10526,12937125.0,0.0,0.0,2328681.0
10530,18322620.0,0.0,0.0,3298068.0
10533,10549656.0,0.0,0.0,1898928.0
10537,25512780.0,0.0,0.0,4592304.0
10545,3189560537.0,413116.0,357953.0,566039817.0
10555,24858660.0,0.0,0.0,4660995.0
10556,289683650.0,0.0,0.0,52117433.0
10564,34139952.0,0.0,0.0,6145188.0
10567,245255220.0,0.0,0.0,44145936.0
10572,11067140.0,110671.0,0.0,2012006.0
10582,18789969.0,0.0,0.0,3382038.0
10586,9562248.0,0.0,0.0,1721208.0
10588,294855368.0,0.0,0.0,53073948.0
10595,76814455.0,0.0,0.0,13826593.0
10597,45463.0,0.0,0.0,8184.0
10600,952665566.0,26400.0,0.0,171484950.0
10619,44079032.0,0.0,0.0,7934230.0
10620,132790284.0,0.0,0.0,23902248.0
10632,4160490.0,0.0,0.0,748890.0
10633,37100.0,0.0,0.0,6678.0
10635,50096416.0,0.0,0.0,9017356.0
10639,4763000000.0,0.0,0.0,857340000.0
10642,12337140.0,0.0,0.0,2220684.0
10657,437096095.0,1032148.0,0.0,78814307.0
10664,47300980.0,0.0,0.0,0.0
10670,4093000.0,0.0,0.0,0.0
10696,34968639.0,0.0,0.0,6294356.0
10719,517056747.0,0.0,0.0,93070197.0
10727,787475.0,0.0,0.0,94495.0
10755,26132556.0,0.0,0.0,4703856.0
10760,238674869.0,0.0,0.0,42961477.0
10763,96050640.0,0.0,0.0,17289108.0
10792,160516582.0,0.0,0.0,24290064.0
10812,110989354.0,0.0,0.0,19978086.0
10824,781606355.0,0.0,0.0,100206187.0
10830,66060396.0,0.0,0.0,11890872.0
10831,14641704.0,0.0,0.0,1757005.0
10834,2315937304.0,8197388.0,0.0,389477662.0
10845,765000.0,0.0,0.0,137700.0
10853,41767335.0,0.0,0.0,7518122.0
10854,19295622.0,0.0,0.0,3473208.0
10861,1015773864.0,0.0,0.0,136356424.0
10876,1439557792.0,1952483.0,2235.0,249015578.0
10883,26132556.0,0.0,0.0,4703856.0
10885,33498908.0,0.0,0.0,6029808.0
10890,7685256.0,0.0,0.0,1383344.0
10897,627278870.0,22300.0,0.0,109521119.0
10899,13088712.0,0.0,0.0,2355696.0
10932,34334019.0,0.0,0.0,6180123.0
10939,61819832.0,336705.0,0.0,9617766.0
10948,356295107.0,521708.0,0.0,56150642.0
10956,546027001.0,18962.0,0.0,72627200.0
10959,56381620.0,0.0,0.0,10148688.0
10961,1801779770.0,5198462.0,0.0,321150266.0
10976,47221602.0,0.0,0.0,8499886.0
10994,61481979.0,0.0,0.0,12921580.0
11003,63562847.0,0.0,0.0,11441302.0
11007,18776230.0,0.0,0.0,0.0
11026,408581852.0,0.0,0.0,73488661.0
11038,3399316878.0,21275852.0,26141.0,507616331.0
11061,84842389.0,0.0,0.0,15271625.0
11077,22464600.0,0.0,0.0,4043628.0
11086,151800000.0,0.0,0.0,27324000.0
11097,8700943.0,17037.0,0.0,1568100.0
11108,245140943.0,652813.0,0.0,40696682.0
11117,339053965.0,0.0,0.0,61029594.0
11137,55064051.0,0.0,0.0,9911524.0
11151,8337137.0,11928.0,0.0,994543.0
11164,34029614.0,0.0,0.0,6125331.0
11172,22342188.0,0.0,0.0,4021596.0
11174,50585872.0,0.0,0.0,6722136.0
11179,46875760.0,0.0,0.0,8437320.0
11214,8476968.0,0.0,0.0,1525848.0
11215,208295841.0,65000.0,0.0,37504952.0
11220,1564009781.0,1953896.0,0.0,230679678.0
11221,168000000.0,0.0,0.0,10080000.0
11237,3795480.0,0.0,0.0,683184.0
11238,294855368.0,0.0,0.0,53073948.0
11239,17111964.0,0.0,0.0,3080148.0
11253,18318330.0,0.0,0.0,3297300.0
11262,2789911.0,0.0,0.0,502184.0
11265,4142000.0,0.0,0.0,497040.0
11271,118248660.0,446383.0,0.0,21344953.0
11350,1256240044.0,0.0,0.0,144747098.0
11370,20376791.0,0.0,0.0,3565073.0
11380,449540000.0,4495400.0,0.0,81726372.0
11386,428763209.0,87157.0,0.0,58950624.0
11425,22141017.0,0.0,0.0,3985380.0
11426,1185642447.0,0.0,0.0,221506988.0
11435,5241200.0,0.0,0.0,943416.0
11443,1967852247.0,1401591.0,0.0,327455215.0
11470,273876998.0,202412.0,0.0,45299793.0
11472,41841220.0,0.0,0.0,7531420.0
11486,26001156.0,0.0,0.0,4680204.0
11511,10404300.0,0.0,0.0,1872792.0
11527,59204560.0,0.0,0.0,10656821.0
11531,764387865.0,0.0,0.0,137589815.0
11572,141000960.0,0.0,0.0,25380168.0
11585,169787909.0,175200.0,0.0,25638859.0
11591,141572160.0,0.0,0.0,25482996.0
11592,192378271.0,0.0,0.0,34628067.0
11604,19228638.0,0.0,0.0,3461155.0
