,SND_MNTPRD_A,SND_MNTTVA_A,SND_MNTDRC_A,SND_MNTAVA_A,SND_MNTTAX_A,SND_MNTPAY_A,SND_MNTAIR_A
2760,30000000.0,0.0,0.0,0.0,90000.0,90000.0,0.0
2763,102539211218.0,0.0,0.0,0.0,5810000.0,5810000.0,0.0
2786,230720192.0,0.0,0.0,0.0,180000.0,180000.0,0.0
2787,4071785486.0,0.0,0.0,0.0,4850000.0,4850000.0,0.0
2793,214778002.0,80164.0,0.0,0.0,60000.0,140164.0,0.0
2815,500000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
2818,35716816.0,0.0,0.0,0.0,50000.0,50000.0,0.0
2820,56231097.0,0.0,0.0,0.0,100000.0,100000.0,0.0
2821,1186761625.0,0.0,0.0,0.0,460000.0,460000.0,0.0
2823,4492175283.0,0.0,0.0,0.0,920000.0,920000.0,0.0
2839,57436950.0,0.0,0.0,0.0,400000.0,400000.0,0.0
2857,4000000.0,0.0,0.0,0.0,30000.0,30000.0,0.0
2864,375747478.0,0.0,0.0,0.0,210000.0,210000.0,0.0
2894,38000000.0,0.0,0.0,0.0,90000.0,90000.0,0.0
2902,110000000.0,0.0,0.0,0.0,110000.0,110000.0,0.0
2912,4890000000.0,0.0,0.0,0.0,2870000.0,2870000.0,0.0
2918,1915844726.0,0.0,0.0,0.0,110000.0,110000.0,0.0
2919,55782272.0,0.0,0.0,0.0,20000.0,20000.0,0.0
2920,7000000.0,0.0,0.0,0.0,60000.0,60000.0,0.0
2937,151314463.0,0.0,0.0,0.0,40000.0,40000.0,0.0
2938,273579848.0,0.0,0.0,0.0,920000.0,920000.0,0.0
2945,1189276640.0,0.0,0.0,0.0,1255000.0,1255000.0,0.0
2946,9196746827.0,0.0,0.0,0.0,90000.0,90000.0,0.0
2947,468000000.0,0.0,0.0,0.0,140000.0,140000.0,0.0
2954,3802659690.0,0.0,0.0,0.0,2280000.0,2280000.0,0.0
2964,107000000.0,0.0,0.0,0.0,720000.0,720000.0,0.0
2970,2558099835.0,0.0,0.0,0.0,750000.0,750000.0,0.0
2991,1786229905.0,0.0,0.0,0.0,1140000.0,1140000.0,0.0
3001,287769400.0,0.0,0.0,0.0,80000.0,80000.0,0.0
3002,129050984.0,0.0,0.0,0.0,200000.0,200000.0,0.0
3003,1000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
3004,1500000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
3027,215514393.0,0.0,0.0,0.0,20000.0,20000.0,0.0
3032,46432226319.0,0.0,0.0,0.0,1180000.0,1180000.0,0.0
3042,22794303225.0,0.0,0.0,0.0,4920000.0,4920000.0,0.0
3049,74078914671.0,0.0,0.0,0.0,12160000.0,12160000.0,0.0
3052,4000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
3057,1592920899.0,0.0,0.0,0.0,270000.0,270000.0,0.0
3062,6756495555.0,0.0,0.0,0.0,7885000.0,7885000.0,0.0
3063,107000000.0,0.0,0.0,0.0,290000.0,290000.0,0.0
3090,12095569806.0,0.0,0.0,0.0,2060000.0,2060000.0,0.0
3103,2715195718.0,0.0,0.0,0.0,1260000.0,1260000.0,0.0
3111,13734734612.0,1902240.0,0.0,0.0,3883865.0,5786105.0,0.0
3118,699435915.0,0.0,0.0,0.0,50000.0,50000.0,0.0
3122,68475498813.0,16929575.0,0.0,0.0,18934686.0,35864261.0,0.0
3124,114000000.0,0.0,0.0,0.0,60000.0,60000.0,0.0
3132,34074003042.0,0.0,0.0,0.0,4180000.0,4180000.0,0.0
3133,5000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
3141,3425704.0,33665.0,0.0,0.0,20000.0,53665.0,0.0
3142,30678143757.0,0.0,0.0,0.0,3190000.0,3190000.0,0.0
3143,10354167.0,0.0,0.0,0.0,70000.0,70000.0,0.0
3155,974175395.0,0.0,0.0,0.0,80000.0,80000.0,0.0
3166,12146460999.0,0.0,0.0,0.0,1020000.0,1020000.0,0.0
3174,35000000.0,0.0,0.0,0.0,20000.0,20000.0,0.0
3176,2000000.0,0.0,0.0,0.0,40000.0,40000.0,0.0
3189,656380020.0,0.0,0.0,0.0,110000.0,110000.0,0.0
3191,80173572.0,0.0,0.0,0.0,20000.0,20000.0,0.0
3199,3000000.0,0.0,0.0,0.0,210000.0,210000.0,0.0
3211,218210636567.0,0.0,0.0,0.0,41760000.0,41760000.0,0.0
3220,5000000.0,0.0,0.0,0.0,20000.0,20000.0,0.0
3225,60055521.0,0.0,0.0,0.0,20000.0,20000.0,0.0
3226,15000000.0,0.0,0.0,0.0,70000.0,70000.0,0.0
3231,5585499455.0,0.0,0.0,0.0,300000.0,300000.0,0.0
3233,461526590.0,0.0,0.0,0.0,505000.0,505000.0,0.0
3249,10436000.0,0.0,0.0,0.0,30000.0,30000.0,0.0
3255,3238076346.0,0.0,0.0,0.0,900000.0,900000.0,0.0
3261,121923183.0,0.0,0.0,0.0,255000.0,255000.0,0.0
3268,312611957.0,0.0,0.0,0.0,2235000.0,2235000.0,0.0
3285,20000000.0,0.0,0.0,0.0,240000.0,240000.0,0.0
3300,8640525377.0,0.0,0.0,0.0,240000.0,240000.0,0.0
3302,3000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
3305,30777266.0,0.0,0.0,0.0,80000.0,80000.0,0.0
3307,2108991832.0,0.0,0.0,0.0,940000.0,940000.0,0.0
3336,260158031.0,973830.0,0.0,0.0,1235116.0,2208946.0,0.0
3337,7003000.0,0.0,0.0,0.0,40000.0,40000.0,0.0
3342,16000000.0,0.0,0.0,0.0,100000.0,100000.0,0.0
3348,86000000.0,0.0,0.0,0.0,470000.0,470000.0,0.0
3350,34342809890.0,25482.0,0.0,0.0,90000.0,115482.0,0.0
3351,376958492.0,0.0,0.0,0.0,70000.0,70000.0,0.0
3362,3763317914.0,0.0,0.0,0.0,780000.0,780000.0,0.0
3365,1196359910.0,0.0,0.0,0.0,1470000.0,1470000.0,0.0
3368,49000000.0,0.0,0.0,0.0,50000.0,50000.0,0.0
3376,208000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
3380,5769178800.0,56058782.0,0.0,0.0,14394738.0,70453520.0,0.0
3384,965939570.0,0.0,0.0,0.0,1750000.0,1750000.0,0.0
3404,300000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
3405,2000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
3413,7000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
3438,117634800.0,0.0,0.0,0.0,50000.0,50000.0,0.0
3447,582362897.0,0.0,0.0,0.0,100000.0,100000.0,0.0
3452,1000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
3457,605154521.0,0.0,0.0,0.0,140000.0,140000.0,0.0
3461,175887188435.0,0.0,0.0,0.0,48155000.0,48155000.0,0.0
3462,3000000.0,0.0,0.0,0.0,20000.0,20000.0,0.0
3463,147000000.0,0.0,0.0,0.0,170000.0,170000.0,0.0
3464,11000000.0,0.0,0.0,0.0,70000.0,70000.0,0.0
3480,3000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
3485,5976277275.0,0.0,0.0,0.0,9340000.0,9340000.0,0.0
3490,11577627016.0,0.0,0.0,0.0,3565000.0,3565000.0,0.0
3493,1000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
3495,19260780174.0,0.0,0.0,0.0,280000.0,280000.0,0.0
3523,138050320.0,0.0,0.0,0.0,1300000.0,1300000.0,0.0
3528,8000000.0,0.0,0.0,0.0,50000.0,50000.0,0.0
3557,234761937.0,0.0,0.0,0.0,90000.0,90000.0,0.0
3564,86887215461.0,0.0,0.0,0.0,11020000.0,11020000.0,0.0
3579,2000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
3592,4000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
3598,9000000.0,0.0,0.0,0.0,20000.0,20000.0,0.0
3599,1885640998.0,0.0,0.0,0.0,770000.0,770000.0,0.0
3600,32400400.0,0.0,0.0,0.0,10000.0,10000.0,0.0
3608,307832461.0,12589713.0,0.0,0.0,507689.0,13097402.0,0.0
3617,56618654.0,0.0,0.0,0.0,110000.0,110000.0,0.0
3621,173000000.0,0.0,0.0,0.0,930000.0,930000.0,0.0
3622,1500000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
3627,358992445.0,0.0,0.0,0.0,10000.0,10000.0,0.0
3630,20804119004.0,0.0,0.0,0.0,360000.0,360000.0,0.0
3631,8000000.0,0.0,0.0,0.0,40000.0,40000.0,0.0
3632,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0
3652,55513810.0,0.0,0.0,0.0,30000.0,30000.0,0.0
3662,21137632.0,0.0,0.0,0.0,10000.0,10000.0,0.0
3683,134588855.0,0.0,0.0,0.0,390000.0,390000.0,0.0
3684,550031758.0,15638.0,0.0,0.0,207898.0,223536.0,0.0
3695,1000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
3707,905074054.0,0.0,0.0,0.0,60000.0,60000.0,0.0
3714,5163519884.0,0.0,0.0,0.0,710000.0,710000.0,0.0
3716,1500000.0,0.0,0.0,0.0,30000.0,30000.0,0.0
3721,13200000.0,0.0,0.0,0.0,80000.0,80000.0,0.0
3724,50773921.0,0.0,0.0,0.0,30000.0,30000.0,0.0
3728,5621532003.0,0.0,0.0,0.0,130000.0,130000.0,0.0
3732,7796900.0,0.0,0.0,0.0,30000.0,30000.0,0.0
3739,1500000.0,0.0,0.0,0.0,50000.0,50000.0,0.0
3752,43455317.0,0.0,0.0,0.0,10000.0,10000.0,0.0
3765,297893114.0,0.0,0.0,0.0,190000.0,190000.0,0.0
3771,2000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
3775,114000000.0,0.0,0.0,0.0,550000.0,550000.0,0.0
3787,25043505532.0,4223133.0,0.0,0.0,14219745.0,18442878.0,0.0
3801,35989519.0,0.0,0.0,0.0,120000.0,120000.0,0.0
3806,1000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
3815,363855758.0,0.0,0.0,0.0,160000.0,160000.0,0.0
3827,56500000.0,0.0,0.0,0.0,590000.0,590000.0,0.0
3835,1338008675.0,0.0,0.0,0.0,160000.0,160000.0,0.0
3838,2000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
3849,82000000.0,0.0,0.0,0.0,310000.0,310000.0,0.0
3859,2000000.0,0.0,0.0,0.0,110000.0,110000.0,0.0
3867,118039864.0,0.0,0.0,0.0,10000.0,10000.0,0.0
3869,14900000.0,0.0,0.0,0.0,50000.0,50000.0,0.0
3886,1183588480.0,0.0,0.0,0.0,480000.0,480000.0,0.0
3887,35000000.0,0.0,0.0,0.0,200000.0,200000.0,0.0
3891,114500000.0,0.0,0.0,0.0,260000.0,260000.0,0.0
3897,9481621.0,0.0,0.0,0.0,20000.0,20000.0,0.0
3900,122219065.0,2522661.0,0.0,0.0,633264.0,3155925.0,1741167.0
3915,1210965359.0,0.0,0.0,0.0,230000.0,230000.0,0.0
3924,291972878.0,0.0,0.0,0.0,570000.0,570000.0,0.0
3932,2000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
3940,12311613.0,0.0,0.0,0.0,40000.0,40000.0,0.0
3944,1000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
3955,274495822.0,0.0,0.0,0.0,10000.0,10000.0,0.0
3961,307046485.0,0.0,0.0,0.0,220000.0,220000.0,0.0
3962,31140676843.0,0.0,0.0,0.0,12850000.0,12850000.0,0.0
3964,38000000.0,0.0,0.0,0.0,40000.0,40000.0,0.0
3981,16500000.0,0.0,0.0,0.0,2010000.0,2010000.0,0.0
3994,4133061373.0,4254009.0,0.0,0.0,1121494.0,5375503.0,0.0
3999,17500000.0,0.0,0.0,0.0,180000.0,180000.0,0.0
4023,97463664.0,0.0,0.0,0.0,10000.0,10000.0,0.0
4027,824839749.0,0.0,0.0,0.0,510000.0,510000.0,0.0
4036,49500000.0,0.0,0.0,0.0,90000.0,90000.0,0.0
4038,27000000.0,0.0,0.0,0.0,20000.0,20000.0,0.0
4043,39500000.0,0.0,0.0,0.0,230000.0,230000.0,0.0
4057,96289284.0,0.0,0.0,0.0,840000.0,840000.0,0.0
4065,645795017.0,0.0,0.0,0.0,70000.0,70000.0,0.0
4073,48000000.0,0.0,0.0,0.0,140000.0,140000.0,0.0
4074,9871372282.0,0.0,0.0,0.0,910000.0,910000.0,0.0
4077,3500000.0,0.0,0.0,0.0,20000.0,20000.0,0.0
4084,5616711.0,0.0,0.0,0.0,0.0,0.0,0.0
4088,5087429859.0,0.0,0.0,0.0,710000.0,710000.0,0.0
4089,16500000.0,0.0,0.0,0.0,90000.0,90000.0,0.0
4092,317026839.0,165471.0,0.0,0.0,619768.0,785239.0,0.0
4106,865538258.0,0.0,0.0,0.0,250000.0,250000.0,0.0
4108,119430073.0,0.0,0.0,0.0,0.0,0.0,0.0
4120,2069260.0,0.0,0.0,0.0,10000.0,10000.0,0.0
4131,22000000.0,0.0,0.0,0.0,90000.0,90000.0,0.0
4135,3788342530.0,0.0,0.0,0.0,7810000.0,7810000.0,0.0
4136,9585595.0,0.0,0.0,0.0,10000.0,10000.0,0.0
4146,61041699.0,0.0,0.0,0.0,50000.0,50000.0,0.0
4150,718302880.0,0.0,0.0,0.0,80000.0,80000.0,0.0
4156,18007327187.0,31766547.0,0.0,0.0,5472006.0,37238553.0,1183612.0
4158,535529185.0,0.0,0.0,0.0,150000.0,150000.0,0.0
4169,2500000.0,0.0,0.0,0.0,30000.0,30000.0,0.0
4174,58296900.0,0.0,0.0,0.0,100000.0,100000.0,0.0
4176,3868602046.0,0.0,0.0,0.0,890000.0,890000.0,0.0
4180,1000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
4182,29619676.0,0.0,0.0,0.0,130000.0,130000.0,0.0
4187,24500000.0,0.0,0.0,0.0,200000.0,200000.0,0.0
4195,1000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
4207,183448234.0,0.0,0.0,0.0,10000.0,10000.0,0.0
4208,1483079827.0,5948540.0,0.0,0.0,298456.0,6246996.0,0.0
4212,9976496.0,0.0,0.0,0.0,10000.0,10000.0,0.0
4213,112300000.0,0.0,0.0,0.0,1660000.0,1660000.0,0.0
4214,4800000.0,0.0,0.0,0.0,100000.0,100000.0,0.0
4230,7000000.0,0.0,0.0,0.0,60000.0,60000.0,0.0
4286,1765795598.0,0.0,0.0,0.0,2840000.0,2840000.0,0.0
4287,348010337584.0,0.0,0.0,0.0,4700000.0,4700000.0,0.0
4292,14450474571.0,400225725.0,0.0,0.0,12126770.0,412352495.0,0.0
4309,23633481.0,520919.0,0.0,0.0,43914.0,564833.0,0.0
4314,938672255.0,0.0,0.0,0.0,0.0,0.0,0.0
4322,348677854.0,6896886.0,0.0,0.0,8045835.0,14942721.0,0.0
4324,1739691648.0,0.0,0.0,0.0,200000.0,200000.0,0.0
4330,10800000.0,0.0,0.0,0.0,50000.0,50000.0,0.0
4343,40800000.0,0.0,0.0,0.0,170000.0,170000.0,0.0
4360,127000000.0,0.0,0.0,0.0,140000.0,140000.0,0.0
4371,47027262000.0,0.0,0.0,0.0,470000.0,470000.0,0.0
4383,3837513.0,0.0,0.0,0.0,10000.0,10000.0,0.0
4386,8475090768.0,0.0,0.0,0.0,810000.0,810000.0,0.0
4396,41000000.0,0.0,0.0,0.0,90000.0,90000.0,0.0
4402,2223056.0,0.0,0.0,0.0,0.0,0.0,0.0
4403,8215591064.0,0.0,0.0,0.0,740000.0,740000.0,0.0
4404,63000000.0,0.0,0.0,0.0,190000.0,190000.0,0.0
4422,87557047.0,370396.0,0.0,0.0,91111.0,461507.0,0.0
4439,59000000.0,0.0,0.0,0.0,470000.0,470000.0,0.0
4444,2749131.0,0.0,0.0,0.0,10000.0,10000.0,0.0
4452,49152400.0,0.0,0.0,0.0,80000.0,80000.0,0.0
4458,30500000.0,0.0,0.0,0.0,270000.0,270000.0,0.0
4461,2000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
4468,93453576.0,0.0,0.0,0.0,520000.0,520000.0,0.0
4485,834460851.0,201318.0,0.0,0.0,490836.0,692154.0,0.0
4489,24000000.0,0.0,0.0,0.0,20000.0,20000.0,0.0
4513,37600000.0,0.0,0.0,0.0,80000.0,80000.0,0.0
4516,168000738.0,0.0,0.0,0.0,80000.0,80000.0,0.0
4527,54056600.0,0.0,0.0,0.0,110000.0,110000.0,0.0
4533,1194581976.0,0.0,0.0,0.0,670000.0,670000.0,0.0
4549,4023625178.0,0.0,0.0,0.0,30000.0,30000.0,0.0
4551,2000000.0,0.0,0.0,0.0,20000.0,20000.0,0.0
4555,20000000.0,0.0,0.0,0.0,20000.0,20000.0,0.0
4557,4573856516.0,0.0,0.0,0.0,910000.0,910000.0,0.0
4563,32615873551.0,0.0,0.0,0.0,1310000.0,1310000.0,0.0
4572,74617854.0,0.0,0.0,0.0,240000.0,240000.0,0.0
4599,39886889.0,0.0,0.0,0.0,60000.0,60000.0,0.0
4604,7552203474.0,0.0,0.0,0.0,1380000.0,1380000.0,0.0
4607,67000000.0,0.0,0.0,0.0,60000.0,60000.0,0.0
4609,520145196.0,0.0,0.0,0.0,0.0,0.0,0.0
4612,589374315.0,0.0,0.0,0.0,145000.0,145000.0,0.0
4614,1073306123.0,0.0,0.0,0.0,250000.0,250000.0,0.0
4619,6000000.0,0.0,0.0,0.0,20000.0,20000.0,0.0
4627,13231552.0,50235.0,0.0,0.0,54145.0,104380.0,0.0
4629,330037656.0,0.0,0.0,0.0,30000.0,30000.0,0.0
4632,37506650055.0,0.0,0.0,0.0,2040000.0,2040000.0,0.0
4635,3204281000.0,0.0,0.0,0.0,0.0,0.0,0.0
4649,76086875.0,0.0,0.0,0.0,330000.0,330000.0,0.0
4656,161500000.0,0.0,0.0,0.0,580000.0,580000.0,0.0
4662,11255444144.0,0.0,0.0,0.0,130000.0,130000.0,0.0
4678,140000000.0,0.0,0.0,0.0,880000.0,880000.0,0.0
4679,988428748.0,0.0,0.0,0.0,1450000.0,1450000.0,0.0
4681,169805118.0,0.0,0.0,0.0,120000.0,120000.0,0.0
4689,5500000.0,0.0,0.0,0.0,110000.0,110000.0,0.0
4690,1072024111.0,3304266.0,0.0,0.0,290000.0,3594266.0,0.0
4693,30000000.0,0.0,0.0,0.0,180000.0,180000.0,0.0
4694,389190961.0,28377001.0,0.0,0.0,11544201.0,39921202.0,0.0
4700,1500000.0,0.0,0.0,0.0,30000.0,30000.0,0.0
4727,4963493433.0,0.0,0.0,0.0,20000.0,20000.0,0.0
4736,21266496.0,0.0,0.0,0.0,130000.0,130000.0,0.0
4739,86500000.0,0.0,0.0,0.0,970000.0,970000.0,0.0
4746,1358044.0,0.0,0.0,0.0,0.0,0.0,0.0
4747,92678043.0,0.0,0.0,0.0,10000.0,10000.0,0.0
4751,1171866499.0,0.0,0.0,0.0,10000.0,10000.0,0.0
4753,25730050.0,0.0,0.0,0.0,40000.0,40000.0,0.0
4756,22600000.0,0.0,0.0,0.0,50000.0,50000.0,0.0
4760,2000000.0,0.0,0.0,0.0,20000.0,20000.0,0.0
4768,41000000.0,0.0,0.0,0.0,40000.0,40000.0,0.0
4771,8600000.0,0.0,0.0,0.0,70000.0,70000.0,0.0
4798,1000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
4803,6000000.0,0.0,0.0,0.0,30000.0,30000.0,0.0
4817,4496219749.0,0.0,0.0,0.0,2080000.0,2080000.0,0.0
4818,52850222.0,0.0,0.0,0.0,280000.0,280000.0,0.0
4826,60000000.0,0.0,0.0,0.0,20000.0,20000.0,0.0
4833,7000000.0,0.0,0.0,0.0,30000.0,30000.0,0.0
4836,258829976053.0,0.0,0.0,0.0,31030000.0,31030000.0,0.0
4842,6630654377.0,988886.0,0.0,0.0,1657695.0,2646581.0,0.0
4852,41247435.0,0.0,0.0,0.0,50000.0,50000.0,0.0
4855,8000000.0,0.0,0.0,0.0,30000.0,30000.0,0.0
4859,119427153.0,0.0,0.0,0.0,0.0,0.0,0.0
4865,1500000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
4868,1000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
4875,131000000.0,0.0,0.0,0.0,270000.0,270000.0,0.0
4883,707605156.0,0.0,0.0,0.0,40000.0,40000.0,0.0
4887,743183058.0,0.0,0.0,0.0,420000.0,420000.0,0.0
4888,3000000.0,0.0,0.0,0.0,20000.0,20000.0,0.0
4899,34206519958.0,0.0,0.0,0.0,2700000.0,2700000.0,0.0
4900,6086240.0,0.0,0.0,0.0,40000.0,40000.0,0.0
4906,2288550.0,4972.0,0.0,0.0,13036.0,18008.0,0.0
4927,1909036889.0,0.0,0.0,0.0,2110000.0,2110000.0,0.0
4929,243500000.0,0.0,0.0,0.0,265000.0,265000.0,0.0
4934,4000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
4938,538525923.0,0.0,0.0,0.0,60000.0,60000.0,0.0
4960,20660653058.0,0.0,0.0,0.0,5420000.0,5420000.0,0.0
4963,14199406.0,0.0,0.0,0.0,80000.0,80000.0,0.0
4970,300000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
4971,311700000.0,0.0,0.0,0.0,1860000.0,1860000.0,0.0
4977,7821498813.0,0.0,0.0,0.0,33760000.0,33760000.0,0.0
4996,893543506.0,0.0,0.0,0.0,510000.0,510000.0,0.0
4997,500000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
5019,1116198599.0,0.0,0.0,0.0,260000.0,260000.0,0.0
5031,9500000.0,0.0,0.0,0.0,50000.0,50000.0,0.0
5032,15000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
5034,1500000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
5037,4221450.0,0.0,0.0,0.0,20000.0,20000.0,0.0
5054,1333150089.0,0.0,0.0,0.0,1520000.0,1520000.0,0.0
5057,47469496613.0,0.0,0.0,0.0,13065000.0,13065000.0,0.0
5058,101499005773.0,0.0,0.0,0.0,33310000.0,33310000.0,0.0
5059,32879966.0,0.0,0.0,0.0,0.0,0.0,0.0
5078,6955525152.0,0.0,0.0,0.0,430000.0,430000.0,0.0
5080,48000000.0,0.0,0.0,0.0,260000.0,260000.0,0.0
5084,283834400.0,0.0,0.0,0.0,440000.0,440000.0,0.0
5095,136001495.0,0.0,0.0,0.0,230000.0,230000.0,0.0
5107,24125331705.0,42703.0,0.0,0.0,271488.0,314191.0,0.0
5116,7900000.0,0.0,0.0,0.0,60000.0,60000.0,0.0
5136,10000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
5151,43883964881.0,683890349.0,257169454.0,0.0,29736783.0,970796586.0,0.0
5153,1000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
5161,361953881.0,0.0,0.0,0.0,360000.0,360000.0,0.0
5162,50000000.0,0.0,0.0,0.0,2630000.0,2630000.0,0.0
5168,14000000.0,0.0,0.0,0.0,140000.0,140000.0,0.0
5171,132433464.0,0.0,0.0,0.0,80000.0,80000.0,0.0
5177,724209632.0,133445.0,0.0,0.0,312256.0,445701.0,0.0
5186,33000000.0,0.0,0.0,0.0,30000.0,30000.0,0.0
5189,6000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
5199,130661821.0,718483.0,0.0,0.0,174970.0,893453.0,0.0
5201,556673088.0,0.0,0.0,0.0,80000.0,80000.0,0.0
5204,853693252.0,0.0,0.0,0.0,120000.0,120000.0,0.0
5207,1500000.0,0.0,0.0,0.0,20000.0,20000.0,0.0
5210,2000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
5225,331566700.0,0.0,0.0,0.0,160000.0,160000.0,0.0
5247,8242800.0,0.0,0.0,0.0,80000.0,80000.0,0.0
5248,22000000.0,0.0,0.0,0.0,60000.0,60000.0,0.0
5254,1000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
5271,9000000.0,0.0,0.0,0.0,60000.0,60000.0,0.0
5273,374416213.0,748832.0,0.0,0.0,22464.0,771296.0,0.0
5277,134440002014.0,0.0,0.0,0.0,14215000.0,14215000.0,0.0
5284,5626850468.0,795039.0,0.0,0.0,949248.0,1744287.0,0.0
5285,62410297.0,0.0,0.0,0.0,10000.0,10000.0,0.0
5286,49933198485.0,0.0,0.0,0.0,2100000.0,2100000.0,0.0
5305,11500000.0,0.0,0.0,0.0,30000.0,30000.0,0.0
5315,12000000.0,0.0,0.0,0.0,40000.0,40000.0,0.0
5324,102724283.0,0.0,0.0,0.0,40000.0,40000.0,0.0
5327,1739690.0,0.0,0.0,0.0,40000.0,40000.0,0.0
5349,125116853.0,215404.0,0.0,0.0,197380.0,412784.0,0.0
5350,2908088806.0,0.0,0.0,0.0,2160000.0,2160000.0,0.0
5358,3163891.0,167223.0,0.0,0.0,10000.0,177223.0,0.0
5363,13500000.0,0.0,0.0,0.0,110000.0,110000.0,0.0
5375,18886857.0,149762.0,0.0,0.0,75961.0,225723.0,0.0
5379,70682349712.0,64734782.0,0.0,0.0,27355000.0,92089782.0,0.0
5389,24409153.0,0.0,0.0,0.0,10000.0,10000.0,0.0
5399,218000000.0,0.0,0.0,0.0,150000.0,150000.0,0.0
5402,61989716.0,5896593.0,0.0,0.0,3826038.0,9722631.0,0.0
5407,4000000.0,0.0,0.0,0.0,30000.0,30000.0,0.0
5418,19195800.0,0.0,0.0,0.0,0.0,0.0,0.0
5420,7012231600.0,0.0,0.0,0.0,3760000.0,3760000.0,0.0
5429,744251400.0,0.0,0.0,0.0,500000.0,500000.0,0.0
5430,57919630.0,297396.0,0.0,0.0,40000.0,337396.0,0.0
5441,4000000.0,0.0,0.0,0.0,30000.0,30000.0,0.0
5442,197892454.0,0.0,0.0,0.0,620000.0,620000.0,0.0
5462,25210200.0,0.0,0.0,0.0,60000.0,60000.0,0.0
5463,56734591946.0,0.0,0.0,0.0,4740000.0,4740000.0,0.0
5466,856901085415.0,0.0,0.0,0.0,28360000.0,28360000.0,0.0
5468,18969079975.0,0.0,0.0,0.0,3000000.0,3000000.0,0.0
5478,8728500.0,0.0,0.0,0.0,20000.0,20000.0,0.0
5486,65435545.0,0.0,0.0,0.0,400000.0,400000.0,0.0
5487,6000000.0,0.0,0.0,0.0,60000.0,60000.0,0.0
5489,2882427844.0,0.0,0.0,0.0,170000.0,170000.0,0.0
5509,1525617321.0,0.0,0.0,0.0,10000.0,10000.0,0.0
5514,1000000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
5517,716131017.0,0.0,0.0,0.0,1350000.0,1350000.0,0.0
5531,1107655385.0,658921.0,0.0,0.0,385456.0,1044377.0,0.0
5532,750000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
5545,8400000.0,0.0,0.0,0.0,50000.0,50000.0,0.0
5549,7969260335.0,0.0,0.0,0.0,4100000.0,4100000.0,0.0
5553,600000.0,0.0,0.0,0.0,10000.0,10000.0,0.0
5555,4621902.0,544064.0,0.0,0.0,359852.0,903916.0,0.0
5569,79031167.0,0.0,0.0,0.0,50000.0,50000.0,0.0
5570,2035048585.0,0.0,0.0,0.0,7980000.0,7980000.0,0.0
5572,3611802170.0,0.0,0.0,0.0,850000.0,850000.0,0.0
5584,1070555464.0,0.0,0.0,0.0,120000.0,120000.0,0.0
5585,104600000.0,0.0,0.0,0.0,430000.0,430000.0,0.0
5590,11577837712.0,0.0,0.0,0.0,4140000.0,4140000.0,0.0
5605,48000000.0,0.0,0.0,0.0,280000.0,280000.0,0.0
5610,616425.0,24698.0,0.0,0.0,10000.0,34698.0,0.0
5620,8208955730.0,0.0,0.0,0.0,4130000.0,4130000.0,0.0
5628,323239502.0,1024662.0,0.0,0.0,1521332.0,2545994.0,0.0
5633,128934982.0,0.0,0.0,0.0,20000.0,20000.0,0.0
5686,6000000.0,0.0,0.0,0.0,20000.0,20000.0,0.0
