,ADB_MNTORD,target,GROUP
6006,379895918.0,17.972915439947425,1
6016,21360000.0,14.25548851975386,1
6017,13844562.0,14.274939092482528,1
6020,70599764.0,16.10566480717512,1
6021,667346025.0,0.0,0
6023,3601057.0,17.348443787892215,1
6024,1069998.0,0.0,0
6029,641019218.0,17.513200213032206,1
6031,96625337.0,14.7074376931164,1
6033,998000.0,18.453083178847123,1
6034,165247098.0,14.227740069157234,1
6035,29955938.0,17.129793103431133,1
6036,14665958854.0,17.317771958546768,1
6046,995366.0,0.0,0
6050,2860978.0,16.109164789269823,1
6052,4253392928.0,0.0,0
6055,9510100.0,13.804185672844088,1
6061,13093400.0,13.821314681404404,1
6064,2419200.0,13.169863185612948,1
6067,310219570.0,0.0,0
6069,45920000.0,18.369148368355606,1
6073,67777602.0,17.94063894847605,1
6085,307212763.0,17.4541357829385,1
6086,847352877.0,14.683380917287648,1
6087,178717814.0,0.0,0
6088,40464201.0,15.991738915956653,1
6095,129533200.0,0.0,0
6103,2813281176.0,0.0,0
6106,42805527.0,14.75793325630574,1
6119,944000.0,17.734390739132227,1
6136,87498173.0,16.238575491410028,1
6142,3710048.0,15.405865136348769,1
6143,164317049.0,0.0,0
6145,1656880.0,0.0,0
6146,1699993.0,15.970493731117015,1
6148,8439999.0,0.0,0
6155,21500000.0,14.06673609340544,1
6165,33969874.0,16.23674133664737,1
6176,14102617.0,0.0,0
6179,31128554.0,12.873743031109091,1
6188,171145201.0,15.81910656110355,1
6193,5725478.0,16.95579493490523,1
6198,7235000.0,0.0,0
6199,30124173.0,16.303577209682924,1
6204,45210030.0,14.694630122929606,1
6208,196988.0,14.237585620508854,1
6211,509680.0,18.563676226709443,1
6221,407867173.0,0.0,0
6223,733155264.0,0.0,0
6224,9194387.0,0.0,0
6227,15623500.0,0.0,0
6231,639000.0,16.34300204754735,1
6233,15056148434.0,0.0,0
6239,84745222.0,16.042179799421195,1
6241,90000.0,13.813931311610936,1
6245,572914682.0,0.0,0
6248,32600000.0,15.723922498075211,1
6249,134220873.0,0.0,0
6252,20826462.0,13.745745602783115,1
6253,5022000.0,0.0,0
6264,349495181.0,17.873739947845507,1
6273,500000.0,15.190995962217158,1
6276,253979727.0,13.277620302259717,1
6278,11047160.0,14.972343325910744,1
6281,430400842.0,19.39856813141796,1
6284,25433120.0,20.1372433617461,1
6287,111759923.0,0.0,0
6290,5900000.0,13.7490159916838,1
6296,1398102786.0,0.0,0
6298,146985500.0,16.425330025259832,1
6301,9072782.0,15.045662674073515,1
6303,9113431.0,16.249963473116487,1
6304,2392000.0,14.724415683266427,1
6308,299537.0,16.29090157740315,1
6312,1233530594.0,0.0,0
6320,118362528.0,14.28098394112348,1
6330,9154759.0,16.37728356848043,1
6332,2300000.0,0.0,0
6339,262518524.0,18.573882848309847,1
6343,538438165.0,15.914651780465011,1
6347,2288880.0,16.26404968703818,1
6349,6074900.0,15.08705266097806,1
6353,3398054117.0,0.0,0
6355,586989601.0,0.0,0
6358,7830000.0,17.480524584775733,1
6360,95892995.0,14.235066587753254,1
6361,2340000.0,20.2903245116253,1
6363,88228087.0,15.11012922652218,1
6372,147210137.0,16.838498400829796,1
6374,757965605.0,18.54680744312517,1
6376,674710624.0,16.83231592593901,1
6378,332347103.0,0.0,0
6379,3010905873.0,0.0,0
6381,431761564.0,0.0,0
6387,9076975.0,16.418242094384745,1
6390,122159613.0,0.0,0
6405,2053200.0,14.96061958926919,1
6406,800000.0,11.407576060361786,1
6407,25770409.0,15.744551213876582,1
6413,20773357.0,0.0,0
6419,15092200.0,13.710558847623055,1
6427,487806.0,14.132422737866685,1
6433,20826428.0,0.0,0
6443,15534624.0,19.082288597826352,1
6456,1345948343.0,0.0,0
6466,2609871109.0,0.0,0
6475,41182962.0,0.0,0
6480,67648829.0,0.0,0
6482,13169500.0,18.678318958216984,1
6483,49431590.0,0.0,0
6492,224719348.0,0.0,0
6494,10800525.0,16.412030136275774,1
6498,1140900.0,0.0,0
6508,53896500.0,15.229116294841056,1
6509,19266450.0,0.0,0
6515,567215.0,12.688501881189456,1
6516,5868506.0,0.0,0
6518,13551893.0,9.294313805752363,1
6521,21350200.0,18.071985321639193,1
6523,1827000.0,13.491681656466337,1
6524,3644553940.0,17.426267917179945,1
6530,728197799.0,18.23178866849989,1
6532,600207850.0,16.452687907237667,1
6534,22007000.0,16.03001442916149,1
6535,2217258396.0,0.0,0
6536,34324858.0,15.476211004312827,1
6544,4130000.0,16.968979260570144,1
6546,30539544.0,15.354220165345895,1
6556,461876433.0,16.149655362666053,1
6562,2413245021.0,0.0,0
6563,216047800.0,17.193183531086586,1
6565,17563622.0,0.0,0
6570,122474688.0,15.267181760607988,1
6575,92525471.0,16.31097750105537,1
6577,903998.0,18.57411235102305,1
6579,173870418.0,16.379955403565713,1
6582,24116306.0,18.621020673808516,1
6584,12504460.0,13.404937426087375,1
6588,403254.0,0.0,0
6591,250002.0,13.822522913826097,1
6592,1500000.0,13.639708502959113,1
6603,500000.0,14.92289988218301,1
6605,1526829316.0,0.0,0
6607,6174523931.0,20.827286609148622,1
6608,37407970.0,14.911759055077109,1
6617,94600.0,14.469099008249588,1
6625,216097867.0,13.597536123715065,1
6626,6421675.0,13.794878166509012,1
6628,1120000.0,14.979476348083265,1
6629,529366632.0,0.0,0
6630,219480.0,15.176547365694788,1
6634,14410042.0,18.243397461710867,1
6636,36659000.0,14.692853787359713,1
6638,75241358.0,16.589965475278294,1
6646,3250800.0,15.971146527562954,1
6647,44132000.0,0.0,0
6652,44983360.0,0.0,0
6657,4992250.0,13.742292343704724,1
6658,400000.0,16.272686319690546,1
6659,814873618.0,17.19709662202938,1
6661,164861001.0,0.0,0
6664,119922858.0,15.241263584693744,1
6667,311056056.0,18.14672939879719,1
6674,15000000.0,12.887076392143426,1
6676,19464454.0,17.782720254664373,1
6678,866594395.0,0.0,0
6687,167991768.0,16.359268336290153,1
6694,426176616.0,13.990316442716566,1
6700,107055403.0,15.559026813418255,1
6701,722236.0,16.094126369201113,1
6702,364000.0,15.068369236165035,1
6709,267174121.0,0.0,0
6717,371127182.0,15.9995080417194,1
6731,145324846.0,16.292753835647606,1
6734,24103515.0,0.0,0
6736,28851850.0,13.238399109637024,1
6739,41661723.0,16.357927730890765,1
6740,94087087.0,0.0,0
6745,136775000.0,0.0,0
6746,781400.0,17.077757126530287,1
6753,162473288.0,0.0,0
6754,429048.0,0.0,0
6755,1501400915.0,0.0,0
6777,2550075.0,15.095341573310472,1
6782,217208500.0,0.0,0
6785,10226000.0,16.511343025597736,1
6793,127764008.0,16.729989174274493,1
6795,8907478.0,0.0,0
6799,379140000.0,0.0,0
6800,4643672426.0,16.66659305813581,1
6818,2571786384.0,0.0,0
6820,111741000.0,16.10353455082654,1
6821,170711160.0,0.0,0
6824,24213600.0,0.0,0
6825,9000000.0,0.0,0
6827,2906806.0,13.813480498787793,1
6829,12980200.0,17.03918349825342,1
6837,1004429177.0,17.53088047098857,1
6839,7816647.0,9.591922539621017,1
6840,1122660.0,20.272056970409185,1
6846,19080600.0,16.72671230195304,1
6850,29969531.0,0.0,0
6856,888444892.0,0.0,0
6860,59909225.0,15.532496371982337,1
6861,89586396.0,0.0,0
6862,21772800.0,13.19549673191539,1
6865,2339794.0,0.0,0
6867,13826466.0,12.588610248994634,1
6873,8198400.0,13.861467187654377,1
6880,2663194.0,12.557144923807792,1
6891,270000.0,15.275996851998796,1
6895,439429796.0,0.0,0
6897,162000.0,17.868869240709934,1
6902,27977700.0,17.154512059029198,1
6903,34214733.0,14.03754869853709,1
6911,124827873.0,0.0,0
6912,4269319634.0,0.0,0
6915,10045478.0,0.0,0
6917,43285253.0,15.467021074580266,1
6929,39632000.0,14.863251919175713,1
6930,603817402.0,0.0,0
6934,1222000.0,17.24608989775301,1
6937,159229176.0,12.94606047213577,1
6944,33773460.0,14.932211260405708,1
6945,189705167.0,0.0,0
6954,21089813.0,14.961275162323457,1
6957,157833643.0,16.688700268509887,1
6963,3020265.0,13.134274161550154,1
6971,1865513311.0,18.709676393284152,1
6975,22176000.0,0.0,0
6976,57000000.0,17.307360958338098,1
6997,159681388.0,15.83776700897775,1
6998,57290347.0,16.136430534979464,1
6999,26969441.0,16.04663584623508,1
7002,9440000.0,17.425217088532765,1
7003,404290087.0,0.0,0
7005,9597939.0,12.802783262153303,1
7014,756820206.0,0.0,0
7017,15834805.0,14.697408583083078,1
7024,19215920.0,15.353515194975165,1
7028,64111874.0,12.913381573496213,1
7029,5500400.0,14.780090376108346,1
7030,871034510.0,18.64506653137171,1
7033,127440.0,0.0,0
7034,59600176.0,0.0,0
7039,453710677.0,0.0,0
7042,10779300.0,15.504505398561687,1
7050,96221714.0,14.862562499045444,1
7055,560000.0,0.0,0
7056,274309290.0,16.855445967531907,1
7057,424666656.0,16.102049497272187,1
7065,21827301.0,13.971932941232538,1
7066,37647752.0,15.520219194878896,1
7069,5707901.0,14.042183075147245,1
7075,7583446.0,14.172656890781811,1
7077,2555863426.0,0.0,0
7079,19166976.0,0.0,0
7080,321316946.0,0.0,0
7081,25958050.0,19.000034227103942,1
7088,883639443.0,15.819710504413251,1
7089,6495664.0,17.84413472758045,1
7092,305759243.0,17.105973566180374,1
7093,2497158566.0,0.0,0
7097,504644400.0,0.0,0
7098,107853080.0,16.44465289610192,1
7101,1203000.0,12.102116698559318,1
7107,103383264.0,14.193422198469351,1
7112,112487736.0,13.685751469815385,1
7114,123165902.0,16.004227492161654,1
7116,388547889.0,14.074793927498998,1
7123,379325925.0,0.0,0
7126,129277378.0,15.805911574415882,1
7127,2400000.0,16.588341938260207,1
7128,7671000.0,0.0,0
7135,784542524.0,18.671738133646127,1
7144,354042468.0,18.285209963358728,1
7146,1076369350.0,18.246160307141285,1
7147,413491328.0,13.711864127977446,1
7148,564983418.0,0.0,0
7152,2990040.0,15.182439361259206,1
7156,1500932217.0,0.0,0
7157,736842700.0,14.873513329537204,1
7168,6580260.0,0.0,0
7173,62474912.0,16.544842226979174,1
7175,166842449.0,18.223190952934143,1
7176,131000.0,16.053581236196855,1
7181,9027000.0,0.0,0
7183,3043556625.0,0.0,0
7185,9801822.0,17.906420093899666,1
7191,47440411.0,15.577316018533685,1
7195,116330190.0,16.42153209403203,1
7203,2939734.0,0.0,0
7205,133020797.0,16.221969151557072,1
7206,10856000.0,17.949236076910225,1
7210,295571326.0,18.615472399859886,1
7213,11534823.0,16.477653006753794,1
7214,75484895.0,0.0,0
7217,376561093.0,17.052021564876107,1
7218,743808.0,17.663504992208267,1
7219,12179945.0,0.0,0
7222,80040.0,17.742782524745824,1
7228,2496880.0,0.0,0
7237,238239150.0,0.0,0
7240,1865590756.0,19.13614050218717,1
7244,854000.0,17.197290060305253,1
7247,1804147603.0,0.0,0
7249,191302656.0,15.744878057360252,1
7256,20376202.0,17.30819098711174,1
7260,217167171.0,16.766731383075356,1
7262,29321930.0,11.057581850663242,1
7268,683497642.0,18.123908372980228,1
7269,1114664226.0,15.048956141414394,1
7275,987742235.0,0.0,0
7280,17577592.0,14.210833743533422,1
7287,232572218.0,16.203926222738463,1
7290,27992800.0,15.267146164827116,1
7291,2124000.0,15.018335703982274,1
7293,265435236.0,17.123443598998612,1
7297,700000.0,16.769212138065676,1
7300,49675031.0,15.147553041877144,1
7303,9000000.0,15.396075426970498,1
7315,13135018.0,13.107846515802652,1
7318,11687820.0,0.0,0
7322,19671528.0,15.683841640659493,1
7324,273615022.0,0.0,0
7328,65288350.0,16.57826337842863,1
7333,1344256.0,19.84328780318005,1
7336,7362207.0,11.844097968496538,1
7346,186732042.0,14.86864733293442,1
7357,57247000.0,16.119649642887165,1
7360,1619484.0,14.529836868985472,1
7370,2725507.0,15.227244813365619,1
7372,122191717.0,16.740789036258807,1
7373,3248000.0,17.187230758387134,1
7377,5981375.0,16.86766215285218,1
7387,15354512.0,18.07940594948958,1
7394,130390.0,14.385022927076411,1
7401,71430016.0,15.916233902029068,1
7404,15840477.0,17.234747052059642,1
7406,2796062246.0,19.583482983639538,1
7413,65888369.0,10.867253298434472,1
7418,20311834161.0,18.290746303104985,1
7420,300456382.0,16.844455097357702,1
7423,902616111.0,15.853195814643732,1
7433,109857285.0,15.516580074349468,1
7439,182652217.0,17.538482502190654,1
7440,6370000.0,15.74061504828409,1
7444,2624962.0,18.179672451676737,1
7445,2797987.0,15.22176586718028,1
7449,151963390.0,0.0,0
7455,3598320.0,15.66181755414999,1
7456,2144875.0,0.0,0
7470,1108000.0,16.356807465524767,1
7474,20526967.0,13.230514395984784,1
7475,854698568.0,17.810020401743635,1
7481,16528712.0,16.483377796432965,1
7484,554904438.0,15.274255804742406,1
7488,34396000.0,0.0,0
7489,49858492.0,16.112022245109934,1
7499,14151982.0,17.137095486602313,1
7504,236051204.0,0.0,0
7507,282450394.0,0.0,0
7519,474865640.0,0.0,0
7521,1708079060.0,0.0,0
7529,325302826.0,0.0,0
7532,25924780.0,17.044678675012182,1
7533,170000.0,13.776105267777698,1
7545,614308469.0,17.86572857442379,1
7546,58636919568.0,22.55029366360101,1
7550,329500.0,18.228305893724773,1
7552,36797668.0,14.518593217781957,1
7554,401089252.0,17.121091793019033,1
7564,6213029040.0,0.0,0
7571,2040630.0,17.2970379906283,1
7578,4492500.0,13.379979464018707,1
7579,7696000.0,15.095694955994091,1
7581,9907864.0,15.921719387874164,1
7584,13635089.0,13.269965807019506,1
7585,129800.0,14.089983523013725,1
7595,155465765.0,14.850295539189053,1
7600,17410714.0,15.424239218939011,1
7604,6225893.0,15.20369438292258,1
7606,16215704.0,18.605419294129764,1
7608,227720141.0,18.255345275258748,1
7610,411655602.0,0.0,0
7616,168295009.0,16.71208564646907,1
7618,319108880.0,0.0,0
7620,945000.0,15.70800546364172,1
7621,13798000.0,16.791108489210743,1
7622,35783248.0,17.20578274307941,1
7624,1666515735.0,17.934883562558475,1
7627,240000.0,15.885336012925148,1
7637,5108711236.0,0.0,0
7640,35023300.0,16.97662001481407,1
7642,671875.0,14.950599092048789,1
7645,567598.0,16.742574032514153,1
7648,649160.0,14.111621259513695,1
7651,424022688.0,0.0,0
7653,75600305.0,0.0,0
7656,135438441.0,15.687340888315706,1
7659,489901146.0,18.020154668716028,1
7660,39693538.0,14.710728408110585,1
7665,3363120.0,14.682751371935913,1
7668,764927325.0,0.0,0
7685,40912558.0,0.0,0
7687,127149720.0,0.0,0
7695,48455980.0,0.0,0
7706,28231377.0,14.297824972571425,1
7707,17068947775.0,0.0,0
7711,3920000.0,14.911920757145412,1
7713,416035780.0,16.819373785536396,1
7720,2490000.0,8.469262657658687,1
7732,178797922.0,17.94467406037695,1
7734,213054566.0,17.110069719162468,1
7737,3797240.0,13.867154740783276,1
7743,8061400.0,16.309846198110638,1
7745,17292800.0,20.348524603090613,1
7746,2695525966.0,17.720521637196704,1
7749,472000.0,13.463810362277775,1
7751,1050000.0,19.255565553064038,1
7753,1593954.0,18.57325121018523,1
7762,45249460.0,15.712272928913913,1
7763,25037697479.0,0.0,0
7764,416992680.0,17.53044649904699,1
7765,350000.0,0.0,0
7767,82825.0,15.146985943094881,1
7769,528501119.0,0.0,0
7772,186701546.0,17.935760590463353,1
7773,977040.0,0.0,0
7774,53190034.0,15.175921310038998,1
7775,10350000.0,13.579038576438732,1
7781,795191336.0,13.54104476447511,1
7783,1007044623.0,16.774995772669286,1
7784,22560000.0,16.91443924218919,1
7786,101116692.0,16.60365872675162,1
7792,49923377.0,0.0,0
7803,1382805555.0,18.074267129177912,1
7810,14180532.0,0.0,0
7820,9502080.0,0.0,0
7821,250000.0,17.244441841503786,1
7838,494998.0,15.802672049356875,1
7842,4472000.0,9.35755275165657,1
7849,286034180.0,16.732591376437206,1
7856,302796466.0,15.688287336710241,1
7859,256291277.0,15.76809708461468,1
7860,171587061.0,0.0,0
7872,60452950.0,16.037063237020405,1
7878,1040433511.0,0.0,0
7879,79272512.0,16.376620477284106,1
7881,118425425.0,16.631113031070615,1
7882,104572814.0,15.392356887924466,1
7883,19748451.0,14.053791754800345,1
7896,3295740.0,0.0,0
7897,24028188.0,15.734793030543,1
7901,1074298789.0,16.330765908297984,1
7905,1036520247.0,0.0,0
7907,31241371.0,0.0,0
7911,84509240.0,16.882119986627277,1
7914,144980436.0,16.122133786702413,1
7915,797480.0,16.204189490472487,1
7919,240052285.0,0.0,0
7929,2046848.0,15.04226067845619,1
7933,108587048.0,16.421507509112047,1
7940,99291600.0,15.715902135350484,1
7942,921520.0,15.151276332233259,1
7949,88345264.0,0.0,0
7951,30067644.0,15.424959670335655,1
7965,22698920.0,0.0,0
7966,300000.0,13.909279550749767,1
7971,92352475.0,16.97416119123317,1
7975,86482000.0,0.0,0
7985,958318931.0,0.0,0
7989,1000000.0,17.36565197408401,1
7996,660000.0,13.720425952716095,1
7997,120076840.0,17.481054059433433,1
8000,391397866.0,17.808580763317725,1
8011,13565249.0,13.895665567024084,1
8015,12645000.0,14.733745798056328,1
8017,344750054.0,0.0,0
8023,2932712.0,18.85266652930743,1
8032,799750.0,18.233154980737226,1
8034,7616000.0,14.515914841933643,1
8040,692797740.0,0.0,0
8042,120448698.0,17.14502334154885,1
8045,1489600.0,16.511032675996347,1
8047,26853059.0,15.258002816220047,1
8050,29664800.0,19.968367578982093,1
8051,2261684706.0,17.250772465798825,1
8055,22541835.0,0.0,0
8058,380000.0,14.906199203991866,1
8064,8374721.0,18.37934787937689,1
8065,1639435902.0,15.358285667905312,1
8067,1167025434.0,15.087190888074186,1
8079,10972383.0,16.308162468961328,1
8082,375841279.0,18.176932121219792,1
8083,26101600.0,15.197194557681765,1
8090,15991177.0,13.798029653382866,1
8091,2242000.0,0.0,0
8102,1640790669.0,0.0,0
8104,344562040.0,0.0,0
8106,653400.0,17.231586272921213,1
8107,889415421.0,17.146581926376776,1
8110,107780.0,14.561720192026485,1
8112,104095408.0,0.0,0
8113,3696000.0,15.552492071928992,1
8119,36957600.0,17.623368444074718,1
8121,14831178.0,0.0,0
8122,3052800.0,0.0,0
8125,90600.0,14.87460243524074,1
8127,72657772.0,16.782068005048586,1
8131,413000.0,0.0,0
8133,60000000.0,0.0,0
8134,9872000.0,16.335629979958018,1
8135,45973120.0,15.284354251777403,1
8141,129026204.0,16.789903713424426,1
8142,25889790.0,15.400385249436546,1
8148,1472835470.0,16.4460340059455,1
8149,1598453084.0,0.0,0
8153,22501564.0,0.0,0
8164,13995008.0,0.0,0
8167,587766300.0,0.0,0
8169,353500.0,17.2184913484072,1
8172,210533053.0,15.110663114520015,1
8179,1992969.0,15.841863774099041,1
8189,107618005.0,14.99960733630041,1
8192,87840000.0,0.0,0
8193,13452000.0,18.054738087123802,1
8199,1236776487.0,0.0,0
8200,338884639.0,12.379387093164153,1
8201,2687632511.0,0.0,0
8208,4001760.0,11.700624205431142,1
8210,1610600.0,15.068083222638734,1
8211,628560467.0,0.0,0
8212,67919981.0,0.0,0
8213,615871597.0,0.0,0
8217,188834419.0,15.436741261294978,1
8220,41697914.0,15.66564899215291,1
8221,138773240.0,18.775467652673786,1
8224,181419775.0,16.696170530997357,1
8225,114795717.0,16.23274712171305,1
8227,8469839.0,16.142624054945244,1
8241,126695982.0,15.41633891430488,1
8252,389249343.0,17.67679866044377,1
8260,12773122.0,14.10030295933523,1
8261,3930000.0,13.303837908906956,1
8267,9608929.0,15.321398980509628,1
8268,14011147847.0,0.0,0
8280,4241208989.0,0.0,0
8283,174971302.0,0.0,0
8290,28382397.0,0.0,0
8291,147295736.0,15.73631943236682,1
8292,35337446.0,16.5334751816842,1
8293,304102958.0,0.0,0
8294,12389229.0,17.962596673673588,1
8299,41246434.0,13.841953832373559,1
8300,5982821.0,15.992234424400644,1
8304,101961625.0,18.187156031866106,1
8309,126653332.0,15.74842418838676,1
8312,550958880.0,0.0,0
8323,140279137.0,14.830999899889555,1
8334,62278097.0,10.830757788453289,1
8335,134260250.0,14.085846044579336,1
8349,1727783976.0,0.0,0
8351,509164878.0,13.208342888870463,1
8353,990102158.0,0.0,0
8357,25154916.0,0.0,0
8371,17264320.0,12.725283018830558,1
8372,29291605.0,14.214626888499836,1
8384,114646206.0,16.380459992348886,1
8386,55356054.0,16.670766464002224,1
8388,545200.0,16.92715772327996,1
8395,17999750.0,14.077922513602214,1
8396,122920600.0,16.74673636320033,1
8403,47207640.0,0.0,0
8406,92586668.0,16.463342917003946,1
8407,551029841.0,0.0,0
8408,2971492.0,17.36928332218136,1
8413,8720493.0,0.0,0
8417,4500000.0,0.0,0
8420,333960.0,15.855829831644945,1
8422,494406191.0,16.048581893833994,1
8423,763730492.0,16.639707256324115,1
8424,5765480.0,15.02367745477545,1
8430,1234832562.0,19.87280341594832,1
8436,38106918.0,15.04759315405791,1
8446,212698004.0,16.60192396485828,1
8450,52021220.0,0.0,0
8452,1947000.0,14.792517389823551,1
8461,11769180.0,0.0,0
8477,413382313.0,16.738695686793267,1
8479,16571886.0,13.891834359069057,1
8481,118955.0,11.407331588752614,1
8482,681265690.0,16.381279195109155,1
8486,24419000.0,17.828461859259555,1
8487,69188293.0,15.541426299087052,1
8490,3810748.0,16.599215082621413,1
8491,134094900.0,14.170104037157472,1
8501,25027800.0,0.0,0
8507,15000000.0,0.0,0
8512,3719304.0,17.577460694647346,1
8515,4370000.0,17.10115383056654,1
8516,2474000.0,12.576784114901635,1
8517,1550278383.0,0.0,0
8519,1527000.0,15.724404111584642,1
8524,94482200.0,16.12914379483578,1
8525,1708302689.0,0.0,0
8526,584100.0,0.0,0
8530,109499269.0,15.544563427062366,1
8533,2602996216.0,18.717623780986106,1
8535,45389927.0,14.16881603160839,1
8539,109394682.0,15.337933747948606,1
8540,82520.0,15.247261915368686,1
8544,1093024266.0,16.54153197178421,1
8545,826000.0,14.651385712657698,1
8546,242856900.0,17.649953419451695,1
8550,524999.0,0.0,0
8552,15502121.0,17.44830261273272,1
8554,34658909.0,0.0,0
8560,139438400.0,17.292664773010987,1
8568,10930000.0,15.037912988628278,1
8569,82609643.0,14.637225080611787,1
8572,14032093.0,0.0,0
8577,62960000.0,15.724418046453659,1
8581,1042188772.0,0.0,0
8591,50979392.0,13.96950551138109,1
8594,1499999.0,16.947706514524132,1
8599,742242410.0,14.58224503943791,1
8600,30346234.0,15.701518431391172,1
8605,108774388.0,0.0,0
8608,57624.0,14.265257907028918,1
8613,1344822522.0,0.0,0
8615,1170000.0,13.702746033488618,1
8617,8172260.0,0.0,0
8629,34907930563.0,0.0,0
8630,480000.0,18.7788237847094,1
8636,15383040.0,16.093445209978714,1
8641,865000.0,17.221942813732323,1
8645,3150000.0,17.493689363807313,1
8651,307985.0,18.687673572379488,1
8658,15770342451.0,20.04663479693959,1
8662,6150000.0,13.742505362144534,1
8670,1999960.0,17.378316086153948,1
8672,931160.0,14.571928737945434,1
8673,27659285.0,15.612157563703036,1
8675,11936250.0,13.721630554969373,1
8676,7522381780.0,18.78133920713246,1
8682,116388482.0,11.604382777459021,1
8685,25510340.0,16.816045231513563,1
8686,8501000.0,15.907437950970529,1
8692,124146054.0,13.838468984796547,1
8695,8576937.0,0.0,0
8696,59300480.0,0.0,0
8697,2419690726.0,17.723597507276803,1
8700,278768.0,17.077973664020842,1
8704,535648432.0,16.380735800442967,1
8705,228367449.0,15.338914651806435,1
8711,6970827.0,13.52365311410201,1
8713,255626.0,0.0,0
8715,1995300.0,0.0,0
8720,139231633.0,16.306372688619028,1
8723,613870.0,17.676695849422874,1
8724,1000000.0,16.24799582116757,1
8730,59067065.0,16.013871378420607,1
8732,1772398210.0,19.420194539877997,1
8740,479544665.0,0.0,0
8743,223425000.0,0.0,0
8746,38818722.0,16.294343466539868,1
8748,174430280.0,0.0,0
8750,62889698.0,14.704921236543134,1
8752,740000.0,16.785577937665618,1
8753,274125.0,0.0,0
8756,617477082.0,0.0,0
8757,16706569.0,16.41541080097347,1
8758,308452753.0,15.510621819294196,1
8765,28937097.0,16.30209987460736,1
8769,417458973.0,0.0,0
8773,127510.0,15.77293332464635,1
8774,445194629.0,0.0,0
8778,378052332.0,0.0,0
8784,2043636.0,14.868722679923033,1
8793,18986959.0,0.0,0
8797,31566823.0,16.32546268490789,1
8801,20563200.0,15.274414376167655,1
8808,712161.0,0.0,0
8811,240600.0,14.957317065202918,1
8815,109858000.0,0.0,0
8817,146137616.0,0.0,0
8820,6264474.0,15.927400533555375,1
8823,20274500.0,15.055168602247713,1
8824,3524400.0,17.24967116676886,1
8837,419200.0,19.278412994820364,1
8838,690101540.0,0.0,0
8840,7792165.0,24.06739771474647,1
8841,62178821.0,16.023162799956527,1
8846,721306451.0,0.0,0
8848,119584159.0,15.318530729408073,1
8850,306989927.0,0.0,0
8851,13553466470.0,0.0,0
8852,1398252940.0,15.915645873868534,1
8854,953440.0,17.010431993688115,1
8855,8431383.0,18.44891047890912,1
8856,5228901959.0,0.0,0
8857,13736472.0,15.376346498519665,1
8865,58118122.0,14.66170366547954,1
8868,249840523.0,0.0,0
8870,52800791.0,15.033840306379766,1
8875,392000.0,17.919007162194738,1
8891,228425439.0,0.0,0
8893,9499610.0,16.535340438742608,1
8894,498000.0,0.0,0
8895,1008251266.0,0.0,0
8908,15180494.0,18.096629996218066,1
8911,1581842888.0,17.45508723529538,1
8912,245832208.0,17.246924777742056,1
8916,1704236516.0,18.68292301636375,1
8918,168699429.0,0.0,0
8924,5166630.0,14.919471185403154,1
8925,55921749.0,15.950911385094676,1
8926,64151828.0,14.642735294474395,1
8930,96017254.0,0.0,0
8933,19029270.0,15.077293580326312,1
8934,1000000.0,0.0,0
8935,13077847.0,11.793628238678794,1
8964,559575293.0,18.20498282995776,1
8965,20540000.0,14.678485319641721,1
8966,23149145.0,0.0,0
8969,203548495.0,16.71606589783628,1
8973,16052969.0,0.0,0
8975,14750000.0,13.618117595971,1
8976,5310000.0,17.706786463021928,1
8981,2204800.0,14.577049295924757,1
8985,520874773.0,15.977838030755201,1
8991,2415060735.0,0.0,0
8992,32489524.0,14.901268921091836,1
8996,881589992.0,0.0,0
9000,404139406.0,0.0,0
9010,279233365.0,0.0,0
9011,42194930.0,16.792022039922866,1
9020,340900517.0,16.057664098002892,1
9023,378666.0,15.065369026766946,1
9024,233004067.0,14.161450689424575,1
9026,669214716.0,15.637509180466886,1
9037,51598076.0,17.258605451570414,1
9040,854531826.0,0.0,0
9044,186558466.0,16.666558446275605,1
9045,25982302.0,0.0,0
9049,10886100.0,16.059163252773487,1
9050,120217923.0,16.04128933385181,1
9051,208131664.0,16.76618322515691,1
9071,2234700000.0,15.660202236158714,1
9073,30430500.0,0.0,0
9076,64484467.0,13.847849956780955,1
9080,4269771.0,0.0,0
9083,4428326.0,16.044824067395663,1
9089,13600000.0,16.907918623903676,1
9090,22165728.0,17.96188794188951,1
9091,279849104.0,16.95179224636427,1
9094,5151325.0,13.567050480716233,1
9096,437557272.0,0.0,0
9098,48891665.0,0.0,0
9100,13935200.0,15.919142390970327,1
9102,16385991.0,14.038478893929168,1
9104,3247556.0,17.31491543331192,1
9106,138821537.0,16.883697019066624,1
9110,94990000.0,15.781667213377915,1
9113,1389363.0,14.081632369386275,1
9115,1627139285.0,15.924235621280978,1
9126,15317472.0,17.162581935146974,1
9127,6500000.0,12.433686191515836,1
9129,9262047.0,15.472891418638866,1
9134,5765000.0,16.1406908459933,1
9143,23947090.0,13.367104023425947,1
9144,2602236036.0,16.325054371650925,1
9149,449292049.0,18.749322430254427,1
9159,1000000.0,0.0,0
9162,21962372.0,14.736846541127012,1
9165,272687137.0,16.6074893836985,1
9166,1506512006.0,0.0,0
9171,70482556.0,15.798402927605805,1
9173,614904305.0,0.0,0
9174,3680265.0,0.0,0
9176,293997.0,0.0,0
9180,1163936617.0,0.0,0
9185,306547073.0,16.09851723852411,1
9191,1526908005.0,17.457363680191634,1
