,CTR_OBLDIR,CTR_OBLACP,CTR_OBLRES,CTR_OBLFOP,CTR_OBLTFP,CTR_OBLDCO,CTR_OBLTVA,CTR_OBLTCL,target,GROUP
1996,4,2,2,2,2,1,2,3,18.394575600459774,1
1997,4,2,2,2,2,1,2,3,17.062865301238425,1
1998,4,2,2,2,2,1,2,3,18.089312426149693,1
1999,4,2,2,2,2,1,2,3,19.153741488934863,1
2000,4,2,2,2,2,1,2,3,14.68498050516754,1
2001,4,2,2,2,2,1,2,3,16.405137743666746,1
2002,4,2,2,2,2,1,2,3,16.87551828680705,1
2003,4,2,2,2,2,1,2,3,13.229925467816994,1
2004,4,2,2,2,2,1,2,3,0.0,0
2005,8,2,2,2,2,1,2,3,13.93218631414628,1
2006,4,2,2,2,2,1,2,3,14.981120840785112,1
2007,8,2,2,2,2,1,2,3,15.278270003920966,1
2008,4,2,2,2,2,1,2,3,15.79392675686394,1
2009,4,2,2,2,2,1,2,3,0.0,0
2010,4,2,2,2,1,2,2,3,0.0,0
2011,4,2,2,2,2,1,2,3,0.0,0
2012,1,1,2,2,2,1,2,1,0.0,0
2013,6,1,2,1,2,1,3,3,12.097323060124335,1
2014,4,2,2,2,2,1,2,3,0.0,0
2015,4,2,2,2,2,1,2,3,13.544631848266269,1
2016,4,2,2,2,2,1,2,3,19.380710883515466,1
2017,4,2,2,2,2,1,2,3,15.988068966804919,1
2018,8,2,2,2,2,1,2,3,13.104107752882069,1
2019,4,2,2,2,2,1,2,3,15.258589471379928,1
2020,4,2,2,2,2,1,2,3,15.449609862989213,1
2021,4,2,2,2,2,1,2,3,0.0,0
2022,4,2,2,2,2,1,2,3,19.55273284737874,1
2023,4,2,2,2,2,1,2,3,0.0,0
2024,4,2,2,2,2,1,2,3,17.507634866838156,1
2025,4,2,2,2,2,1,2,3,19.726336564717343,1
2026,4,2,2,2,2,1,2,3,15.21832471279345,1
2027,4,2,2,2,2,1,2,3,13.569427138355579,1
2028,4,2,2,2,2,1,2,3,13.822921032447868,1
2029,4,2,2,2,2,1,2,3,14.632284554873815,1
2030,4,2,2,2,2,1,2,3,15.529766578980073,1
2031,8,2,2,2,2,1,2,3,0.0,0
2032,4,2,2,2,2,1,2,3,13.890977891481828,1
2033,4,2,2,2,2,1,2,3,16.028702312075833,1
2034,4,2,2,2,2,1,2,3,14.64784647316895,1
2035,4,2,2,2,2,1,2,3,19.688510786145123,1
2036,4,2,2,2,2,1,2,3,16.4429284109225,1
2037,4,2,2,2,2,1,2,3,17.353207464651295,1
2038,4,2,2,2,2,1,2,3,15.034315125877454,1
2039,4,2,2,2,2,1,2,3,10.132772208607099,1
2040,4,2,2,2,2,1,2,3,16.568050961478207,1
2041,4,2,2,2,2,1,2,3,17.182174878245636,1
2042,4,2,2,2,2,1,2,3,13.891455342145449,1
2043,4,2,2,2,2,1,2,3,0.0,0
2044,4,2,2,2,2,1,2,3,16.20959174820653,1
2045,4,2,2,2,2,1,2,3,16.420863434705208,1
2046,4,2,2,2,2,1,2,3,0.0,0
2047,4,2,2,2,2,1,2,3,15.989622529397456,1
2048,8,2,2,2,2,1,2,3,13.146587587628513,1
2049,4,2,2,2,2,1,2,3,17.898489441534213,1
2050,4,2,2,2,2,1,2,3,15.707057743609216,1
2051,4,2,2,2,2,1,2,3,14.377323359268837,1
2052,4,2,2,2,2,1,2,3,0.0,0
2053,8,2,2,2,2,1,2,3,14.77135694689174,1
2054,8,2,2,2,2,1,2,3,14.494911693052106,1
2055,4,2,2,2,2,1,2,3,14.615574842070279,1
2056,4,2,2,2,2,1,2,1,18.437303566120587,1
2057,4,2,2,2,2,1,2,3,18.49848920370567,1
2058,6,2,2,1,1,1,3,3,0.0,0
2059,4,2,2,2,2,1,2,3,0.0,0
2060,4,2,2,2,2,1,2,3,15.326777602725475,1
2061,4,2,2,2,2,1,2,3,17.299998505754544,1
2062,4,2,2,2,2,1,2,3,14.937757664182437,1
2063,4,2,2,2,2,1,2,3,0.0,0
2064,4,2,2,2,2,1,2,3,0.0,0
2065,4,2,2,2,2,1,2,3,0.0,0
2066,4,2,2,2,2,1,2,3,16.317750612555624,1
2067,4,2,2,2,2,1,2,3,15.960549513082295,1
2068,4,2,2,2,2,1,2,3,0.0,0
2069,4,2,2,2,2,1,2,3,12.975175732618034,1
2070,4,2,2,2,2,1,2,3,0.0,0
2071,4,2,2,2,2,1,2,3,0.0,0
2072,8,2,2,2,2,1,2,3,13.043770285197075,1
2073,4,2,2,2,2,1,2,3,14.05894916433182,1
2074,8,2,2,2,2,1,2,3,16.92682299819497,1
2075,4,2,2,2,2,1,2,3,12.50607723298018,1
2076,4,2,2,2,2,1,2,3,17.041355084926344,1
2077,4,2,2,2,2,1,2,3,16.868188269902774,1
2078,4,2,2,2,2,1,2,3,0.0,0
2079,8,2,2,2,2,1,2,3,14.632820822762636,1
2080,4,2,2,2,2,1,2,3,16.826639639981714,1
2081,6,1,2,1,2,1,3,3,14.526541859997769,1
2082,4,2,2,2,2,1,2,3,13.726957993955814,1
2083,4,2,2,2,2,1,2,3,13.814010433339758,1
2084,4,2,2,2,2,1,2,3,16.457183036523322,1
2085,4,2,2,2,2,1,2,3,12.058088745304337,1
2086,6,1,2,1,2,1,3,3,16.4290452967239,1
2087,4,2,2,2,2,1,2,3,15.162253731330168,1
2088,4,2,2,2,2,1,2,3,11.076372085578823,1
2089,4,2,2,2,2,1,2,3,16.901310703497728,1
2090,4,2,2,2,2,1,2,3,17.725836103522234,1
2091,4,2,2,2,2,1,2,3,12.576842783841453,1
2092,4,2,1,1,1,1,2,3,13.451800928544413,1
2093,4,2,2,2,2,1,2,3,16.116637288063913,1
2094,4,2,2,2,2,1,2,3,0.0,0
2095,4,2,2,2,2,1,2,3,0.0,0
2096,5,1,2,2,2,1,2,3,0.0,0
2097,4,2,2,2,2,1,2,3,13.768264850507324,1
2098,4,2,2,2,2,1,2,3,16.083186868057602,1
2099,4,2,2,2,2,1,2,3,16.285539751862956,1
2100,4,2,2,2,2,1,2,3,14.391717659979633,1
2101,4,2,2,2,2,1,2,3,12.750328209780767,1
2102,4,2,2,2,2,1,2,3,16.970763197314074,1
2103,4,2,2,2,2,1,2,1,0.0,0
2104,4,2,2,2,2,1,2,3,0.0,0
2105,8,2,2,2,2,1,2,3,14.955678332082384,1
2106,4,2,2,2,2,1,2,3,18.21536989070113,1
2107,4,2,2,2,2,1,2,3,15.180501350939617,1
2108,4,2,2,2,2,1,2,3,0.0,0
2109,4,2,2,2,2,1,2,3,17.220365841339227,1
2110,4,2,2,2,2,1,2,3,14.490069543506555,1
2111,6,1,2,1,2,1,3,3,18.608981034114784,1
2112,4,2,2,2,2,1,2,3,15.766024379553187,1
2113,4,2,2,2,2,1,2,3,18.72203354965291,1
2114,4,2,2,2,2,1,2,3,0.0,0
2115,4,2,2,2,2,1,2,3,16.700758935957115,1
2116,4,2,2,2,2,1,2,3,16.817507914834106,1
2117,4,2,2,2,2,1,2,3,16.770812374920364,1
2118,4,2,2,2,2,1,2,3,13.473962058896436,1
2119,4,2,2,2,2,1,2,3,0.0,0
2120,4,2,2,2,2,1,2,3,0.0,0
2121,4,2,2,2,2,1,2,3,0.0,0
2122,4,2,2,2,2,1,2,3,0.0,0
2123,4,2,2,2,2,1,2,3,14.376509959693088,1
2124,4,2,2,2,2,1,2,3,17.639578097254482,1
2125,4,2,2,2,2,1,2,3,14.308433276818306,1
2126,4,2,2,2,2,1,2,3,0.0,0
2127,4,2,2,2,2,1,2,3,0.0,0
2128,8,2,2,2,2,1,2,3,15.824892900903704,1
2129,8,2,2,2,2,1,2,3,14.986269849723394,1
2130,4,2,2,2,2,1,2,3,15.96644765347408,1
2131,4,2,2,2,2,1,2,3,17.200890500907118,1
2132,8,2,1,1,1,1,2,3,14.057674469899542,1
2133,4,2,2,2,2,1,2,3,16.95274243719474,1
2134,8,2,2,2,2,1,2,3,0.0,0
2135,8,2,2,2,2,1,2,3,12.939735373660305,1
2136,4,2,2,2,2,1,2,3,0.0,0
2137,4,2,2,2,2,1,2,3,16.732906679350187,1
2138,4,2,2,2,2,1,2,3,17.946825530871298,1
2139,8,2,2,2,2,1,2,3,14.843849870446626,1
2140,6,1,2,1,2,1,3,3,0.0,0
2141,4,2,2,2,2,1,2,3,0.0,0
2142,4,2,2,2,2,1,2,3,16.201435287016526,1
2143,4,1,2,1,1,1,2,3,0.0,0
2144,4,2,2,2,2,1,2,3,0.0,0
2145,8,2,2,2,2,1,2,3,16.552024398729557,1
2146,4,2,2,2,2,1,2,3,0.0,0
2147,4,2,1,1,1,1,2,3,15.072901088473682,1
2148,4,2,2,2,2,1,2,3,0.0,0
2149,6,1,2,1,2,1,3,3,12.754997199640165,1
2150,8,2,2,2,2,1,2,3,0.0,0
2151,4,2,2,2,2,1,2,3,0.0,0
2152,4,2,2,2,2,1,2,3,16.973185007225545,1
2153,4,2,2,2,2,1,2,3,13.897812864666154,1
2154,4,2,2,2,2,1,2,3,15.311245026878286,1
2155,4,2,2,2,2,1,2,3,15.45283091688411,1
2156,4,2,2,2,2,1,2,3,0.0,0
2157,4,2,2,2,2,1,2,3,15.471304245273766,1
2158,4,2,2,2,2,1,2,3,14.60610245676142,1
2159,4,2,2,2,2,1,2,3,15.168179363800736,1
2160,4,2,2,2,2,1,2,3,14.999343816243284,1
2161,4,2,2,2,2,1,2,3,15.387682645205883,1
2162,4,2,2,2,2,1,2,3,0.0,0
2163,4,2,2,2,2,1,2,3,17.462004321664192,1
2164,4,2,2,2,2,1,2,3,15.278966403093241,1
2165,4,2,2,2,2,1,2,3,14.099481251762695,1
2166,4,2,2,2,2,1,2,3,14.973384972044554,1
2167,8,2,2,2,2,1,2,3,15.841128237648453,1
2168,4,2,2,2,2,1,2,3,14.972354647149642,1
2169,4,2,2,2,2,1,2,3,17.61430295967526,1
2170,4,2,2,2,2,1,2,3,12.40135155869608,1
2171,4,2,2,2,2,1,2,3,15.621719298526502,1
2172,6,1,2,1,2,1,3,3,0.0,0
2173,4,2,2,2,2,1,2,3,13.422525745963373,1
2174,8,2,2,2,2,1,2,3,14.80080034797291,1
2175,4,2,2,2,2,1,2,3,12.396589694017287,1
2176,4,2,2,2,2,1,2,3,0.0,0
2177,4,2,2,2,2,1,2,3,17.153123665272762,1
2178,4,2,2,2,2,1,2,3,0.0,0
2179,4,2,2,2,2,1,2,3,0.0,0
2180,4,2,2,2,2,1,2,3,16.604394476885915,1
2181,4,2,2,2,2,1,2,3,13.76042481818007,1
2182,4,2,2,2,2,1,2,3,13.52844163083381,1
2183,4,2,2,2,2,1,2,3,17.170103983960733,1
2184,8,2,2,2,2,1,2,3,0.0,0
2185,4,2,2,2,2,1,2,3,17.79629814215591,1
2186,4,2,2,2,2,1,2,3,13.847010194015427,1
2187,4,2,2,2,2,1,2,3,18.502141617860325,1
2188,8,2,2,2,2,1,2,3,14.15043516905923,1
2189,6,1,2,1,2,1,3,3,18.257654991924102,1
2190,4,2,2,2,2,1,2,3,0.0,0
2191,4,2,2,2,2,1,2,3,14.624031652353358,1
2192,4,2,2,2,2,1,2,3,0.0,0
2193,4,2,2,2,2,1,2,3,14.069160035671846,1
2194,4,2,2,2,2,1,2,3,12.791851741057194,1
2195,4,2,2,2,2,1,2,3,16.154714713520946,1
2196,4,2,2,2,2,1,2,3,0.0,0
2197,4,2,2,2,2,1,2,3,0.0,0
2198,4,2,2,2,2,1,2,3,16.956943928235482,1
2199,4,2,2,2,2,1,2,3,14.763903650607073,1
2200,4,2,2,2,2,1,2,3,17.945301186263148,1
2201,8,2,2,2,2,1,2,3,14.085438453611832,1
2202,4,2,2,2,2,1,2,3,14.294187713195633,1
2203,4,2,2,2,2,1,2,3,0.0,0
2204,8,2,2,2,2,1,2,3,17.07035350108927,1
2205,8,2,2,2,2,1,2,3,14.4697963208166,1
2206,4,2,2,2,2,1,2,3,0.0,0
2207,4,2,2,2,2,1,2,3,16.362390488346932,1
2208,4,2,1,1,1,1,2,3,15.988073750000325,1
2209,8,2,2,2,2,1,2,3,10.949647981201815,1
2210,8,2,2,2,2,1,2,3,13.892704905215748,1
2211,4,2,2,2,2,1,2,3,12.435977289062285,1
2212,4,2,2,2,2,1,2,3,0.0,0
2213,4,2,2,2,2,1,2,3,16.983540230567247,1
2214,4,2,2,2,2,1,2,3,0.0,0
2215,4,2,2,2,2,1,2,3,15.903919893510412,1
2216,8,2,2,2,2,1,2,3,17.193945939703525,1
2217,4,2,2,2,2,1,2,3,12.87787360807052,1
2218,4,2,2,2,2,1,2,3,14.06078109198999,1
2219,4,2,2,2,2,1,2,3,14.828469093109375,1
2220,4,2,2,2,2,1,2,3,11.87757552297847,1
2221,4,2,2,2,2,1,2,3,17.85023994391664,1
2222,4,2,2,2,2,1,2,3,18.007973429260062,1
2223,4,2,2,2,2,1,2,3,14.862349788053589,1
2224,4,2,2,2,2,1,2,3,13.891925153529913,1
2225,4,2,2,2,2,1,2,3,17.049625712143015,1
2226,8,2,1,1,1,1,2,3,15.078426099943844,1
2227,4,2,2,2,2,1,2,3,0.0,0
2228,4,2,2,2,2,1,2,3,17.118000171215794,1
2229,4,2,2,2,2,1,2,3,11.637035112015766,1
2230,6,1,2,1,2,1,3,3,0.0,0
2231,8,2,2,2,2,1,2,3,0.0,0
2232,4,2,2,2,2,1,2,3,16.66003969508046,1
2233,4,2,2,2,2,1,2,3,16.597128952232403,1
2234,4,2,2,2,2,1,2,3,0.0,0
2235,4,2,2,2,2,1,2,3,16.319109414838497,1
2236,4,2,2,2,2,1,2,3,16.591886972830988,1
2237,4,2,2,2,2,1,2,3,16.861219053947202,1
2238,4,2,2,2,2,1,2,3,17.727134963962218,1
2239,4,2,2,2,2,1,2,3,18.082701722701145,1
2240,4,2,2,2,2,1,2,3,16.650248797599556,1
2241,4,2,2,2,2,1,2,3,15.751807937757526,1
2242,4,2,2,2,2,1,2,3,16.75836681159698,1
2243,4,2,2,2,2,1,2,3,16.255407812460483,1
2244,4,2,2,2,2,1,2,3,15.145510455461139,1
2245,4,2,2,2,2,1,2,3,17.130382727172062,1
2246,4,2,2,2,2,1,2,3,0.0,0
2247,4,2,2,2,2,1,2,3,18.038576850322197,1
2248,4,2,2,2,2,1,2,3,17.71380704430649,1
2249,4,2,2,2,2,1,2,3,15.600295931288086,1
2250,4,2,2,2,2,1,2,3,0.0,0
2251,4,2,2,2,2,1,2,3,0.0,0
2252,4,2,2,2,2,1,2,3,12.224766815577288,1
2253,4,2,2,2,2,1,2,3,16.85474551777166,1
2254,4,2,2,2,2,1,2,3,14.911198909424598,1
2255,4,2,2,2,2,1,2,3,17.239925285684276,1
2256,4,2,2,2,2,1,2,3,15.80718971344492,1
2257,4,2,2,2,2,1,2,3,17.00484885356466,1
2258,4,2,2,2,2,1,2,3,16.831576788222208,1
2259,4,2,2,2,2,1,2,3,15.807997539222207,1
2260,4,2,2,2,2,1,2,3,0.0,0
2261,4,2,2,2,2,1,2,3,0.0,0
2262,4,2,2,2,2,1,2,3,18.106684620422353,1
2263,4,2,2,2,2,1,2,3,15.69168286423286,1
2264,4,2,2,2,2,1,2,3,0.0,0
2265,4,2,2,2,2,1,2,3,16.09183175454784,1
2266,4,2,2,2,2,1,2,3,19.122796996861066,1
2267,4,2,2,2,2,1,2,3,17.472866785117247,1
2268,8,2,2,2,2,1,2,3,14.436543930548911,1
2269,4,2,2,2,2,1,2,3,0.0,0
2270,4,2,2,2,2,1,2,3,14.001751092191473,1
2271,4,2,2,2,2,1,2,3,12.17172444239644,1
2272,6,1,2,1,2,1,3,3,12.100717685412473,1
2273,4,2,2,2,2,1,2,3,12.899222326086994,1
2274,4,2,2,2,2,1,2,3,16.358770153225514,1
2275,4,2,2,2,2,1,2,3,0.0,0
2276,4,2,2,2,2,1,2,3,15.204899625536553,1
2277,4,2,2,2,2,1,2,3,18.109294111958327,1
2278,4,2,2,2,2,1,2,3,16.874775456286677,1
2279,4,2,2,2,2,1,2,3,17.046406491010057,1
2280,4,2,2,2,2,1,2,3,15.852963148453036,1
2281,4,2,2,2,2,1,2,3,0.0,0
2282,4,2,2,2,2,1,2,3,20.93194757045706,1
2283,4,2,2,2,2,1,2,3,14.650635485060711,1
2284,4,2,2,2,2,1,2,3,0.0,0
2285,4,2,2,2,2,1,2,3,18.01900979391461,1
2286,4,2,2,2,2,1,2,3,19.17059403891289,1
2287,4,2,2,2,2,1,2,3,16.780144038098776,1
2288,4,2,2,2,2,1,2,3,18.28974040308075,1
2289,4,2,2,2,2,1,2,3,16.740464885590676,1
2290,4,2,2,2,2,1,2,3,13.889615672971056,1
2291,4,2,2,2,2,1,2,3,0.0,0
2292,4,2,2,2,2,1,2,3,17.524417687578556,1
2293,4,2,2,2,2,1,2,3,16.585912453340217,1
2294,4,2,2,1,1,1,2,3,13.655641056806054,1
2295,4,2,2,2,2,1,2,3,0.0,0
2296,4,2,2,2,2,1,2,3,15.352420787391294,1
2297,4,2,1,1,1,1,2,3,14.797870264234724,1
2298,4,2,2,2,2,1,2,3,0.0,0
2299,4,2,2,2,2,1,2,3,15.23837235579518,1
2300,4,2,2,2,2,1,2,3,0.0,0
2301,4,2,2,2,1,1,2,3,13.81384016363213,1
2302,4,2,2,2,2,1,2,3,18.86445335990721,1
2303,4,2,2,2,2,1,2,3,0.0,0
2304,8,2,2,2,2,1,2,3,16.54679324928625,1
2305,4,2,2,2,2,1,2,3,0.0,0
2306,4,2,2,2,2,1,2,3,0.0,0
2307,4,2,2,2,2,2,2,3,18.6309370259888,1
2308,4,2,2,2,2,1,2,3,17.94686414255884,1
2309,8,2,2,2,2,1,2,3,15.833266704468999,1
2310,4,2,2,2,2,1,2,3,20.934061021632637,1
2311,4,2,2,2,2,1,2,3,0.0,0
2312,4,2,2,2,2,1,2,3,14.23778099549833,1
2313,4,2,2,2,2,1,2,3,15.336395250834695,1
2314,4,2,2,2,2,1,2,3,11.56950426642292,1
2315,4,2,2,2,2,1,2,3,17.46891901394825,1
2316,4,2,2,2,2,1,2,3,0.0,0
2317,4,2,1,1,1,1,2,3,18.293780266706733,1
2318,4,2,2,2,2,1,2,3,0.0,0
2319,4,2,2,2,2,1,2,3,0.0,0
2320,8,2,2,2,2,1,2,3,15.459274338705685,1
2321,4,2,2,2,2,1,2,3,13.17380906018018,1
2322,4,2,2,2,2,1,2,3,14.236004170258722,1
2323,4,2,2,2,2,1,2,3,0.0,0
2324,4,2,2,2,2,1,2,3,0.0,0
2325,4,2,2,2,2,1,2,3,18.45467363312332,1
2326,4,2,2,2,2,1,2,3,16.94250777643947,1
2327,4,2,2,2,2,1,2,3,0.0,0
2328,4,2,2,2,2,1,2,3,15.807739520596524,1
2329,4,2,2,2,2,1,2,3,17.456922023449344,1
2330,4,2,2,2,2,1,2,3,16.78389558099246,1
2331,4,2,2,2,2,1,2,3,0.0,0
2332,4,2,2,2,2,1,2,3,13.693502233333554,1
2333,4,2,2,2,2,1,2,3,16.948412460228163,1
2334,4,2,2,2,2,1,2,3,16.43588334213967,1
2335,4,2,2,2,2,1,2,3,15.590846055804773,1
2336,4,2,2,2,2,1,2,3,17.621070840527338,1
2337,4,2,2,2,2,1,2,3,17.851507546635023,1
2338,4,2,2,2,2,1,2,3,17.286546391287455,1
2339,4,2,2,2,2,1,2,3,20.44728508160824,1
2340,4,2,2,2,2,1,2,3,14.849032350962672,1
2341,4,2,2,2,2,1,2,3,0.0,0
2342,4,2,2,2,2,1,2,3,13.1623914568574,1
2343,8,2,1,1,1,1,2,3,15.582816119443025,1
2344,4,2,2,2,2,1,2,3,16.18326006993097,1
2345,4,2,2,2,2,1,2,3,17.467495503212582,1
2346,4,2,2,2,2,1,2,3,0.0,0
2347,4,2,2,2,2,1,2,3,16.902217353198488,1
2348,6,1,2,1,2,1,3,3,16.798327486351333,1
2349,4,2,2,2,2,1,2,3,16.838521074094285,1
2350,6,1,2,1,2,1,3,3,15.93068874567038,1
2351,6,2,2,1,1,1,3,3,18.269732346342,1
2352,4,2,2,2,2,1,2,3,0.0,0
2353,4,2,2,2,2,1,2,3,0.0,0
2354,4,2,2,2,2,1,2,3,0.0,0
2355,4,2,2,2,2,1,2,3,17.40889107195978,1
2356,4,2,2,2,2,1,2,3,0.0,0
2357,4,2,2,2,2,1,2,3,16.78551165605813,1
2358,4,2,2,2,2,1,2,3,15.326368249833848,1
2359,4,2,2,2,2,1,2,3,0.0,0
2360,4,2,1,1,1,1,2,3,17.133515660589428,1
2361,4,2,2,2,2,1,2,3,17.232122095443085,1
2362,4,2,2,2,2,1,2,3,13.962390584821026,1
2363,8,2,2,2,2,1,2,3,13.799063036002323,1
2364,4,2,2,2,2,1,2,3,16.218942746441822,1
2365,4,2,2,2,2,1,2,3,18.715499829726678,1
2366,4,2,2,2,2,1,2,3,0.0,0
2367,4,2,2,2,2,1,2,3,15.59606195070863,1
2368,4,2,2,2,2,1,2,3,0.0,0
2369,5,1,2,2,2,1,2,3,17.550116058057142,1
2370,4,2,2,2,2,1,2,3,15.821530372739474,1
2371,4,2,2,2,2,1,2,3,14.390489441164075,1
2372,4,2,2,2,2,1,2,3,17.947400552635113,1
2373,4,2,2,2,2,1,2,3,15.306743370685489,1
2374,4,2,2,2,2,1,2,3,0.0,0
2375,4,2,2,2,2,1,2,3,17.829360499304332,1
2376,4,2,2,2,2,1,2,3,16.6032931416711,1
2377,4,2,2,2,2,1,2,3,16.4893484694616,1
2378,8,2,2,2,2,1,2,3,16.571345211327984,1
2379,4,2,2,2,2,1,2,3,13.7745520957994,1
2380,4,2,2,2,2,1,2,3,0.0,0
2381,4,2,2,2,2,1,2,3,17.533535087970108,1
2382,5,1,2,2,2,1,2,3,0.0,0
2383,4,2,2,2,2,1,2,3,19.474847226547045,1
2384,8,2,2,2,2,1,2,3,14.313642962596006,1
2385,4,2,2,2,2,1,2,3,0.0,0
2386,4,2,2,2,2,1,2,3,15.273232158425158,1
2387,4,2,2,2,2,1,2,3,12.299508342315688,1
2388,4,2,2,2,2,1,2,3,0.0,0
2389,4,2,2,2,2,1,2,3,13.667755052017515,1
2390,4,2,2,2,2,1,2,3,16.525960410930907,1
2391,4,2,2,2,2,1,2,3,18.964881604314552,1
2392,4,2,2,2,2,1,2,3,15.166229553570245,1
2393,4,2,2,2,2,1,2,3,0.0,0
2394,4,2,2,2,2,1,2,3,0.0,0
2395,4,2,2,2,2,1,2,3,12.62834898305738,1
2396,4,2,2,2,2,1,2,3,0.0,0
2397,4,2,2,2,2,1,2,3,12.925542816209534,1
2398,4,2,2,2,2,1,2,3,0.0,0
2399,4,2,2,2,2,1,2,3,21.55473175243673,1
2400,4,2,2,2,2,1,2,3,0.0,0
2401,4,2,2,2,2,1,2,3,0.0,0
2402,4,2,2,2,2,1,2,3,14.520101013787015,1
2403,8,2,2,2,2,1,2,3,15.531347486627764,1
2404,4,2,2,2,2,1,2,3,0.0,0
2405,4,2,2,2,2,1,2,3,17.48437519527143,1
2406,6,1,2,1,2,1,3,3,0.0,0
2407,4,2,2,2,2,1,2,3,14.445078224059381,1
2408,4,2,2,2,2,1,2,3,14.401037449278036,1
2409,8,2,2,2,2,1,2,3,15.291101828087893,1
2410,4,2,2,1,1,1,2,3,13.595518286149051,1
2411,4,2,2,2,2,1,2,3,17.23531226754926,1
2412,4,2,2,2,2,1,2,3,14.552290339586904,1
2413,6,1,2,1,2,1,3,3,0.0,0
2414,4,2,2,2,2,1,2,3,0.0,0
2415,4,2,2,2,2,1,2,3,0.0,0
2416,4,2,2,2,2,1,2,3,0.0,0
2417,4,2,2,2,2,1,2,3,15.538683323208186,1
2418,4,2,2,2,2,1,2,3,0.0,0
2419,4,2,2,1,1,1,2,3,14.283001031878984,1
2420,4,2,2,2,2,1,2,3,11.633859087865856,1
2421,4,2,2,2,2,1,2,3,15.798764522539322,1
2422,8,2,1,1,1,1,2,3,11.908919194176093,1
2423,4,2,2,2,2,1,2,3,13.628248014575586,1
2424,4,2,2,2,2,1,2,3,16.82691310887577,1
2425,4,2,2,2,2,1,2,3,0.0,0
2426,4,2,2,2,2,1,2,3,14.867132212337394,1
2427,4,2,2,2,2,1,2,3,0.0,0
2428,4,2,2,2,2,1,2,3,0.0,0
2429,4,2,2,2,2,1,2,3,14.538844984030623,1
2430,4,2,2,2,2,1,2,1,12.041392558884287,1
2431,4,2,2,2,2,1,2,3,17.177009515053882,1
2432,4,2,2,2,2,1,2,3,15.685123262797172,1
2433,8,2,2,2,2,1,2,3,0.0,0
2434,4,2,2,2,2,1,2,3,17.7572021266003,1
2435,4,2,2,2,2,1,2,3,13.08931732175651,1
2436,4,2,2,2,2,1,2,3,14.996756656039047,1
2437,4,2,2,2,2,1,2,3,15.632459589453488,1
2438,4,2,2,2,2,1,2,3,13.911147048159936,1
2439,4,2,2,2,2,1,2,3,15.204299056136847,1
2440,8,2,2,2,2,1,2,3,14.661540185913156,1
2441,4,2,2,2,2,1,2,3,19.60150804988933,1
2442,4,2,2,2,2,1,2,3,0.0,0
2443,4,2,2,2,2,1,2,3,15.343716288914607,1
2444,4,2,2,2,2,1,2,3,15.698866045302385,1
2445,4,2,2,2,2,1,2,3,17.807202324233476,1
2446,4,2,2,2,2,1,2,3,0.0,0
2447,4,2,2,2,2,1,2,3,0.0,0
2448,4,2,2,2,2,1,2,3,0.0,0
2449,4,2,2,2,2,1,2,3,0.0,0
2450,4,2,2,2,2,1,2,3,14.402081484155474,1
2451,4,2,2,2,2,1,2,3,18.396419772191685,1
2452,4,2,2,2,2,1,2,3,0.0,0
2453,4,2,2,2,2,1,2,3,0.0,0
2454,8,2,2,2,2,1,2,3,14.504879108485156,1
2455,8,2,2,2,2,1,2,3,0.0,0
2456,4,2,2,2,2,1,2,1,0.0,0
2457,4,2,2,2,2,1,2,3,17.490764885175267,1
2458,4,2,2,2,2,1,2,3,13.932660504373054,1
2459,4,2,2,2,2,1,2,3,13.395600623874554,1
2460,4,2,2,2,2,1,2,3,0.0,0
2461,4,2,2,2,2,1,2,3,19.488260375521595,1
2462,4,2,2,2,2,1,2,3,16.570596305428936,1
2463,4,2,2,2,2,1,2,3,16.377378326048895,1
2464,4,2,2,2,2,1,2,1,0.0,0
2465,6,1,2,1,2,1,3,3,17.33522010199791,1
2466,4,2,2,2,2,1,2,3,15.709765542653715,1
2467,4,2,2,2,2,1,2,3,0.0,0
2468,4,2,2,2,2,1,2,3,0.0,0
2469,4,2,2,2,2,1,2,3,15.98651948848208,1
2470,4,2,2,2,2,1,2,3,16.801236535099054,1
2471,4,2,2,2,2,1,2,3,13.790308640700292,1
2472,8,2,2,1,1,1,2,3,13.00436781916662,1
2473,8,2,2,2,2,1,2,3,15.241702566527259,1
2474,5,1,2,2,2,1,2,3,17.686483063600157,1
2475,4,2,2,2,2,1,2,3,15.658636710553507,1
2476,4,2,2,2,2,1,2,3,14.988526608369385,1
2477,4,2,2,2,2,1,2,3,16.785831634557976,1
2478,4,2,2,2,2,1,2,3,0.0,0
2479,4,2,2,2,2,1,2,3,13.849396876190596,1
2480,8,2,2,2,2,1,2,3,13.835042560409558,1
2481,4,2,2,2,2,1,2,3,0.0,0
2482,4,2,2,2,2,1,2,3,0.0,0
2483,4,2,2,2,2,1,2,3,18.073248086769095,1
2484,4,2,2,2,2,1,2,3,15.943035466472091,1
2485,4,2,2,2,2,1,2,3,17.990757919413568,1
2486,4,2,2,2,2,1,2,3,13.291408862528119,1
2487,8,2,2,2,2,1,2,3,0.0,0
2488,4,2,2,2,2,1,2,3,15.95246116727561,1
2489,4,2,2,2,2,1,2,3,0.0,0
2490,4,2,2,2,2,1,2,3,0.0,0
2491,8,2,2,2,2,1,2,3,14.503474830430374,1
2492,4,2,2,2,2,1,2,3,0.0,0
2493,4,2,2,2,2,1,2,3,17.633317560757867,1
