,SND_MNTPRD_E,SND_MNTTAX_E,SND_MNTPAY_E,target,GROUP
9559,45002080.0,0.0,0.0,15.258226603272126,1
9568,321113007.0,0.0,0.0,17.71497730245094,1
9570,33636546.0,0.0,0.0,0.0,0
9575,702105406.0,0.0,0.0,0.0,0
9580,1280381483.0,0.0,0.0,19.229760066098358,1
9596,497872911.0,0.0,0.0,0.0,0
9609,10388134725.0,103881272.0,103881272.0,0.0,0
9625,376281122.0,0.0,0.0,0.0,0
9636,202228262.0,0.0,0.0,18.232015584992595,1
9651,168904000.0,0.0,0.0,19.06234719150661,1
9720,420068257.0,0.0,0.0,0.0,0
9725,35164080.0,0.0,0.0,0.0,0
9758,278457153.0,0.0,0.0,20.54229702677803,1
9769,68709240.0,0.0,0.0,0.0,0
9811,793988232.0,3441718.0,3441718.0,16.78346759627506,1
9839,27434810.0,0.0,0.0,13.361334607540615,1
9846,2507827881.0,0.0,0.0,0.0,0
9866,238660484.0,0.0,0.0,18.55092963255045,1
9905,305758220.0,0.0,0.0,0.0,0
9921,36592948.0,0.0,0.0,19.227578726072853,1
9923,19295021950.0,0.0,0.0,0.0,0
9929,1327182012.0,0.0,0.0,20.05648019749179,1
9936,1561632427.0,0.0,0.0,0.0,0
9957,898369005.0,0.0,0.0,0.0,0
9964,1817724388.0,0.0,0.0,13.626844517429452,1
9965,36041001.0,0.0,0.0,17.09620926997159,1
9970,418057041.0,0.0,0.0,0.0,0
10034,6407007547.0,64070038.0,64070038.0,0.0,0
10038,20225487.0,0.0,0.0,0.0,0
10044,188199531.0,0.0,0.0,15.61163913539018,1
10057,12365713727.0,0.0,0.0,0.0,0
10060,3837789211.0,579541500.0,579541500.0,17.704424555238386,1
10068,52467935.0,0.0,0.0,0.0,0
10084,157156665.0,0.0,0.0,0.0,0
10086,5040000.0,0.0,0.0,0.0,0
10101,98971504.0,0.0,0.0,17.86257457097468,1
10105,79697700.0,0.0,0.0,0.0,0
10139,65713500.0,0.0,0.0,17.319000714575807,1
10151,398271624.0,0.0,0.0,0.0,0
10162,31231083961.0,0.0,0.0,0.0,0
10167,469824159.0,0.0,0.0,16.8014493818586,1
10181,300257220.0,0.0,0.0,0.0,0
10191,9811364.0,98113.0,98113.0,13.301690455217955,1
10193,21546861.0,0.0,0.0,16.842570844482168,1
10200,1587904654.0,0.0,0.0,16.19972761816657,1
10216,571086925.0,0.0,0.0,16.363882105887868,1
10236,209718000.0,0.0,0.0,0.0,0
10242,258094703.0,0.0,0.0,0.0,0
10249,235472605.0,0.0,0.0,0.0,0
10263,31965500.0,0.0,0.0,15.56536949987573,1
10267,796171537.0,0.0,0.0,18.387025062048235,1
10276,100148639.0,0.0,0.0,12.725824313370454,1
10288,379132119.0,0.0,0.0,0.0,0
10292,56985238.0,0.0,0.0,0.0,0
10318,1924520000.0,0.0,0.0,0.0,0
10332,168010437.0,0.0,0.0,15.447401308272298,1
10333,142533755.0,0.0,0.0,19.38588311833145,1
10345,33479261.0,0.0,0.0,17.915312949104905,1
10385,8090345000.0,0.0,0.0,22.757576752901546,1
10388,6116628951.0,0.0,0.0,0.0,0
10394,4887567781.0,48875652.0,48875652.0,0.0,0
10422,105649030.0,0.0,0.0,0.0,0
10450,402545541.0,0.0,0.0,0.0,0
10454,8559434.0,0.0,0.0,0.0,0
10456,291139431.0,0.0,0.0,0.0,0
10467,12721978.0,0.0,0.0,0.0,0
10472,806960138.0,0.0,0.0,18.885980037642966,1
10475,209993042.0,0.0,0.0,16.90875313472969,1
10504,35464951.0,0.0,0.0,17.384202563135542,1
10538,627591808.0,0.0,0.0,17.452521341667303,1
10556,113200000.0,0.0,0.0,18.765518151906022,1
10572,1129105925.0,0.0,0.0,15.971913256520972,1
10588,32862000.0,0.0,0.0,0.0,0
10590,83292387.0,0.0,0.0,16.53728264851058,1
10596,14363836769.0,0.0,0.0,0.0,0
10600,25295458.0,0.0,0.0,17.58746682757246,1
10605,351874760.0,0.0,0.0,0.0,0
10633,75700930.0,0.0,0.0,14.362975681802116,1
10637,348555552.0,0.0,0.0,14.427011579342466,1
10657,495180799.0,0.0,0.0,0.0,0
10660,624135.0,0.0,0.0,15.114968435890631,1
10675,7185749.0,0.0,0.0,0.0,0
10749,17124757.0,0.0,0.0,0.0,0
10804,893309855.0,0.0,0.0,0.0,0
10815,289938996.0,0.0,0.0,18.385538775001308,1
10824,1830435626.0,0.0,0.0,0.0,0
10834,34363196107.0,343631795.0,343631795.0,0.0,0
10839,68418.0,0.0,0.0,0.0,0
10861,1210286280.0,0.0,0.0,17.64339788760772,1
10862,3220233824.0,0.0,0.0,0.0,0
10866,44373.0,0.0,0.0,0.0,0
10897,9807290059.0,196145801.0,196145801.0,0.0,0
10904,1061418838.0,0.0,0.0,0.0,0
10937,918682749.0,0.0,0.0,0.0,0
10940,236296081.0,0.0,0.0,0.0,0
10952,219852908.0,0.0,0.0,17.42293792628108,1
10957,2919688.0,0.0,0.0,0.0,0
10962,1341347000.0,0.0,0.0,0.0,0
10966,1342317212.0,0.0,0.0,18.494089938446407,1
10975,3423286427.0,0.0,0.0,0.0,0
10986,141571660.0,0.0,0.0,18.004910919153787,1
10992,1266803306.0,0.0,0.0,0.0,0
11006,4461608.0,0.0,0.0,14.995834622175336,1
11016,248264600.0,0.0,0.0,18.497945433427123,1
11038,57587837.0,0.0,0.0,19.371416306432806,1
11086,3454403001.0,0.0,0.0,20.04215748401909,1
11097,115223180.0,0.0,0.0,0.0,0
11120,59080000.0,0.0,0.0,0.0,0
11121,1614539524.0,32290785.0,32290785.0,16.412452646461986,1
11171,187225759.0,0.0,0.0,16.396217570427645,1
11177,1714554.0,0.0,0.0,0.0,0
11203,528164872.0,0.0,0.0,0.0,0
11216,385273566.0,0.0,0.0,16.292363446440234,1
11220,7280319924.0,0.0,0.0,0.0,0
11226,61912574.0,0.0,0.0,19.26212875873691,1
11250,2691109413.0,0.0,0.0,15.017162471104648,1
11260,240739579.0,0.0,0.0,0.0,0
11297,231867160.0,0.0,0.0,16.828957250612785,1
11345,1113176321.0,0.0,0.0,0.0,0
11365,6964771.0,0.0,0.0,0.0,0
11371,19806228.0,0.0,0.0,0.0,0
11380,579846903.0,0.0,0.0,17.556102758483462,1
11382,245167332.0,0.0,0.0,0.0,0
11392,129107586.0,0.0,0.0,16.26191491647219,1
11413,2113604131.0,0.0,0.0,0.0,0
11443,1346564880.0,0.0,0.0,0.0,0
11448,36275800.0,0.0,0.0,17.374065500481105,1
11470,5424400290.0,54238972.0,54238972.0,0.0,0
11491,35567627.0,0.0,0.0,18.186192787514845,1
11558,24183472.0,0.0,0.0,18.050889745111046,1
11579,308099948.0,0.0,0.0,0.0,0
11591,129860259.0,0.0,0.0,0.0,0
11611,3693000.0,0.0,0.0,16.682606751560506,1
11628,87372339.0,0.0,0.0,18.25943042119738,1
11631,4907560.0,0.0,0.0,0.0,0
11642,50492382.0,0.0,0.0,17.033542947240655,1
11643,2809064.0,0.0,0.0,0.0,0
11679,293518935.0,0.0,0.0,0.0,0
11690,86036900.0,0.0,0.0,18.222732788467344,1
11698,1393422380.0,250446000.0,250446000.0,17.099886628864375,1
11704,70842534.0,0.0,0.0,0.0,0
11722,240904426.0,0.0,0.0,15.835898508737106,1
11723,767008.0,0.0,0.0,16.93847191248139,1
11725,211193573.0,0.0,0.0,17.572772393920946,1
11743,201941088.0,0.0,0.0,0.0,0
11781,2444900.0,0.0,0.0,11.735997013692314,1
11846,19885388233.0,0.0,0.0,16.714203542666134,1
11850,4064951701.0,0.0,0.0,19.788265265016538,1
11854,1118416135.0,0.0,0.0,0.0,0
11891,1396803266.0,0.0,0.0,17.20869865073187,1
11949,3380278627.0,0.0,0.0,0.0,0
11962,1555229323.0,6472152.0,6472152.0,0.0,0
11977,4464044915.0,0.0,0.0,0.0,0
11988,100000.0,0.0,0.0,15.460578707036849,1
11995,276727649.0,0.0,0.0,0.0,0
12013,808694122.0,0.0,0.0,0.0,0
12017,8017614460.0,3723791.0,3723791.0,0.0,0
12073,643680000.0,0.0,0.0,0.0,0
12096,903844127.0,0.0,0.0,0.0,0
12109,69456465.0,0.0,0.0,0.0,0
12178,8445000.0,0.0,0.0,20.297048297490974,1
12195,135797950.0,0.0,0.0,17.312189741066554,1
12206,1178968300.0,0.0,0.0,16.776527258962297,1
12234,111267821.0,0.0,0.0,15.368928443644018,1
12334,7571637.0,0.0,0.0,19.861462177666308,1
12336,558407628.0,0.0,0.0,0.0,0
12351,1235002140.0,0.0,0.0,18.286768684597746,1
12363,145495.0,0.0,0.0,16.682101844087565,1
12382,1424240304.0,0.0,0.0,16.262588731653732,1
12395,107933.0,0.0,0.0,17.759424730932782,1
12408,36620918.0,0.0,0.0,0.0,0
12430,328953.0,0.0,0.0,16.091359504273733,1
12432,1916871522.0,0.0,0.0,0.0,0
12454,1077800121.0,0.0,0.0,0.0,0
12487,105236869.0,0.0,0.0,0.0,0
12516,7514807970.0,75148027.0,75148027.0,0.0,0
12531,197540963.0,0.0,0.0,0.0,0
12535,2201017709.0,0.0,0.0,0.0,0
12543,284155007.0,0.0,0.0,0.0,0
12568,6520630558.0,0.0,0.0,14.556359691759233,1
12625,1021027.0,0.0,0.0,0.0,0
12629,20633400.0,0.0,0.0,16.257533366864713,1
12632,86607053.0,0.0,0.0,18.187156625496627,1
12636,18536749.0,0.0,0.0,0.0,0
12650,118950660.0,0.0,0.0,0.0,0
12687,1764114255.0,0.0,0.0,0.0,0
12691,9690088182.0,0.0,0.0,22.906543671696795,1
12693,514038094.0,0.0,0.0,0.0,0
12718,368923586.0,0.0,0.0,16.653209298162455,1
12731,29158446618.0,0.0,0.0,0.0,0
12732,68907051.0,0.0,0.0,17.456630807537223,1
12750,1765294341.0,0.0,0.0,0.0,0
12785,21096000.0,0.0,0.0,18.8882392049593,1
12791,22582058.0,0.0,0.0,15.281230282393723,1
12800,50451809.0,0.0,0.0,0.0,0
12831,2109637250.0,0.0,0.0,17.52647493491621,1
12867,13494223.0,0.0,0.0,18.358905111852668,1
12893,578506508.0,88410.0,88410.0,0.0,0
12911,2697316.0,0.0,0.0,0.0,0
12956,121487060.0,0.0,0.0,0.0,0
12979,272297046.0,0.0,0.0,18.57792893296956,1
12981,6000400.0,0.0,0.0,15.805553511896525,1
12984,1326044716.0,0.0,0.0,0.0,0
12992,2242471173.0,0.0,0.0,0.0,0
13049,3412352.0,0.0,0.0,18.439550956292642,1
13078,560813.0,0.0,0.0,18.73945272987701,1
13084,243944486.0,0.0,0.0,20.002965181005496,1
13094,6900714.0,0.0,0.0,14.881287967238805,1
13105,7782485.0,0.0,0.0,0.0,0
13122,119025750.0,0.0,0.0,0.0,0
13135,101325339.0,0.0,0.0,16.110546729412373,1
13159,1847297210.0,0.0,0.0,0.0,0
13160,1095775.0,0.0,0.0,15.753282682945965,1
13246,82247706.0,0.0,0.0,0.0,0
13251,3307375009.0,0.0,0.0,18.943489330385,1
13252,1562811274.0,0.0,0.0,0.0,0
13259,18238844.0,0.0,0.0,16.904220566012935,1
13273,22484268.0,0.0,0.0,17.72913689736529,1
13284,133921950.0,0.0,0.0,13.626769641096134,1
13285,20770125247.0,0.0,0.0,0.0,0
13305,275718977.0,0.0,0.0,17.17888920857014,1
13306,72030625.0,0.0,0.0,18.378276863493358,1
13312,1863227776.0,0.0,0.0,0.0,0
13371,5834000.0,0.0,0.0,17.110406425813125,1
13374,981143.0,0.0,0.0,18.508501868840987,1
13390,4268289.0,0.0,0.0,0.0,0
13402,4860068.0,0.0,0.0,16.936665146766586,1
13410,79864486.0,0.0,0.0,20.955990325747944,1
13464,205717547.0,0.0,0.0,0.0,0
13469,1709290743.0,34185804.0,34185804.0,0.0,0
13472,5529266553.0,0.0,0.0,0.0,0
13474,107562527.0,0.0,0.0,19.261746752338084,1
13486,2785373583.0,0.0,0.0,0.0,0
13523,177449957.0,0.0,0.0,16.254999338499115,1
13533,1561633698.0,0.0,0.0,0.0,0
13538,479621.0,0.0,0.0,0.0,0
13549,259541950.0,0.0,0.0,15.253298093494372,1
13565,39564906.0,0.0,0.0,14.738179306976088,1
13579,294903.0,0.0,0.0,14.83603372945767,1
13583,9206500.0,0.0,0.0,16.902716798823327,1
13591,1498329930.0,0.0,0.0,0.0,0
13662,8140874.0,0.0,0.0,16.252587906805886,1
13723,1675621228.0,0.0,0.0,17.615093334491114,1
13748,7199696854.0,71996933.0,71996933.0,0.0,0
13756,779752.0,0.0,0.0,0.0,0
13774,226220249.0,0.0,0.0,0.0,0
13806,1220149102.0,0.0,0.0,0.0,0
13814,4172419.0,0.0,0.0,17.351064633263032,1
13844,285939975.0,0.0,0.0,14.140131415026604,1
13917,71874550.0,0.0,0.0,17.57739462575578,1
13923,3689576448.0,0.0,0.0,0.0,0
13992,29159245.0,0.0,0.0,17.085192380510268,1
14016,2471873109.0,0.0,0.0,0.0,0
14026,69096510.0,0.0,0.0,22.90714307982498,1
14043,48291400.0,0.0,0.0,0.0,0
14048,486661072.0,0.0,0.0,16.504982717658848,1
14050,173689218.0,0.0,0.0,19.58084999770903,1
14053,11873904.0,0.0,0.0,0.0,0
14057,50061083.0,0.0,0.0,17.151583824840134,1
14061,24033507929.0,0.0,0.0,0.0,0
14085,344060450.0,0.0,0.0,18.67883273385019,1
14110,1464662924.0,0.0,0.0,0.0,0
14148,980351908.0,0.0,0.0,0.0,0
14163,47137165.0,0.0,0.0,18.16896272852684,1
14205,155875743.0,0.0,0.0,16.36954906957962,1
14214,6464337.0,0.0,0.0,20.22345812248372,1
14228,3544274260.0,15015959.0,15015959.0,0.0,0
14276,491884880.0,0.0,0.0,0.0,0
14284,1781054334.0,0.0,0.0,15.974867568453893,1
14288,594291832.0,0.0,0.0,0.0,0
14294,1352742298.0,0.0,0.0,0.0,0
14303,11468007307.0,0.0,0.0,0.0,0
14319,48619078.0,0.0,0.0,12.471888638231313,1
14323,18289760.0,0.0,0.0,17.384305179318293,1
14330,5697895314.0,0.0,0.0,14.581756701799653,1
14372,731515206.0,0.0,0.0,17.94039324855675,1
14373,24142571301.0,0.0,0.0,21.20120048919405,1
14376,31899922.0,0.0,0.0,15.352025887700574,1
14389,79092514.0,0.0,0.0,0.0,0
14394,10414414495.0,0.0,0.0,16.726085080955734,1
14414,1743045917.0,0.0,0.0,0.0,0
14417,13289050.0,0.0,0.0,0.0,0
14419,22462184947.0,0.0,0.0,0.0,0
14432,27235699.0,0.0,0.0,0.0,0
14442,15056602574.0,150565984.0,150565984.0,0.0,0
14447,50723083.0,0.0,0.0,0.0,0
14468,688095684.0,0.0,0.0,0.0,0
14480,169441790.0,0.0,0.0,16.528550290625297,1
14488,23016346.0,0.0,0.0,13.414998662419707,1
14490,30613090.0,0.0,0.0,19.701376988967453,1
14494,163348571.0,0.0,0.0,14.835235471305337,1
14518,339759000.0,0.0,0.0,0.0,0
14544,24988245.0,0.0,0.0,14.982795622449734,1
14559,57756419.0,0.0,0.0,0.0,0
14569,270204443.0,0.0,0.0,0.0,0
14570,167875680.0,0.0,0.0,0.0,0
14589,2435976400.0,0.0,0.0,0.0,0
14614,15773885409.0,157738803.0,157738803.0,0.0,0
14640,105622480.0,0.0,0.0,17.50757608116548,1
14666,4157607.0,0.0,0.0,0.0,0
14686,530942282.0,0.0,0.0,0.0,0
14710,4500000.0,0.0,0.0,15.825251075690666,1
14745,31502778.0,0.0,0.0,0.0,0
14754,550833553.0,0.0,0.0,16.948277885397133,1
14806,329808142.0,0.0,0.0,13.72742114555776,1
14813,887950917.0,0.0,0.0,0.0,0
14867,3988302092.0,0.0,0.0,19.635751683518244,1
14874,1559832738.0,0.0,0.0,0.0,0
14892,32008830.0,0.0,0.0,19.50679594159157,1
14942,1181263816.0,0.0,0.0,0.0,0
14943,50901875.0,0.0,0.0,0.0,0
14973,398210500.0,0.0,0.0,0.0,0
14976,1609729699.0,0.0,0.0,0.0,0
14987,12883288355.0,0.0,0.0,0.0,0
14990,88559728.0,0.0,0.0,18.50394079350337,1
15005,20426590.0,0.0,0.0,15.63975673956586,1
15036,531994594.0,0.0,0.0,18.2179883105992,1
15058,1045995843.0,0.0,0.0,0.0,0
15067,62270480.0,0.0,0.0,13.210123307491502,1
15109,95343635.0,953435.0,953435.0,0.0,0
15127,666600670.0,0.0,0.0,0.0,0
15137,18656199.0,0.0,0.0,0.0,0
15150,56404917.0,0.0,0.0,0.0,0
15182,6179200.0,0.0,0.0,0.0,0
15188,325283746.0,0.0,0.0,18.728481900975385,1
15205,1668025980.0,198018.0,198018.0,20.114185563175297,1
15209,285458650.0,0.0,0.0,18.786952551331524,1
15215,145005232.0,0.0,0.0,18.3664853794721,1
15230,228198926.0,0.0,0.0,13.210290002093641,1
15244,84157427.0,0.0,0.0,18.64190471004117,1
15257,3852360947.0,38523576.0,38523576.0,0.0,0
15270,205207669.0,0.0,0.0,0.0,0
15279,115733078.0,0.0,0.0,17.568319378969,1
15282,1120179620.0,0.0,0.0,0.0,0
15302,2550633860.0,0.0,0.0,0.0,0
15308,2933129451.0,0.0,0.0,20.18635389458287,1
15316,48634880.0,0.0,0.0,17.04617340217783,1
15349,277070616.0,0.0,0.0,16.918083011932065,1
15378,3321521.0,0.0,0.0,13.300979745121793,1
15381,1546244950.0,0.0,0.0,0.0,0
15383,7000000.0,0.0,0.0,17.731824185494613,1
15385,7274647956.0,0.0,0.0,0.0,0
15423,29965422484.0,0.0,0.0,17.253581316607193,1
15455,1586750.0,0.0,0.0,16.356290166118605,1
15482,1700000.0,0.0,0.0,17.453758972036045,1
15511,53570901.0,0.0,0.0,0.0,0
15518,41700807.0,0.0,0.0,19.872665031837887,1
15524,5062798698.0,0.0,0.0,0.0,0
15526,1032525.0,0.0,0.0,0.0,0
15528,30874075.0,0.0,0.0,12.914652625462693,1
15554,32363540.0,0.0,0.0,16.02540190530298,1
15565,584535956.0,0.0,0.0,17.7566578829105,1
15576,177290684.0,0.0,0.0,14.080631020625482,1
15598,239767570.0,0.0,0.0,18.582581950698717,1
15612,260744655.0,0.0,0.0,0.0,0
15617,30911373.0,0.0,0.0,17.261150571720798,1
15657,64405484.0,0.0,0.0,14.689140105044146,1
15691,16797000.0,0.0,0.0,17.776872129542948,1
15754,521926588.0,0.0,0.0,0.0,0
15755,17487530.0,0.0,0.0,18.24853306530025,1
15780,381487265.0,0.0,0.0,0.0,0
15785,100096968.0,0.0,0.0,15.505867040546212,1
15810,1587112092.0,0.0,0.0,0.0,0
15814,118146755.0,0.0,0.0,16.82010697862799,1
15885,4838915464.0,46521506.0,46521506.0,0.0,0
15894,9952656.0,0.0,0.0,18.915401900112254,1
15926,49269651.0,0.0,0.0,0.0,0
15935,76776470.0,0.0,0.0,0.0,0
15951,2409517772.0,0.0,0.0,0.0,0
15982,686995046.0,0.0,0.0,15.677033312945097,1
15990,108869185.0,0.0,0.0,19.24732843978513,1
15994,13046329298.0,0.0,0.0,0.0,0
16008,29834051.0,0.0,0.0,12.765691290604373,1
16037,9358708.0,0.0,0.0,0.0,0
16068,246480.0,0.0,0.0,0.0,0
16105,334984039.0,0.0,0.0,0.0,0
16148,958775175.0,0.0,0.0,18.17110127262002,1
16168,250194575.0,0.0,0.0,0.0,0
16184,5726236738.0,117810000.0,117810000.0,0.0,0
16215,10209117725.0,0.0,0.0,0.0,0
16229,36445797.0,0.0,0.0,19.06041529117482,1
16235,146515512.0,24960000.0,24960000.0,19.58074724278234,1
16267,17500000.0,0.0,0.0,0.0,0
16294,155049693.0,0.0,0.0,15.255536189192323,1
16311,12425981872.0,248519605.0,248519605.0,0.0,0
16320,20794157.0,0.0,0.0,0.0,0
16363,502910710.0,0.0,0.0,21.481253572245933,1
16373,615805.0,0.0,0.0,0.0,0
16411,237569935.0,0.0,0.0,0.0,0
16413,124122915.0,0.0,0.0,0.0,0
16445,16085415.0,0.0,0.0,0.0,0
16458,10077748.0,0.0,0.0,18.883177164490107,1
16475,45967378.0,0.0,0.0,0.0,0
16477,4490129.0,0.0,0.0,0.0,0
16481,120569973.0,0.0,0.0,16.649887460118258,1
16493,673978648.0,0.0,0.0,0.0,0
16495,2099749254.0,0.0,0.0,16.362279573052028,1
16501,31200074.0,0.0,0.0,13.573284844756346,1
16515,552440.0,0.0,0.0,0.0,0
16530,1800500.0,0.0,0.0,0.0,0
16546,438597325.0,0.0,0.0,16.77230260702436,1
16559,31539007.0,0.0,0.0,0.0,0
16592,7427217.0,0.0,0.0,14.986500870907824,1
16608,2731046166.0,0.0,0.0,17.669251652783913,1
16624,908203723.0,0.0,0.0,0.0,0
16637,178549696.0,0.0,0.0,15.278340406722286,1
16652,355752394.0,0.0,0.0,16.285317444634465,1
16662,405363912.0,0.0,0.0,18.28198766414004,1
16669,10010060082.0,200201180.0,200201180.0,0.0,0
16683,2529199.0,0.0,0.0,0.0,0
16694,76100623.0,0.0,0.0,13.488298711271419,1
16724,233689563.0,0.0,0.0,0.0,0
16762,51408194.0,0.0,0.0,0.0,0
16769,2754139311.0,0.0,0.0,0.0,0
16810,55653672.0,0.0,0.0,0.0,0
16823,187892438.0,0.0,0.0,20.059950275778963,1
16860,4146000.0,0.0,0.0,0.0,0
16890,116880185.0,0.0,0.0,18.53223097374445,1
16917,892933132.0,0.0,0.0,0.0,0
16918,23217840.0,0.0,0.0,0.0,0
16930,7323232.0,0.0,0.0,0.0,0
16934,295692000.0,0.0,0.0,16.762511620611054,1
16937,38325931.0,0.0,0.0,0.0,0
17007,62666802.0,0.0,0.0,19.550609493158763,1
17059,497795500.0,0.0,0.0,16.5557330364088,1
17060,11289547.0,0.0,0.0,18.92602699332735,1
17073,8631284047.0,0.0,0.0,0.0,0
17099,18288060.0,0.0,0.0,0.0,0
17124,128062.0,0.0,0.0,17.39830598474893,1
17127,147645388.0,0.0,0.0,0.0,0
17129,662280.0,0.0,0.0,0.0,0
17173,3307614765.0,582035000.0,582035000.0,18.841329856061485,1
17176,51085000.0,0.0,0.0,12.352374028642588,1
17211,2442093050.0,0.0,0.0,19.17299693214214,1
17212,153452991.0,0.0,0.0,18.71684373403989,1
17220,4211722659.0,0.0,0.0,20.886004580133392,1
17228,1185708494.0,0.0,0.0,15.833981206945332,1
17287,189036.0,0.0,0.0,20.54956822283073,1
17297,206048665.0,0.0,0.0,17.239366028692125,1
17298,424232778.0,0.0,0.0,0.0,0
17299,894793982.0,0.0,0.0,16.942185388497677,1
17309,64302567.0,0.0,0.0,17.17381999305166,1
17326,378562298.0,0.0,0.0,17.701451422354392,1
17351,502480306.0,0.0,0.0,17.449602910923247,1
17371,80695176.0,0.0,0.0,0.0,0
17379,161410654.0,0.0,0.0,18.637495518741847,1
17396,47374000.0,0.0,0.0,19.488666103167446,1
17404,4068991.0,0.0,0.0,16.509007843886753,1
17408,251763750.0,0.0,0.0,18.533739428526737,1
17428,65912613.0,0.0,0.0,0.0,0
17437,30077000.0,0.0,0.0,16.639203491091447,1
17449,1458522.0,0.0,0.0,16.008491811790527,1
17461,383302595.0,0.0,0.0,0.0,0
17480,85885650.0,0.0,0.0,22.94492487431331,1
17523,9305458.0,0.0,0.0,16.66041732550119,1
17539,1350297095.0,0.0,0.0,19.53567373664632,1
17544,179826696.0,0.0,0.0,0.0,0
17589,49248776.0,0.0,0.0,0.0,0
17606,63130348.0,0.0,0.0,0.0,0
17616,10949372000.0,0.0,0.0,21.361622188078172,1
17619,3917496512.0,0.0,0.0,18.147467333758613,1
17620,3346982.0,0.0,0.0,18.654754913797568,1
17621,133017588.0,0.0,0.0,17.20609589722379,1
17622,3068667151.0,0.0,0.0,17.374030811300152,1
17632,88269744.0,0.0,0.0,13.339516220203693,1
17633,441463702.0,0.0,0.0,17.651562666301853,1
17637,3701205721.0,37012036.0,37012036.0,19.370079045581967,1
17659,965664404.0,0.0,0.0,17.59927378280129,1
17668,784054277.0,0.0,0.0,15.058742536242328,1
17671,26683781.0,0.0,0.0,17.882190595001976,1
17673,320020649.0,0.0,0.0,0.0,0
17691,2215549924.0,0.0,0.0,0.0,0
17696,84377100.0,0.0,0.0,19.196281446912245,1
17707,266571160.0,0.0,0.0,17.128224352193893,1
17745,29735313.0,0.0,0.0,0.0,0
17758,524076000.0,0.0,0.0,0.0,0
17790,736703762.0,0.0,0.0,0.0,0
17880,23656571131.0,0.0,0.0,0.0,0
17889,3245710471.0,0.0,0.0,16.54826293258676,1
17891,3088925801.0,0.0,0.0,0.0,0
17914,6010840829.0,0.0,0.0,0.0,0
17917,3771180.0,0.0,0.0,13.394892724987756,1
17929,57671159.0,0.0,0.0,17.225006742441124,1
17934,271898720.0,0.0,0.0,0.0,0
17938,14589551.0,0.0,0.0,0.0,0
17950,333385288.0,0.0,0.0,0.0,0
17954,15007793.0,0.0,0.0,0.0,0
17991,450000.0,0.0,0.0,14.593960281287956,1
18016,94838100.0,0.0,0.0,0.0,0
18110,79969647.0,0.0,0.0,0.0,0
18112,284962611.0,0.0,0.0,12.472072600550215,1
18118,6389605150.0,31948023.0,31948023.0,11.685205103383673,1
18124,8102145.0,0.0,0.0,0.0,0
18159,272090461.0,0.0,0.0,17.888481949231902,1
18182,299685892.0,0.0,0.0,0.0,0
18195,1303315.0,0.0,0.0,0.0,0
18207,180418089.0,0.0,0.0,0.0,0
18245,133296932.0,0.0,0.0,0.0,0
18283,990513601.0,0.0,0.0,15.06133551401628,1
18294,1426899009.0,0.0,0.0,0.0,0
18302,19200045.0,0.0,0.0,15.246821304834022,1
18309,2939657154.0,58793132.0,58793132.0,0.0,0
18337,343075115.0,0.0,0.0,14.262332557509827,1
18367,288682225.0,0.0,0.0,17.25932352470106,1
18401,49963738.0,249902.0,249902.0,13.970674153190904,1
18409,62811545.0,0.0,0.0,0.0,0
18419,673900.0,0.0,0.0,16.92553279572006,1
18422,12010732.0,0.0,0.0,0.0,0
18429,113738814.0,0.0,0.0,0.0,0
18430,172011445.0,0.0,0.0,0.0,0
18456,9428072.0,0.0,0.0,18.221965392225712,1
18468,607546630.0,0.0,0.0,18.353177662177426,1
18508,13698600.0,0.0,0.0,0.0,0
18611,19597022.0,0.0,0.0,19.245635256172452,1
18650,208400.0,0.0,0.0,0.0,0
18671,2159650000.0,0.0,0.0,0.0,0
18675,4672731.0,0.0,0.0,0.0,0
18719,910382083.0,0.0,0.0,12.44603004847143,1
18728,59012910.0,0.0,0.0,17.158290627824506,1
18730,1942851192.0,0.0,0.0,16.77488927613703,1
18738,60000000.0,0.0,0.0,17.25867759533158,1
18779,5407270.0,0.0,0.0,0.0,0
18785,9759002404.0,0.0,0.0,0.0,0
18802,1215059850.0,0.0,0.0,0.0,0
18818,182630700.0,0.0,0.0,0.0,0
18827,355146662.0,0.0,0.0,19.2217307557455,1
18835,164614852.0,1646148.0,1646148.0,17.501202462234744,1
18840,1555387412.0,0.0,0.0,0.0,0
18845,22353586.0,0.0,0.0,16.79981968510453,1
18868,42985719.0,0.0,0.0,15.488207736137564,1
18876,291562500.0,0.0,0.0,14.882196584167126,1
18879,20264485188.0,0.0,0.0,17.200860056012555,1
18917,17060696319.0,12533.0,12533.0,0.0,0
18972,103826466.0,0.0,0.0,0.0,0
18983,281138177.0,0.0,0.0,15.344878545687791,1
19072,1717542372.0,0.0,0.0,19.07357352929376,1
19073,2925220.0,0.0,0.0,13.529488440358145,1
19084,73603439.0,0.0,0.0,0.0,0
19088,119319781.0,0.0,0.0,16.532929138440515,1
19093,1250860540.0,0.0,0.0,0.0,0
19131,10596492113.0,0.0,0.0,0.0,0
19148,313109.0,0.0,0.0,0.0,0
19194,3241152972.0,0.0,0.0,0.0,0
19196,1639575.0,0.0,0.0,18.48092826879432,1
19206,932623253.0,18652461.0,18652461.0,16.371289456547274,1
19211,16060000.0,0.0,0.0,16.21913240260607,1
19218,182942622.0,0.0,0.0,18.289952755259296,1
