,CTR_OFODEC,CTR_OFODEP,CTR_OFODET,CTR_OBLAUT,CTR_OBLASS,CTR_ODTIMB,CTR_OBLTHO,CTR_OBLDLI,CTR_OBLTVI,target,GROUP
6635,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,18.81830644404122,1
6636,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,14.692853787359713,1
6637,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.556602748545165,1
6638,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.589965475278294,1
6639,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.81592323202768,1
6640,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6641,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
6642,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,12.996657287081073,1
6643,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.94798251581674,1
6644,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.568822199437545,1
6645,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,14.606707797792074,1
6646,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.971146527562954,1
6647,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6648,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.989596362197645,1
6649,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.100193387669183,1
6650,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,14.229997513212698,1
6651,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.033624404782731,1
6652,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
6653,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.800794374658695,1
6654,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.102762902850948,1
6655,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.840477806066355,1
6656,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,18.593044797284094,1
6657,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.742292343704724,1
6658,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.272686319690546,1
6659,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.19709662202938,1
6660,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,14.662842560625766,1
6661,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
6662,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6663,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.62081853079057,1
6664,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.241263584693744,1
6665,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,18.12841468774916,1
6666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.515269956265097,1
6667,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,18.14672939879719,1
6668,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.736575569876132,1
6669,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,12.922203662480495,1
6670,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.767125661662725,1
6671,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.664784646771363,1
6672,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.497303016975927,1
6673,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
6674,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.887076392143426,1
6675,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.616812519114928,1
6676,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.782720254664373,1
6677,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6678,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6679,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.254670576660562,1
6680,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
6681,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.513077198071393,1
6682,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
6683,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.318261297341873,1
6684,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
6685,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.93751008863219,1
6686,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6687,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.359268336290153,1
6688,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.564768186773332,1
6689,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,16.705985810504682,1
6690,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6691,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
6692,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6693,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.64451210366056,1
6694,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.990316442716566,1
6695,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6696,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,16.318906554772642,1
6697,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.99663132230234,1
6698,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.79259746524337,1
6699,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.660589758635366,1
6700,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.559026813418255,1
6701,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.094126369201113,1
6702,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.068369236165035,1
6703,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6704,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,14.49785914299628,1
6705,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.029542431394642,1
6706,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.198804593553255,1
6707,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,18.191565069961122,1
6708,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6709,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
6710,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,14.362886023587846,1
6711,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.059704065309766,1
6712,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.082381319258293,1
6713,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.209512984569788,1
6714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.607978264376786,1
6715,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.315525386016983,1
6716,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.68832191777714,1
6717,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.9995080417194,1
6718,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.976659919129224,1
6719,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.615800814477003,1
6720,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.459065401441794,1
6721,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.237004577854144,1
6722,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.458966840838972,1
6723,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.151158883835649,1
6724,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,16.795011818407847,1
6725,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,18.2805399803335,1
6726,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.0938944884881,1
6727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.9665748418712,1
6728,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6729,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,20.155262815042626,1
6730,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6731,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.292753835647606,1
6732,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.65886149663637,1
6733,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.685788345621093,1
6734,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6735,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6736,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.238399109637024,1
6737,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.901531378548633,1
6738,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.47459787714699,1
6739,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.357927730890765,1
6740,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6741,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.934729693011725,1
6742,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6743,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.547453361339404,1
6744,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.725191466297108,1
6745,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6746,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.077757126530287,1
6747,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6748,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.319588176962744,1
6749,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.922158787103783,1
6750,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
6751,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.832602236602913,1
6752,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.860901033699285,1
6753,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
6754,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6755,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
6756,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.10832971910261,1
6757,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.137686806455223,1
6758,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.203629181337648,1
6759,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.611698042380128,1
6760,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,15.801728740913275,1
6761,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.397864512534543,1
6762,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,14.9780977714794,1
6763,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.899192948286386,1
6764,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.324489195480055,1
6765,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6766,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.959762419778487,1
6767,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.60413790388018,1
6768,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.970928864661538,1
6769,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
6770,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.271677785127974,1
6771,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.951101168782987,1
6772,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,19.906255751223487,1
6773,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,18.53176263031018,1
6774,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,13.544637092716654,1
6775,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
6776,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.29432159369805,1
6777,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.095341573310472,1
6778,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.80795051487416,1
6779,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.25437431637074,1
6780,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.928837034973164,1
6781,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,14.068110381992213,1
6782,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
6783,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6784,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.894742717570146,1
6785,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.511343025597736,1
6786,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,19.420676329956216,1
6787,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.313362177791927,1
6788,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,14.88433763876302,1
6789,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.535799300660814,1
6790,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,13.556351152445695,1
6791,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.580513640957253,1
6792,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6793,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.729989174274493,1
6794,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
6795,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6796,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6797,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.126465723960507,1
6798,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.20568473604249,1
6799,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6800,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.66659305813581,1
6801,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.62247769941034,1
6802,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
6803,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
6804,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.023831085536392,1
6805,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
6806,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6807,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
6808,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
6809,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.424810803946679,1
6810,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.937277094109994,1
6811,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,16.845640635040628,1
6812,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
6813,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.57539576301813,1
6814,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,13.797429068659975,1
6815,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.688715442918465,1
6816,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.454845777535972,1
6817,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
6818,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6819,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.442727286463551,1
6820,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.10353455082654,1
6821,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6822,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6823,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,12.001744714973562,1
6824,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
6825,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
6826,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6827,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.813480498787793,1
6828,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6829,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.03918349825342,1
6830,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,20.185546973401912,1
6831,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.16501873989371,1
6832,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6833,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.452111725363984,1
6834,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6835,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.68924147013818,1
6836,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,16.698287492508854,1
6837,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.53088047098857,1
6838,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6839,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.591922539621017,1
6840,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,20.272056970409185,1
6841,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.5322004664616,1
6842,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.870144930492387,1
6843,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.953967567225188,1
6844,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.46625417223701,1
6845,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.462550447230727,1
6846,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.72671230195304,1
6847,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.36295226999398,1
6848,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.3837419010102,1
6849,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.59006503235004,1
6850,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6851,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
6852,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.22283460384315,1
6853,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.029542431394642,1
6854,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.395516471858052,1
6855,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6856,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
6857,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6858,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6859,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
6860,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.532496371982337,1
6861,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6862,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.19549673191539,1
6863,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.518730715876714,1
6864,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.28984738931441,1
6865,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
6866,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.129769029453158,1
6867,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.588610248994634,1
6868,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6869,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.666117855759838,1
6870,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.452473576209908,1
6871,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,14.585619242623205,1
6872,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6873,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,13.861467187654377,1
6874,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6875,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,17.58066505408184,1
6876,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.249588717607196,1
6877,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.458837042595949,1
6878,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
6879,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.853851873515207,1
6880,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.557144923807792,1
6881,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6882,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.9408438988596,1
6883,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
6884,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6885,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0110111744452,1
6886,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.228278321317212,1
6887,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,18.657924222445573,1
6888,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.80673788279363,1
6889,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.645496641188306,1
6890,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.917138960252016,1
6891,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.275996851998796,1
6892,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6893,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6894,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.894430877358227,1
6895,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6896,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
6897,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.868869240709934,1
6898,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.693948951205893,1
6899,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.15023184872086,1
6900,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
6901,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6902,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,17.154512059029198,1
6903,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,14.03754869853709,1
6904,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6905,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.69347825365259,1
6906,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
6907,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.728742397026426,1
6908,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,14.902212870260898,1
6909,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.56079676293475,1
6910,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.988816596831276,1
6911,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
6912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
6913,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6914,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.024153540013854,1
6915,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6916,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.798671899522162,1
6917,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.467021074580266,1
6918,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,18.247211572916136,1
6919,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.454840083397926,1
6920,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.24629570723113,1
6921,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.68507812383238,1
6922,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0
6923,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.58311438189538,1
6924,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.088737912526426,1
